,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,Anomaly,Anomaly_Score,deposit
658,32,management,4733,no,no,cellular,apr,1,-1,unknown,0,1.6332178,yes
5951,46,blue-collar,977,no,yes,telephone,feb,3,-1,unknown,0,5.546346,yes
99,33,blue-collar,15341,no,no,cellular,apr,1,334,failure,0,6.1291885,no
669,43,entrepreneur,2315,yes,yes,cellular,may,1,-1,unknown,0,4.4689035,no
1032,48,blue-collar,237,yes,no,unknown,jun,18,-1,unknown,0,5.0252748,no
3388,60,technician,91,no,no,cellular,aug,4,-1,unknown,0,1.9618443,no
5308,43,technician,629,no,no,cellular,aug,1,-1,unknown,0,0.91606456,no
6658,32,services,-344,no,yes,cellular,feb,1,-1,unknown,0,4.985834,no
4939,45,blue-collar,5461,yes,no,cellular,nov,2,-1,unknown,0,3.1496935,yes
5194,44,services,0,yes,yes,cellular,may,1,-1,unknown,0,3.2325733,no
691,33,management,1534,yes,no,cellular,jul,2,-1,unknown,0,2.1380208,yes
4398,42,technician,1865,yes,no,unknown,may,1,-1,unknown,0,0.79527396,no
279,42,admin.,-249,yes,no,cellular,jul,3,-1,unknown,0,2.1466508,no
5940,35,blue-collar,102,yes,no,unknown,may,1,-1,unknown,0,0.99649256,yes
6584,34,blue-collar,1682,yes,yes,cellular,jul,3,-1,unknown,0,2.5260203,no
569,70,retired,0,no,no,cellular,oct,1,92,success,0,4.84526,yes
1358,28,technician,558,yes,no,cellular,may,1,-1,unknown,0,2.141316,no
4910,45,admin.,2033,no,no,cellular,may,4,-1,unknown,0,2.8048525,no
3303,38,services,92,yes,yes,unknown,may,3,-1,unknown,0,3.2981129,no
323,39,services,7066,yes,no,cellular,may,3,357,other,0,5.4267926,yes
4875,36,services,297,yes,yes,cellular,jul,5,-1,unknown,0,3.194596,no
717,50,admin.,3240,no,no,cellular,nov,2,-1,unknown,0,3.136927,no
192,28,technician,-1042,yes,no,unknown,jun,2,-1,unknown,0,3.181659,yes
5693,51,self-employed,2094,no,no,cellular,jun,6,-1,unknown,0,4.6894546,yes
7411,36,unknown,179,no,no,cellular,aug,8,-1,unknown,0,6.707732,no
2473,33,management,280,no,yes,cellular,nov,1,-1,unknown,0,3.6708162,no
6690,31,technician,433,no,no,cellular,aug,2,-1,unknown,0,0.5630288,no
4237,36,services,0,yes,no,cellular,may,1,-1,unknown,0,2.0133927,no
4368,46,technician,4176,yes,no,unknown,jun,6,-1,unknown,0,2.7794363,no
3735,67,retired,3810,no,no,cellular,oct,1,-1,unknown,0,5.015612,no
4899,32,admin.,1604,no,yes,cellular,jul,1,-1,unknown,0,3.4370801,yes
4615,52,blue-collar,1409,yes,no,unknown,jun,1,-1,unknown,0,1.6817316,no
1103,50,unemployed,1088,no,no,cellular,feb,1,-1,unknown,0,4.5272,yes
3341,46,admin.,0,yes,yes,cellular,apr,2,259,failure,0,4.7350907,no
1316,35,technician,2823,yes,no,cellular,feb,1,-1,unknown,0,3.0293908,no
5902,47,blue-collar,292,no,yes,telephone,jul,3,-1,unknown,0,4.698914,no
2064,34,blue-collar,1168,no,no,cellular,feb,2,-1,unknown,0,3.725595,no
3251,41,services,450,yes,no,unknown,may,2,-1,unknown,0,0.78758585,no
3428,39,entrepreneur,350,yes,no,cellular,jul,2,-1,unknown,0,3.7417283,no
6224,36,blue-collar,1797,yes,yes,cellular,nov,1,181,failure,0,4.712957,no
4718,40,blue-collar,973,no,no,cellular,may,1,-1,unknown,0,2.2340372,yes
2849,32,technician,317,yes,no,unknown,may,2,-1,unknown,0,0.5081233,no
305,31,management,459,no,no,cellular,aug,14,-1,unknown,0,3.1708994,no
391,42,technician,994,yes,no,cellular,nov,3,93,success,0,4.447659,yes
4432,40,blue-collar,0,yes,no,unknown,may,4,-1,unknown,0,0.82358027,no
6621,33,technician,127,yes,no,cellular,apr,2,222,failure,0,4.229935,yes
5320,45,admin.,3006,no,no,cellular,apr,2,-1,unknown,0,2.577758,yes
2386,54,management,2171,yes,yes,telephone,nov,1,-1,unknown,0,5.3692813,yes
6407,25,admin.,131,yes,yes,unknown,may,1,-1,unknown,0,3.252055,no
6735,39,entrepreneur,0,no,no,cellular,nov,7,-1,unknown,0,4.8275566,no
2605,48,blue-collar,7408,no,yes,cellular,feb,2,-1,unknown,0,4.670795,no
5139,36,technician,521,no,no,cellular,oct,3,-1,unknown,0,4.0626836,yes
6765,36,unemployed,1766,no,no,unknown,jun,2,-1,unknown,0,4.9607244,yes
762,40,self-employed,0,no,no,unknown,jun,1,-1,unknown,0,4.171295,no
6464,49,admin.,0,no,no,cellular,apr,1,-1,unknown,0,2.8485487,yes
1882,46,blue-collar,-44,no,yes,telephone,aug,13,-1,unknown,0,5.970211,no
4922,41,entrepreneur,0,no,no,unknown,jun,2,-1,unknown,0,4.085253,no
153,30,blue-collar,6281,no,no,cellular,apr,2,-1,unknown,0,2.9932475,yes
5339,35,management,1750,yes,no,cellular,oct,1,175,success,0,4.733863,no
6795,56,services,450,no,no,unknown,jun,1,-1,unknown,0,2.4606135,no
1713,57,housemaid,8278,no,no,cellular,nov,3,-1,unknown,0,5.535676,no
3596,28,technician,3623,no,no,cellular,mar,1,-1,unknown,0,3.9123445,yes
4486,62,management,997,no,no,cellular,apr,1,304,success,0,4.5351195,yes
619,43,management,62,yes,no,cellular,may,1,300,failure,0,3.6324337,no
7162,73,retired,1641,yes,no,cellular,feb,2,-1,unknown,0,4.620292,yes
5086,55,services,283,yes,no,unknown,may,1,-1,unknown,0,1.5523561,no
3667,41,technician,1043,yes,yes,unknown,may,1,-1,unknown,0,3.2536209,no
5413,25,admin.,184,no,yes,telephone,jul,7,-1,unknown,0,4.9935985,no
1466,31,technician,882,no,no,cellular,jun,1,-1,unknown,0,3.670214,yes
6112,58,services,65,no,no,unknown,jun,1,-1,unknown,0,2.5855024,no
5258,46,services,437,yes,no,cellular,may,3,-1,unknown,0,2.2445614,yes
1010,56,management,830,yes,yes,unknown,may,1,-1,unknown,0,3.7798963,yes
1929,36,technician,4388,no,no,cellular,aug,3,-1,unknown,0,1.4732572,no
5712,61,admin.,4608,no,no,cellular,mar,1,-1,unknown,0,4.5225635,yes
6475,73,retired,2850,no,no,cellular,oct,1,144,failure,0,5.2764564,no
1427,33,student,1536,no,no,cellular,feb,1,92,success,0,5.104983,yes
4736,23,services,665,yes,no,unknown,may,1,-1,unknown,0,2.2942963,yes
2231,48,technician,256,yes,no,unknown,may,4,-1,unknown,0,1.1524305,no
3923,32,admin.,212,no,no,cellular,jul,5,-1,unknown,0,2.5425172,yes
4319,34,services,4062,yes,yes,cellular,may,1,-1,unknown,0,3.3570483,no
3238,27,services,1820,yes,no,cellular,jul,1,-1,unknown,0,2.4927886,yes
6896,30,technician,418,yes,no,unknown,jun,1,-1,unknown,0,2.6647627,no
1016,47,housemaid,61,no,no,cellular,jul,5,-1,unknown,0,4.1611624,no
6774,34,entrepreneur,3119,yes,no,unknown,may,4,-1,unknown,0,4.1052775,no
458,35,services,167,no,yes,cellular,jul,2,-1,unknown,0,3.0658038,yes
3094,44,blue-collar,103,yes,no,cellular,may,1,329,failure,0,2.2102005,no
340,39,management,0,no,no,cellular,aug,2,-1,unknown,0,0.54726154,no
497,43,technician,451,no,no,cellular,aug,2,-1,unknown,0,1.154267,yes
6074,45,management,1529,no,no,cellular,jun,1,-1,unknown,0,3.031171,no
5698,30,technician,455,yes,no,cellular,nov,1,-1,unknown,0,2.8393788,yes
6540,36,management,332,yes,no,cellular,may,7,-1,unknown,0,2.4963582,no
6734,44,self-employed,1070,yes,no,cellular,aug,2,104,success,0,5.2459474,yes
2896,39,technician,2266,no,no,cellular,may,1,93,success,0,4.4426813,no
2502,42,blue-collar,1673,yes,no,cellular,apr,3,-1,unknown,0,2.2153647,yes
2493,51,entrepreneur,-799,no,yes,cellular,jul,3,-1,unknown,0,4.191261,yes
6034,43,unemployed,1854,no,no,cellular,apr,1,-1,unknown,0,4.777984,yes
3064,48,blue-collar,2227,no,no,cellular,aug,12,-1,unknown,0,3.7853842,no
2916,51,blue-collar,814,yes,no,cellular,may,8,-1,unknown,0,2.7637062,no
2971,31,blue-collar,2,yes,no,unknown,may,2,-1,unknown,0,0.9643306,yes
7110,33,technician,151,yes,no,cellular,apr,3,236,failure,0,3.9327004,no
2777,30,management,1384,yes,no,telephone,aug,2,-1,unknown,0,4.802732,no
6479,36,services,3740,yes,no,cellular,apr,1,-1,unknown,0,4.4026995,no
4408,47,retired,3033,no,no,cellular,sep,1,-1,unknown,0,5.076056,yes
967,47,management,1128,no,no,cellular,jan,2,-1,unknown,0,3.6195576,no
2153,42,admin.,-466,no,yes,telephone,jul,15,-1,unknown,0,6.0296316,no
6579,36,management,203,no,no,cellular,jan,1,88,success,0,4.9921465,yes
1012,80,retired,1861,no,no,telephone,apr,2,-1,unknown,0,5.1056786,no
5731,57,services,443,no,no,telephone,jul,1,-1,unknown,0,4.8528886,no
4000,47,management,3663,no,no,cellular,mar,3,-1,unknown,0,2.402994,yes
372,59,retired,5583,yes,no,cellular,apr,1,-1,unknown,0,4.8418026,yes
5797,38,technician,3278,no,no,cellular,aug,14,-1,unknown,0,3.4244778,yes
2168,78,retired,2628,no,no,telephone,apr,2,-1,unknown,0,5.0941896,no
6820,28,blue-collar,674,yes,no,telephone,may,4,-1,unknown,0,4.4225874,no
4079,26,blue-collar,941,no,no,cellular,jan,1,-1,unknown,0,4.168538,yes
3838,34,entrepreneur,0,yes,no,cellular,may,1,183,failure,0,5.6920686,yes
6165,37,admin.,192,yes,no,unknown,may,2,-1,unknown,0,0.5723649,no
3446,35,admin.,557,yes,no,cellular,jun,4,-1,unknown,0,3.6700096,no
3071,44,blue-collar,1397,no,no,cellular,nov,1,-1,unknown,0,2.8630054,no
1387,33,management,5276,no,no,cellular,nov,1,-1,unknown,0,2.3644211,no
1935,35,management,-547,yes,no,cellular,aug,2,-1,unknown,0,2.2095535,no
3187,30,blue-collar,309,yes,no,unknown,may,2,-1,unknown,0,0.9721384,yes
1736,32,management,0,no,no,cellular,feb,4,-1,unknown,0,2.285119,yes
513,57,blue-collar,773,yes,yes,unknown,jun,8,-1,unknown,0,3.7283988,no
2845,33,technician,317,yes,no,cellular,jun,1,80,other,0,5.317217,yes
2932,26,blue-collar,557,yes,yes,unknown,may,2,-1,unknown,0,2.0471175,no
710,57,blue-collar,3109,no,no,cellular,sep,2,105,success,0,4.427471,yes
3349,43,services,1040,yes,no,unknown,may,3,-1,unknown,0,2.24541,yes
4973,51,technician,11222,yes,no,cellular,nov,2,171,failure,0,4.7999797,no
6665,62,self-employed,6,yes,no,cellular,apr,1,182,success,0,5.932855,yes
1526,32,blue-collar,902,yes,no,unknown,may,2,-1,unknown,0,0.47416186,no
2920,44,admin.,985,yes,yes,cellular,may,7,325,failure,0,4.327231,no
1253,34,technician,122,no,no,unknown,may,5,-1,unknown,0,2.4415753,no
2233,28,blue-collar,1011,yes,no,cellular,apr,3,-1,unknown,0,1.5984542,no
6836,38,admin.,1487,no,no,unknown,jun,2,-1,unknown,0,2.4501176,no
7071,60,management,264,no,no,telephone,feb,1,-1,unknown,0,5.028542,yes
2312,71,retired,3230,no,no,cellular,may,2,133,failure,0,4.7856407,yes
5567,53,housemaid,0,no,no,unknown,jun,8,-1,unknown,0,3.9054585,no
6143,38,technician,226,yes,no,unknown,may,3,-1,unknown,0,2.1921628,yes
6726,26,blue-collar,-36,yes,no,unknown,jun,2,-1,unknown,0,2.2250688,yes
6755,43,blue-collar,56,no,no,cellular,may,2,-1,unknown,0,2.3063514,no
1243,49,services,823,no,no,cellular,aug,4,-1,unknown,0,3.7176619,yes
2899,33,self-employed,658,yes,no,cellular,apr,1,173,success,0,5.995167,no
3835,26,management,800,yes,no,cellular,jan,2,-1,unknown,0,3.9177742,no
3691,42,blue-collar,-407,yes,yes,cellular,may,7,-1,unknown,0,3.513883,yes
5652,37,entrepreneur,-170,yes,no,unknown,may,1,-1,unknown,0,3.9959395,no
4309,48,management,4415,yes,no,cellular,apr,3,141,failure,0,3.5168724,yes
4478,58,admin.,145,yes,no,telephone,jul,13,-1,unknown,0,5.6777315,yes
5289,42,management,144,no,no,cellular,mar,1,87,failure,0,4.498389,yes
898,52,unemployed,1639,no,no,cellular,aug,1,-1,unknown,0,4.657599,no
2521,72,admin.,2321,no,no,cellular,sep,2,64,failure,0,5.8023396,yes
866,56,retired,74,yes,no,unknown,may,2,-1,unknown,0,3.9858532,no
5703,34,management,297,yes,no,cellular,aug,4,-1,unknown,0,2.1739974,no
1851,42,entrepreneur,324,yes,no,cellular,jul,3,-1,unknown,0,3.7516184,no
1988,32,technician,116,yes,no,cellular,aug,2,-1,unknown,0,2.1554277,yes
892,36,management,538,no,no,cellular,jun,1,183,success,0,4.1210427,yes
92,44,technician,250,no,no,telephone,mar,2,-1,unknown,0,6.2166686,yes
4353,36,technician,0,no,no,cellular,aug,13,-1,unknown,0,2.9563246,no
6336,24,admin.,166,no,no,cellular,sep,2,-1,unknown,0,4.500426,yes
884,36,admin.,191,yes,no,cellular,jul,7,-1,unknown,0,2.3407526,no
1206,46,technician,68,yes,yes,unknown,jun,3,-1,unknown,0,3.7484422,no
5473,39,admin.,378,no,no,unknown,jun,5,-1,unknown,0,2.704379,no
973,55,blue-collar,-473,yes,no,unknown,may,1,-1,unknown,0,1.1030096,no
3841,47,services,278,yes,no,cellular,may,1,366,other,0,4.965823,no
2077,54,retired,1851,no,no,unknown,jun,3,-1,unknown,0,3.7438812,no
1949,65,retired,1973,no,no,telephone,apr,3,-1,unknown,0,4.6659145,yes
6010,30,admin.,154,yes,no,cellular,nov,2,-1,unknown,0,2.9281597,no
1630,29,management,199,yes,yes,unknown,may,4,-1,unknown,0,3.5754478,yes
2736,31,blue-collar,-190,yes,yes,cellular,may,3,-1,unknown,0,3.2128055,no
4337,38,self-employed,2084,yes,no,cellular,apr,2,330,failure,0,6.0884056,no
5231,42,self-employed,0,no,no,cellular,aug,4,-1,unknown,0,3.5052133,no
2061,34,blue-collar,550,yes,no,cellular,apr,3,346,failure,0,3.924878,no
284,43,management,107,yes,yes,telephone,oct,1,-1,unknown,0,5.8808274,yes
6387,34,entrepreneur,714,yes,no,unknown,may,4,-1,unknown,0,4.045016,no
6167,50,self-employed,202,yes,no,cellular,apr,1,148,failure,0,6.004549,no
3540,30,management,552,yes,no,cellular,aug,2,-1,unknown,0,2.1877325,no
6278,50,self-employed,0,no,no,cellular,aug,4,-1,unknown,0,3.2646878,no
4326,60,self-employed,362,no,yes,cellular,jul,6,-1,unknown,0,4.9218955,yes
5414,43,services,2478,yes,no,cellular,jan,1,230,failure,0,5.720874,no
6490,34,technician,920,yes,no,cellular,oct,1,342,failure,0,5.4711556,no
2270,36,technician,54,yes,no,cellular,aug,3,-1,unknown,0,2.132932,yes
7381,55,retired,0,no,no,cellular,aug,1,-1,unknown,0,2.1493866,yes
1804,30,admin.,370,yes,no,unknown,may,1,-1,unknown,0,0.6982064,no
6264,25,services,4522,yes,no,cellular,may,4,-1,unknown,0,2.5353985,no
2185,59,blue-collar,1265,no,yes,cellular,jul,1,-1,unknown,0,3.0890586,yes
1465,42,services,1301,yes,no,cellular,jul,6,-1,unknown,0,2.5077798,no
3229,30,management,533,no,no,cellular,aug,2,99,success,0,3.9252381,yes
5841,53,blue-collar,974,yes,no,unknown,may,2,-1,unknown,0,0.8298901,no
150,30,blue-collar,364,yes,yes,cellular,feb,1,-1,unknown,0,4.3260484,no
3041,36,management,579,no,no,unknown,apr,1,-1,unknown,0,3.6899846,yes
390,33,management,2240,no,no,cellular,jun,1,-1,unknown,0,2.1852136,yes
4074,37,services,1543,yes,no,cellular,may,1,10,failure,0,4.267846,yes
1229,45,entrepreneur,3133,yes,yes,cellular,jul,1,-1,unknown,0,3.9347012,yes
6313,39,technician,4646,yes,no,cellular,nov,1,-1,unknown,0,2.6545374,yes
550,25,admin.,220,no,no,cellular,may,1,-1,unknown,0,2.8823369,no
4442,44,services,-389,yes,yes,unknown,jun,1,-1,unknown,0,3.7682002,no
5804,40,management,24450,no,no,cellular,aug,2,-1,unknown,0,6.4362454,no
4980,33,admin.,882,no,no,cellular,apr,1,183,failure,0,4.474518,yes
6878,48,blue-collar,48,yes,yes,unknown,may,1,-1,unknown,0,1.8903924,no
1104,23,admin.,897,yes,no,cellular,feb,2,280,failure,0,4.7605844,yes
7182,36,blue-collar,1177,no,no,cellular,apr,1,311,success,0,4.7163076,yes
5091,39,technician,507,no,no,cellular,aug,4,-1,unknown,0,0.8204615,no
5862,43,management,2081,no,no,cellular,oct,3,-1,unknown,0,3.897773,yes
1605,28,self-employed,5679,yes,no,cellular,feb,4,-1,unknown,0,5.5813437,yes
5658,32,self-employed,67,no,no,cellular,aug,1,-1,unknown,0,3.734125,no
2464,31,admin.,8784,yes,no,unknown,may,2,-1,unknown,0,3.020576,no
664,42,technician,2,no,no,unknown,may,2,-1,unknown,0,2.2013414,no
6060,37,management,1730,no,no,cellular,mar,1,-1,unknown,0,2.20101,yes
1839,24,admin.,299,yes,no,cellular,may,1,321,failure,0,3.0562568,no
1730,76,retired,820,no,no,telephone,apr,4,-1,unknown,0,4.807841,yes
1887,34,blue-collar,-78,yes,no,unknown,may,1,-1,unknown,0,0.42066124,no
5347,43,self-employed,918,yes,no,unknown,may,1,-1,unknown,0,3.5222797,no
2310,50,admin.,736,yes,no,unknown,may,1,-1,unknown,0,1.1459237,no
2942,35,blue-collar,13,no,yes,cellular,jul,1,-1,unknown,0,2.2938416,no
957,46,management,0,yes,no,cellular,jul,2,-1,unknown,0,1.1269087,no
1418,36,management,563,no,no,unknown,jun,4,-1,unknown,0,2.129511,no
5788,31,blue-collar,152,yes,yes,cellular,jul,1,-1,unknown,0,2.870373,yes
2108,47,services,405,no,yes,cellular,aug,2,-1,unknown,0,4.216892,yes
5682,31,management,5691,yes,no,cellular,jul,1,-1,unknown,0,2.0487278,no
5358,56,management,6798,yes,no,cellular,nov,1,-1,unknown,0,2.6724157,no
3646,35,blue-collar,975,yes,no,cellular,jul,1,-1,unknown,0,1.8031639,no
5532,38,technician,3234,no,no,cellular,nov,2,-1,unknown,0,2.912944,yes
5795,42,technician,-106,yes,no,unknown,may,1,-1,unknown,0,0.7189103,no
37,37,entrepreneur,555,no,no,cellular,jul,2,-1,unknown,0,3.660032,no
3151,30,student,4468,no,no,cellular,feb,1,-1,unknown,0,5.0399303,yes
560,59,blue-collar,2605,no,no,cellular,jan,2,-1,unknown,0,4.336816,no
2432,24,technician,556,yes,no,cellular,feb,1,94,success,0,4.523131,yes
2619,60,admin.,12980,no,no,cellular,mar,1,-1,unknown,0,5.5325584,yes
1257,33,services,2918,no,yes,cellular,nov,2,-1,unknown,0,4.7602043,yes
3254,33,admin.,607,no,no,cellular,feb,2,-1,unknown,0,4.0201135,yes
5684,32,self-employed,3271,no,no,cellular,may,3,-1,unknown,0,4.0320024,yes
6391,40,technician,1646,yes,no,cellular,aug,1,92,success,0,4.1820955,yes
1836,46,entrepreneur,3317,no,no,cellular,nov,2,-1,unknown,0,4.723839,no
2531,47,management,4567,no,no,telephone,jul,4,-1,unknown,0,4.296741,no
6671,34,management,577,yes,no,cellular,apr,2,153,failure,0,3.3960896,no
385,22,admin.,114,no,no,cellular,mar,1,-1,unknown,0,4.1560855,yes
4556,37,management,3556,no,no,cellular,nov,1,-1,unknown,0,2.1735818,yes
5918,51,retired,730,yes,no,unknown,nov,2,-1,unknown,0,4.799678,no
3807,61,admin.,4629,yes,no,cellular,jan,1,92,success,0,5.949403,yes
6105,32,technician,2556,no,no,cellular,aug,3,-1,unknown,0,0.9298541,no
5593,38,management,76,no,no,cellular,mar,1,-1,unknown,0,2.1937892,yes
748,45,self-employed,7,no,no,cellular,nov,1,-1,unknown,0,4.745302,yes
6758,43,services,2145,no,no,cellular,may,1,183,failure,0,4.4058075,yes
1061,32,management,302,yes,yes,unknown,feb,1,384,failure,0,5.903033,yes
790,46,entrepreneur,131,yes,no,cellular,apr,2,-1,unknown,0,5.113351,no
7098,61,housemaid,211,no,no,cellular,aug,2,186,failure,0,6.3523817,yes
4546,25,blue-collar,192,no,no,telephone,jul,2,-1,unknown,0,4.3141723,no
5614,24,student,1123,no,no,cellular,jul,1,412,other,0,6.559953,yes
2068,62,housemaid,1528,no,no,cellular,apr,1,-1,unknown,0,5.2805023,yes
5934,34,management,13014,no,no,cellular,feb,1,183,success,0,5.3990645,yes
5449,30,technician,-522,yes,yes,cellular,may,2,286,failure,0,3.818914,yes
239,35,management,0,no,no,cellular,aug,5,-1,unknown,0,0.7162717,no
5789,44,technician,1818,yes,yes,cellular,feb,1,92,failure,0,4.8818235,yes
5480,47,technician,2408,no,no,cellular,apr,1,-1,unknown,0,2.3084192,yes
1963,48,unemployed,201,no,no,cellular,nov,1,91,success,0,5.2709656,yes
665,27,technician,337,no,no,unknown,jul,1,-1,unknown,0,4.1291475,yes
7247,52,services,108,yes,no,unknown,may,12,-1,unknown,0,4.168164,no
6462,25,technician,800,yes,no,unknown,may,4,-1,unknown,0,1.199378,no
1588,35,blue-collar,2200,yes,no,cellular,apr,1,-1,unknown,0,1.2492329,no
972,32,blue-collar,-454,yes,yes,cellular,may,5,355,failure,0,3.8633003,yes
1792,35,unemployed,2080,yes,no,telephone,apr,3,-1,unknown,0,6.436294,no
4264,35,technician,726,yes,no,cellular,may,1,-1,unknown,0,2.075079,no
5410,57,unemployed,209,no,no,unknown,jun,1,-1,unknown,0,4.958161,no
4066,29,blue-collar,5,no,no,cellular,jun,1,-1,unknown,0,3.7751923,yes
3076,42,management,-272,no,no,cellular,jul,1,-1,unknown,0,2.1276934,no
7118,32,technician,392,yes,no,cellular,nov,2,-1,unknown,0,2.5276713,no
5153,34,admin.,-33,yes,yes,cellular,jul,1,-1,unknown,0,3.1294093,yes
1197,50,management,4527,yes,no,cellular,may,1,-1,unknown,0,2.457699,no
3910,36,management,1655,yes,no,cellular,nov,2,-1,unknown,0,2.0452485,no
1042,49,services,0,no,no,cellular,jul,2,-1,unknown,0,2.8262584,yes
199,32,management,20,no,no,cellular,aug,2,-1,unknown,0,1.0908339,yes
6495,29,technician,344,yes,yes,unknown,may,2,-1,unknown,0,3.243444,no
6885,58,retired,4048,no,yes,cellular,jul,5,-1,unknown,0,4.468042,no
1505,30,technician,2567,no,no,cellular,jun,4,-1,unknown,0,3.7077305,yes
3138,64,retired,466,yes,no,cellular,oct,1,-1,unknown,0,5.088067,yes
6944,33,management,1195,yes,no,telephone,may,4,-1,unknown,0,4.2615156,no
136,68,retired,4189,no,no,telephone,jul,2,-1,unknown,0,4.7905054,yes
5504,34,technician,16,no,no,cellular,aug,1,-1,unknown,0,1.492268,yes
4454,41,admin.,224,yes,no,cellular,may,8,-1,unknown,0,2.8931134,no
2315,31,services,593,yes,no,cellular,nov,2,-1,unknown,0,4.4688063,no
553,29,technician,477,yes,yes,cellular,may,1,305,failure,0,3.738631,no
6416,33,management,322,yes,no,cellular,apr,3,-1,unknown,0,2.9960394,no
5913,52,admin.,722,no,no,cellular,oct,2,185,failure,0,5.04092,no
129,60,admin.,7336,no,no,cellular,mar,1,-1,unknown,0,4.9458003,no
5165,29,blue-collar,3310,no,no,cellular,sep,1,91,failure,0,5.69468,no
4048,71,technician,3020,no,no,telephone,jul,1,270,failure,0,6.575182,yes
2584,32,technician,1097,yes,no,unknown,may,2,-1,unknown,0,0.517354,no
4356,57,retired,1623,yes,yes,cellular,jul,1,-1,unknown,0,4.5860147,no
4938,64,retired,4787,no,no,cellular,apr,1,182,success,0,4.7463174,yes
4975,35,technician,399,yes,no,cellular,may,2,345,failure,0,3.6492286,yes
40,38,housemaid,110,no,no,cellular,may,1,-1,unknown,0,4.221097,no
332,43,unemployed,983,yes,no,cellular,feb,1,-1,unknown,0,4.7224135,yes
4903,39,technician,1048,yes,yes,cellular,apr,2,-1,unknown,0,3.807345,no
3751,32,blue-collar,4996,yes,no,unknown,may,2,-1,unknown,0,1.5737416,no
1969,33,services,387,yes,no,cellular,apr,2,138,failure,0,4.6172504,no
85,44,management,7177,no,no,unknown,jun,2,-1,unknown,0,2.496041,no
5072,33,admin.,17,yes,no,cellular,may,1,351,failure,0,3.0113907,no
4519,49,entrepreneur,6188,no,no,cellular,nov,1,-1,unknown,0,4.900095,yes
4163,30,services,140,yes,no,cellular,may,1,-1,unknown,0,2.1133595,yes
5038,37,blue-collar,2188,no,no,unknown,may,8,-1,unknown,0,2.798396,no
6200,49,management,1601,no,no,cellular,jul,5,-1,unknown,0,2.1322138,no
707,38,services,-762,yes,yes,unknown,may,2,-1,unknown,0,3.2769372,no
5647,58,retired,1411,yes,no,cellular,may,2,-1,unknown,0,4.0663857,no
3973,49,blue-collar,-354,no,yes,cellular,jul,1,-1,unknown,0,2.56342,no
2709,81,retired,9224,no,no,telephone,nov,2,-1,unknown,0,5.803958,no
7251,40,blue-collar,1451,no,no,cellular,sep,1,121,success,0,4.267436,yes
6802,43,blue-collar,2160,no,no,cellular,sep,1,98,success,0,4.273117,yes
6428,34,unemployed,309,no,no,cellular,feb,1,-1,unknown,0,4.448782,yes
126,54,blue-collar,1895,yes,no,cellular,apr,1,-1,unknown,0,2.173967,no
1594,33,management,1412,yes,no,unknown,aug,1,-1,unknown,0,4.1583242,yes
4187,55,admin.,8304,no,no,cellular,jun,1,-1,unknown,0,4.47078,yes
5043,37,entrepreneur,8,yes,yes,cellular,jul,1,-1,unknown,0,3.86921,no
3131,24,management,448,no,no,cellular,apr,1,-1,unknown,0,1.6793983,yes
6028,27,admin.,138,no,no,cellular,jun,2,-1,unknown,0,3.9876072,yes
6712,46,management,0,no,no,cellular,may,1,-1,unknown,0,2.4763842,no
5534,37,management,789,yes,yes,cellular,aug,1,190,other,0,5.6500764,no
231,40,admin.,1412,no,no,cellular,jul,3,-1,unknown,0,2.1761985,no
7361,33,technician,-479,no,no,cellular,aug,1,-1,unknown,0,0.7851222,no
1337,40,management,964,yes,no,telephone,may,3,-1,unknown,0,4.2100577,no
5579,31,management,0,no,no,cellular,aug,6,-1,unknown,0,0.9481334,no
2084,44,management,226,yes,no,cellular,aug,3,270,failure,0,4.1289287,yes
5594,43,housemaid,800,yes,no,cellular,may,1,-1,unknown,0,4.390648,yes
2102,73,retired,542,no,no,cellular,oct,1,180,failure,0,4.936764,yes
2283,44,technician,2776,yes,no,cellular,jan,1,-1,unknown,0,4.331365,yes
2689,49,technician,1091,no,no,telephone,jul,2,-1,unknown,0,4.299134,no
2581,43,technician,4389,no,no,cellular,apr,1,-1,unknown,0,2.3407617,yes
3642,52,entrepreneur,-104,no,yes,cellular,jul,1,-1,unknown,0,3.9888973,no
5759,43,self-employed,3003,no,no,cellular,aug,3,-1,unknown,0,3.38562,no
2677,80,retired,997,no,no,cellular,jan,1,91,success,0,6.5553045,yes
3167,38,services,61,no,no,unknown,jun,1,-1,unknown,0,2.5625792,yes
4688,54,retired,22,no,no,unknown,jun,4,-1,unknown,0,3.794447,no
1050,26,admin.,-326,yes,no,unknown,may,3,-1,unknown,0,1.1019101,no
2431,41,self-employed,1081,no,no,cellular,may,3,-1,unknown,0,4.032888,yes
647,29,admin.,0,yes,no,unknown,may,1,-1,unknown,0,0.7763457,no
6307,69,retired,2346,no,no,cellular,feb,2,-1,unknown,0,4.220025,yes
5966,35,admin.,2374,yes,no,cellular,aug,2,183,success,0,4.2791905,yes
6534,63,entrepreneur,2707,no,no,telephone,nov,4,-1,unknown,0,6.0739303,no
5607,39,blue-collar,142,no,yes,cellular,jul,4,-1,unknown,0,2.3277354,no
3173,38,management,536,yes,no,cellular,oct,1,92,success,0,4.263532,yes
4283,41,admin.,683,no,yes,cellular,nov,1,-1,unknown,0,3.761199,no
