,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,marital,education,default,day,duration,previous,deposit,prediction_label,prediction_score
292,34,unemployed,200,yes,no,unknown,may,6,-1,unknown,married,secondary,no,26,155,0,0,0,0.9919
7646,32,technician,484,yes,no,cellular,feb,6,187,success,married,secondary,no,15,83,3,1,1,0.7235
4816,35,management,97,yes,no,unknown,may,4,-1,unknown,married,secondary,no,29,135,0,0,0,0.9875
506,49,management,1556,yes,no,cellular,jul,3,-1,unknown,single,tertiary,no,28,674,0,0,1,0.7675
5880,65,management,587,no,no,cellular,apr,2,-1,unknown,married,secondary,no,15,223,0,1,1,0.7772
7384,41,management,5310,yes,no,cellular,nov,1,-1,unknown,married,primary,no,17,984,0,1,1,0.8378
2468,54,management,752,no,no,telephone,jul,5,491,other,married,tertiary,no,29,211,4,1,1,0.9781
329,42,admin.,105,no,no,unknown,jun,4,-1,unknown,married,secondary,no,11,1159,0,1,1,0.8534
2715,45,admin.,0,no,yes,telephone,jul,3,-1,unknown,married,secondary,no,15,533,0,1,1,0.5964
6520,27,admin.,2855,no,no,cellular,jan,1,301,failure,married,tertiary,no,25,240,3,1,1,0.8731
7180,24,blue-collar,476,yes,no,unknown,jun,1,-1,unknown,single,secondary,no,4,161,0,0,0,0.9618
249,35,management,0,no,no,cellular,aug,5,-1,unknown,single,tertiary,no,18,276,0,0,1,0.4162
576,47,technician,440,no,no,cellular,jan,1,-1,unknown,divorced,secondary,no,29,147,0,0,0,0.9465
5371,36,blue-collar,638,yes,no,unknown,jun,2,-1,unknown,divorced,secondary,no,16,1395,0,1,1,0.9395
5307,31,admin.,431,yes,yes,unknown,may,1,-1,unknown,single,secondary,no,20,1045,0,1,1,0.8694
6960,38,management,385,yes,no,telephone,oct,1,-1,unknown,married,tertiary,no,28,154,0,1,1,0.8649
961,28,admin.,352,yes,yes,cellular,may,1,-1,unknown,single,secondary,no,18,431,0,1,1,0.4927
1658,31,services,182,no,no,cellular,aug,2,-1,unknown,married,secondary,no,20,231,0,0,0,0.8447
7523,29,services,146,yes,no,unknown,may,2,-1,unknown,single,secondary,no,19,104,0,0,0,0.941
6332,33,admin.,272,yes,no,cellular,sep,2,92,success,single,tertiary,no,1,293,3,1,1,0.9656
1010,54,unemployed,1664,no,no,cellular,jun,3,-1,unknown,divorced,secondary,no,2,257,0,1,1,0.9253
1499,54,management,366,yes,no,unknown,may,1,-1,unknown,married,primary,no,15,589,0,0,1,0.4215
2639,34,blue-collar,15841,yes,no,cellular,apr,5,-1,unknown,married,primary,no,20,423,0,0,0,0.6883
335,29,unemployed,70,no,no,cellular,may,1,-1,unknown,single,tertiary,no,25,393,0,1,1,0.9441
3968,31,technician,252,no,no,cellular,jun,3,-1,unknown,single,tertiary,no,8,107,0,1,1,0.5762
1303,59,retired,163,no,no,cellular,jul,1,-1,unknown,married,secondary,no,24,464,0,0,1,0.5905
755,33,blue-collar,331,yes,no,unknown,may,3,-1,unknown,married,primary,no,30,139,0,0,0,0.9847
6449,37,technician,1610,no,no,unknown,jun,2,-1,unknown,married,secondary,no,16,140,0,0,0,0.9638
10,23,student,1234,no,no,cellular,feb,1,91,success,single,secondary,no,15,379,1,1,1,0.9759
2609,38,blue-collar,0,yes,no,cellular,may,2,-1,unknown,divorced,primary,no,13,531,0,1,1,0.6609
3430,22,student,216,no,no,cellular,feb,1,187,success,single,secondary,no,8,363,1,1,1,0.9602
1025,54,entrepreneur,84,no,no,cellular,jul,2,-1,unknown,married,tertiary,no,29,34,0,0,0,0.9923
6981,34,admin.,36,no,no,cellular,aug,6,-1,unknown,married,secondary,no,22,192,0,0,0,0.907
6402,34,admin.,-32,no,yes,cellular,apr,2,-1,unknown,single,secondary,no,30,246,0,1,1,0.6731
1441,44,services,2557,yes,no,cellular,apr,1,181,success,married,primary,no,14,250,8,1,1,0.9591
3399,35,self-employed,3443,no,no,cellular,jul,4,-1,unknown,divorced,secondary,no,30,409,0,0,1,0.399
538,35,self-employed,188,yes,yes,unknown,jun,2,-1,unknown,married,secondary,no,5,1865,0,1,1,0.8838
2558,44,services,608,yes,yes,unknown,jun,30,-1,unknown,divorced,secondary,no,18,19,0,0,0,0.9959
4704,46,housemaid,271,yes,no,cellular,jul,29,-1,unknown,married,secondary,no,30,1013,0,1,1,0.781
4545,46,housemaid,38,no,no,cellular,nov,1,-1,unknown,married,secondary,no,25,541,0,1,1,0.8751
6044,31,technician,2544,no,no,cellular,jul,1,184,success,single,secondary,no,15,252,3,1,1,0.9799
71,31,unemployed,20,no,no,telephone,nov,1,-1,unknown,married,secondary,no,18,52,0,0,0,0.9938
2800,60,housemaid,1163,no,no,cellular,apr,8,-1,unknown,married,primary,no,30,470,0,1,1,0.8542
1720,25,student,3713,no,no,cellular,may,2,353,other,single,secondary,no,24,323,3,1,1,0.8317
2163,29,management,560,no,no,cellular,apr,1,307,failure,single,unknown,no,5,459,1,1,1,0.7786
26,28,student,3733,yes,no,cellular,aug,5,91,success,single,tertiary,no,21,419,7,0,1,0.7724
3521,43,services,1040,yes,no,unknown,may,3,-1,unknown,divorced,secondary,no,19,552,0,1,1,0.4122
7592,42,management,559,no,no,cellular,aug,1,-1,unknown,married,tertiary,no,19,88,0,0,0,0.8815
5573,29,admin.,900,yes,no,unknown,may,1,-1,unknown,single,secondary,no,14,339,0,0,0,0.9609
7648,24,technician,598,no,no,cellular,may,1,182,success,single,secondary,no,12,762,2,1,1,0.97
5987,48,technician,178,yes,no,unknown,jun,4,-1,unknown,married,secondary,no,17,320,0,0,0,0.9677
5398,31,management,0,no,no,cellular,aug,1,-1,unknown,married,secondary,no,11,720,0,1,1,0.8713
6789,27,student,111,no,no,cellular,jul,2,-1,unknown,single,secondary,no,7,495,0,1,1,0.8256
5665,40,admin.,341,no,no,cellular,jul,5,-1,unknown,married,secondary,no,31,1142,0,1,1,0.8622
5627,38,management,715,yes,no,cellular,apr,1,132,failure,single,unknown,no,2,951,3,0,1,0.7105
2737,54,management,487,yes,no,unknown,may,4,-1,unknown,divorced,tertiary,no,21,828,0,1,1,0.7932
6609,35,entrepreneur,80,no,no,cellular,aug,5,-1,unknown,divorced,secondary,no,20,67,0,0,0,0.9852
3516,29,technician,5763,no,yes,cellular,jun,2,92,success,single,secondary,no,5,271,2,0,1,0.9276
5781,29,services,57,yes,no,telephone,jul,9,-1,unknown,married,secondary,no,21,342,0,0,0,0.9424
767,42,technician,994,yes,no,cellular,may,5,-1,unknown,married,secondary,no,25,365,0,0,1,0.6368
3447,48,management,2892,no,no,cellular,jul,1,385,success,married,secondary,no,7,407,1,1,1,0.9797
2746,56,management,230,no,no,unknown,may,4,-1,unknown,married,secondary,no,9,73,0,0,0,0.9865
6246,26,blue-collar,2007,no,no,cellular,oct,1,92,success,single,secondary,no,13,194,5,1,1,0.9833
2444,38,management,1199,no,no,cellular,aug,1,1,success,married,tertiary,no,4,178,1,1,1,0.9294
6133,36,blue-collar,871,yes,yes,telephone,nov,1,-1,unknown,married,primary,no,18,2,0,0,0,0.9955
2648,28,management,320,yes,no,cellular,apr,1,-1,unknown,single,tertiary,no,30,239,0,0,1,0.53
2034,35,management,0,no,no,cellular,aug,6,-1,unknown,single,tertiary,no,25,81,0,0,0,0.9881
4558,43,self-employed,3157,no,no,cellular,apr,2,330,other,married,tertiary,no,21,381,17,0,1,0.6096
3644,42,management,27696,no,no,cellular,may,2,89,success,married,tertiary,no,12,176,5,1,1,0.9121
1169,29,services,6,yes,no,unknown,may,2,-1,unknown,married,tertiary,no,28,143,0,0,0,0.9888
3980,32,management,41,no,no,cellular,aug,5,-1,unknown,single,tertiary,no,21,686,0,1,1,0.7152
5425,39,management,1363,no,no,cellular,aug,3,-1,unknown,married,tertiary,no,21,294,0,0,0,0.7752
5206,30,technician,569,no,no,cellular,aug,12,-1,unknown,married,tertiary,no,27,976,0,1,1,0.8346
2021,38,management,151,yes,no,cellular,jul,1,-1,unknown,divorced,tertiary,no,17,50,0,0,0,0.9754
6230,22,student,2488,no,no,cellular,nov,2,38,other,single,secondary,no,8,449,10,1,1,0.8824
4497,31,services,1626,no,no,unknown,jul,1,-1,unknown,single,tertiary,no,31,15,0,0,0,0.9958
2086,33,services,703,no,no,cellular,nov,2,-1,unknown,married,secondary,no,18,160,0,0,0,0.9033
2947,30,blue-collar,35,yes,no,cellular,jul,2,-1,unknown,married,primary,no,11,366,0,0,0,0.7353
4836,46,blue-collar,229,yes,no,cellular,apr,1,-1,unknown,married,secondary,no,17,191,0,0,0,0.8978
7485,20,blue-collar,423,yes,no,cellular,apr,1,-1,unknown,single,secondary,no,16,498,0,1,1,0.6204
774,50,management,19,no,yes,cellular,jul,1,-1,unknown,married,tertiary,no,23,205,0,0,0,0.9655
1637,28,management,185,no,no,cellular,jan,2,-1,unknown,single,tertiary,no,30,651,0,0,1,0.5227
4638,28,admin.,167,yes,yes,cellular,feb,2,-1,unknown,married,tertiary,no,18,126,0,0,1,0.5118
830,34,management,171,yes,no,cellular,may,1,294,failure,single,tertiary,no,7,191,1,0,0,0.8043
3675,40,technician,990,yes,no,cellular,feb,3,-1,unknown,married,secondary,no,6,252,0,0,0,0.6206
4465,66,technician,0,no,no,cellular,feb,1,-1,unknown,married,secondary,no,6,751,0,1,1,0.8283
6650,39,self-employed,2298,yes,yes,cellular,apr,2,319,other,single,tertiary,no,20,13,18,0,0,0.9788
309,35,admin.,0,yes,no,cellular,may,1,-1,unknown,single,secondary,no,13,1073,0,1,1,0.9415
1813,38,admin.,47,yes,no,cellular,may,5,-1,unknown,married,secondary,no,4,288,0,1,1,0.3921
4993,49,services,653,no,no,cellular,aug,2,-1,unknown,married,secondary,no,11,317,0,0,0,0.7361
1761,51,admin.,658,yes,no,unknown,may,1,-1,unknown,married,primary,no,14,369,0,0,0,0.9699
5819,39,management,120,no,no,unknown,jun,1,-1,unknown,single,secondary,no,12,66,0,0,0,0.9526
1591,41,technician,0,no,no,unknown,jun,1,-1,unknown,married,tertiary,no,20,95,0,0,0,0.9759
1459,92,retired,775,no,no,cellular,jan,4,96,success,married,unknown,no,26,164,3,1,1,0.9257
230,56,blue-collar,8,yes,no,unknown,may,2,-1,unknown,divorced,primary,no,5,157,0,0,0,0.9871
4100,31,services,-205,no,no,cellular,sep,1,579,failure,single,secondary,no,1,481,1,1,1,0.9523
3390,34,blue-collar,-1,yes,no,cellular,may,6,355,other,married,primary,no,18,1057,1,1,1,0.8948
2309,32,admin.,1630,yes,no,cellular,jan,1,-1,unknown,single,secondary,no,30,122,0,0,0,0.9683
3720,33,technician,-616,yes,yes,unknown,may,1,-1,unknown,married,secondary,no,27,320,0,0,0,0.9863
788,44,admin.,40,no,yes,unknown,may,2,-1,unknown,married,unknown,no,6,160,0,0,0,0.9914
2053,65,retired,1973,no,no,telephone,apr,3,-1,unknown,married,tertiary,no,21,396,0,1,1,0.875
4187,42,blue-collar,366,yes,no,cellular,may,1,106,failure,married,secondary,no,22,324,1,1,0,0.6161
7049,34,management,416,no,no,cellular,aug,4,-1,unknown,single,tertiary,no,14,1217,0,0,1,0.8948
6545,50,services,3169,no,no,cellular,aug,1,430,failure,married,secondary,no,13,399,1,1,1,0.9641
1986,32,management,974,yes,no,unknown,jun,1,-1,unknown,single,tertiary,no,3,228,0,0,0,0.9385
6254,53,blue-collar,-634,no,no,cellular,aug,3,-1,unknown,married,secondary,yes,19,695,0,0,1,0.6841
5925,26,blue-collar,0,yes,no,unknown,may,3,-1,unknown,divorced,secondary,no,19,48,0,0,0,0.9922
4672,44,services,-389,yes,yes,unknown,jun,1,-1,unknown,divorced,secondary,no,5,52,0,0,0,0.9929
6341,31,admin.,0,yes,no,cellular,may,2,295,failure,single,secondary,no,7,895,2,1,1,0.8518
3417,32,management,7290,yes,no,cellular,may,1,-1,unknown,single,tertiary,no,18,357,0,1,1,0.4106
2435,33,blue-collar,870,no,yes,cellular,jul,3,-1,unknown,married,tertiary,no,8,545,0,0,1,0.6252
6045,47,services,1717,no,no,cellular,aug,9,-1,unknown,married,secondary,no,20,216,0,0,0,0.8692
525,52,management,944,no,yes,unknown,jun,1,-1,unknown,divorced,secondary,no,9,119,0,0,0,0.9823
4820,33,management,387,no,no,cellular,feb,5,-1,unknown,divorced,tertiary,no,6,17,0,0,0,0.9816
7777,56,blue-collar,827,yes,no,telephone,may,4,-1,unknown,married,primary,no,15,462,0,1,1,0.5076
801,45,management,644,yes,no,cellular,nov,1,168,success,divorced,secondary,no,19,418,1,1,1,0.7381
5070,60,retired,2,no,no,cellular,mar,4,390,other,divorced,tertiary,no,2,228,2,1,1,0.9857
4116,48,blue-collar,1730,yes,no,cellular,feb,1,178,failure,married,secondary,no,4,489,2,1,1,0.8389
897,55,technician,517,yes,yes,cellular,feb,3,263,failure,married,secondary,no,6,47,4,0,0,0.9803
6210,58,retired,565,no,no,telephone,jul,1,-1,unknown,married,primary,no,7,876,0,1,1,0.8058
7124,33,management,728,yes,no,cellular,aug,5,-1,unknown,married,tertiary,no,13,275,0,0,0,0.7783
6467,27,management,3104,yes,no,unknown,may,2,-1,unknown,single,tertiary,no,28,160,0,0,0,0.9725
3312,33,technician,346,yes,yes,cellular,jul,1,-1,unknown,married,secondary,no,24,379,0,0,0,0.8206
3224,32,technician,390,yes,no,unknown,may,1,-1,unknown,single,tertiary,no,23,85,0,0,0,0.9463
2502,33,technician,218,yes,yes,telephone,mar,4,-1,unknown,married,secondary,no,2,169,0,0,0,0.7997
1608,39,management,710,yes,no,cellular,jul,2,-1,unknown,married,tertiary,no,11,211,0,0,0,0.9356
2557,34,technician,8,yes,no,cellular,may,2,-1,unknown,divorced,secondary,no,6,569,0,0,1,0.7285
3550,27,self-employed,5214,yes,no,unknown,may,1,-1,unknown,single,tertiary,no,28,94,0,0,0,0.9833
590,30,management,398,no,no,cellular,apr,2,-1,unknown,single,tertiary,no,24,235,0,1,1,0.8097
1466,49,admin.,0,no,no,cellular,aug,2,-1,unknown,married,secondary,no,22,115,0,0,0,0.9845
1787,32,self-employed,1942,yes,no,unknown,may,9,-1,unknown,married,secondary,no,30,84,0,0,0,0.9958
6475,35,technician,1144,no,no,cellular,aug,13,-1,unknown,married,secondary,no,20,197,0,0,0,0.84
1058,42,management,0,yes,no,cellular,nov,1,-1,unknown,single,tertiary,yes,21,824,0,1,1,0.8973
1980,37,admin.,4708,no,no,cellular,jun,1,181,success,divorced,tertiary,no,2,238,2,1,1,0.9926
4835,36,management,0,yes,no,telephone,oct,1,143,failure,married,tertiary,no,23,140,3,1,1,0.7945
7236,34,management,0,yes,yes,cellular,may,2,98,other,single,tertiary,no,26,197,1,0,1,0.437
392,25,admin.,760,yes,no,cellular,may,3,89,failure,single,tertiary,no,27,223,2,1,1,0.6773
5266,37,services,319,yes,no,unknown,jun,3,-1,unknown,divorced,secondary,no,6,467,0,1,1,0.5583
1541,23,student,486,no,no,cellular,mar,1,-1,unknown,single,secondary,no,3,87,0,0,1,0.5725
4773,50,self-employed,766,yes,no,cellular,may,2,304,failure,single,secondary,no,7,253,4,0,0,0.9182
5437,86,retired,157,no,no,telephone,sep,1,-1,unknown,divorced,unknown,no,7,147,0,0,1,0.8029
5990,59,technician,2595,yes,no,cellular,aug,2,-1,unknown,divorced,secondary,no,29,398,0,0,1,0.4367
3948,58,unemployed,18,no,no,cellular,jul,1,-1,unknown,married,secondary,no,31,70,0,0,0,0.9913
6905,59,retired,3648,no,no,telephone,oct,2,126,success,married,primary,no,23,257,3,1,1,0.9672
5083,49,management,178,no,no,cellular,aug,2,-1,unknown,divorced,tertiary,no,6,174,0,0,0,0.914
5492,47,technician,0,yes,no,cellular,may,1,-1,unknown,married,secondary,no,25,234,0,0,0,0.7229
2210,43,admin.,664,yes,no,cellular,apr,1,-1,unknown,single,tertiary,no,17,119,0,0,0,0.7558
7579,40,management,143,no,no,cellular,aug,6,-1,unknown,married,tertiary,no,13,832,0,0,1,0.8179
5067,45,technician,441,yes,no,cellular,feb,1,-1,unknown,divorced,secondary,no,2,535,0,0,1,0.4801
5944,35,management,687,yes,no,unknown,may,2,-1,unknown,single,tertiary,no,30,166,0,0,0,0.9805
1149,39,services,0,yes,no,unknown,may,2,-1,unknown,married,secondary,no,20,793,0,0,1,0.7324
3057,29,management,600,yes,no,cellular,oct,5,-1,unknown,single,tertiary,no,18,170,0,0,0,0.7135
197,53,blue-collar,559,no,no,telephone,feb,5,-1,unknown,divorced,primary,no,9,16,0,0,0,0.9599
5957,59,admin.,4196,no,no,telephone,jul,2,-1,unknown,married,secondary,no,31,10,0,0,0,0.9945
1176,33,management,334,no,no,cellular,nov,1,-1,unknown,married,tertiary,no,25,87,0,0,0,0.8785
6627,43,management,11891,no,no,cellular,dec,5,242,success,single,tertiary,no,4,821,1,1,1,0.9646
785,26,student,864,yes,no,cellular,may,1,-1,unknown,single,secondary,no,15,659,0,1,1,0.859
1925,43,blue-collar,794,yes,no,cellular,may,3,-1,unknown,married,primary,no,13,38,0,0,0,0.994
747,57,blue-collar,3109,no,no,cellular,sep,2,105,success,married,primary,no,15,107,2,1,1,0.8713
4430,38,blue-collar,0,no,no,cellular,aug,2,105,failure,single,secondary,no,13,255,1,0,1,0.536
5540,59,retired,3648,no,no,telephone,jun,3,-1,unknown,married,primary,no,19,1321,0,1,1,0.8944
1178,46,services,355,yes,no,cellular,may,2,338,other,divorced,secondary,no,8,122,8,0,0,0.9794
3752,54,management,8295,no,no,cellular,oct,2,119,success,married,tertiary,no,2,849,1,1,1,0.9681
7515,52,services,2081,yes,no,unknown,may,1,-1,unknown,married,secondary,no,29,150,0,0,0,0.9837
2089,39,housemaid,2990,no,no,telephone,apr,4,-1,unknown,married,tertiary,no,30,127,0,0,0,0.7106
375,28,blue-collar,3430,yes,no,unknown,jun,6,-1,unknown,single,secondary,no,6,72,0,0,0,0.9927
6445,52,entrepreneur,1306,no,no,cellular,jun,1,-1,unknown,married,secondary,no,15,288,0,1,1,0.8924
173,52,technician,475,yes,no,cellular,jul,3,-1,unknown,married,secondary,no,28,121,0,0,0,0.9875
926,35,technician,4645,yes,no,cellular,jan,3,270,other,single,secondary,no,11,502,40,0,1,0.6809
6458,57,unemployed,3754,no,no,cellular,feb,2,-1,unknown,married,secondary,no,5,1063,0,1,1,0.8943
7690,55,technician,1199,no,yes,telephone,may,10,-1,unknown,single,secondary,no,4,159,0,0,0,0.8988
4795,35,self-employed,1129,yes,no,cellular,nov,2,184,failure,single,tertiary,no,21,64,2,0,0,0.9814
2963,23,student,151,yes,no,unknown,may,1,-1,unknown,single,secondary,no,9,97,0,0,0,0.9365
5130,80,retired,1610,no,no,cellular,aug,1,-1,unknown,married,secondary,no,12,71,0,0,0,0.9749
1711,61,self-employed,10861,no,no,cellular,oct,1,91,success,married,tertiary,no,25,225,5,1,1,0.9798
7153,35,services,0,yes,no,unknown,jun,2,-1,unknown,married,tertiary,no,2,312,0,0,0,0.9323
2894,40,management,395,yes,no,cellular,apr,4,-1,unknown,married,primary,no,22,232,0,1,0,0.6151
1015,32,student,833,yes,no,telephone,nov,5,164,other,married,secondary,no,2,227,3,0,0,0.6476
7324,39,unemployed,270,yes,no,unknown,jun,1,-1,unknown,married,secondary,no,3,116,0,0,0,0.9648
2618,32,admin.,200,no,no,cellular,sep,1,29,failure,married,secondary,no,1,729,3,1,1,0.9141
83,57,retired,427,no,no,cellular,jan,1,-1,unknown,married,secondary,no,29,246,0,0,0,0.8157
6099,32,services,785,no,no,cellular,jun,1,-1,unknown,single,tertiary,no,3,273,0,0,1,0.8808
5163,30,management,697,no,no,cellular,apr,2,181,success,single,tertiary,no,28,545,8,1,1,0.9676
6764,47,unknown,677,no,no,cellular,apr,2,86,failure,married,unknown,no,30,900,2,1,1,0.9231
7518,31,technician,354,no,yes,cellular,aug,2,-1,unknown,single,secondary,no,22,186,0,0,0,0.928
4766,29,student,110,yes,no,unknown,may,3,-1,unknown,single,secondary,no,7,169,0,0,0,0.9828
2808,31,blue-collar,64,yes,no,cellular,jul,3,-1,unknown,married,secondary,no,18,302,0,0,0,0.894
6521,56,blue-collar,316,yes,no,unknown,may,1,-1,unknown,married,secondary,no,19,27,0,0,0,0.9875
703,31,technician,703,yes,no,unknown,may,2,-1,unknown,single,tertiary,no,8,943,0,1,1,0.9277
504,36,technician,432,yes,yes,unknown,aug,1,-1,unknown,married,secondary,no,4,94,0,0,0,0.8722
3180,39,blue-collar,3,no,yes,unknown,jul,1,-1,unknown,divorced,primary,no,1,625,0,0,1,0.6972
1179,44,self-employed,8,no,no,cellular,jul,4,-1,unknown,divorced,secondary,no,26,423,0,1,1,0.5257
2379,37,blue-collar,2870,yes,no,unknown,jun,2,-1,unknown,married,secondary,no,6,94,0,0,0,0.9824
5500,54,management,122,yes,no,cellular,jul,3,-1,unknown,married,tertiary,no,22,126,0,0,0,0.9827
5654,35,technician,204,yes,no,cellular,may,1,-1,unknown,single,secondary,no,25,236,0,1,1,0.5263
3780,28,technician,3623,no,no,cellular,mar,1,-1,unknown,single,tertiary,no,10,261,0,1,1,0.959
1317,47,services,-288,yes,no,unknown,may,7,-1,unknown,divorced,secondary,no,28,107,0,0,0,0.9955
5367,54,housemaid,9,no,yes,cellular,jul,3,-1,unknown,divorced,tertiary,no,29,136,0,0,0,0.9851
1349,50,admin.,4117,no,no,cellular,nov,1,-1,unknown,married,secondary,no,21,530,0,1,1,0.8646
1382,37,self-employed,1549,yes,no,unknown,jun,7,-1,unknown,married,secondary,no,20,161,0,0,0,0.9842
382,48,self-employed,1559,no,no,cellular,dec,3,133,failure,married,secondary,no,24,520,3,0,1,0.8313
7327,27,student,311,no,no,cellular,jul,1,148,success,single,tertiary,no,28,462,4,1,1,0.9697
6807,59,technician,259,no,no,cellular,jun,1,89,success,married,secondary,no,15,415,1,1,1,0.9741
288,35,blue-collar,1792,yes,no,cellular,jul,6,-1,unknown,divorced,primary,no,31,630,0,1,1,0.8251
630,46,technician,3308,no,no,cellular,oct,1,91,success,married,unknown,no,27,171,2,1,1,0.9869
6102,44,technician,1818,yes,yes,cellular,feb,1,92,failure,married,tertiary,no,3,508,4,1,1,0.7699
4868,36,technician,962,yes,no,cellular,may,1,-1,unknown,single,tertiary,no,8,568,0,1,1,0.8069
5365,29,technician,542,yes,no,unknown,may,3,-1,unknown,single,tertiary,no,9,338,0,0,0,0.9693
1429,29,student,163,no,no,cellular,aug,1,-1,unknown,single,tertiary,no,3,249,0,1,1,0.872
5952,39,management,-974,no,yes,cellular,aug,4,-1,unknown,married,tertiary,no,13,130,0,0,0,0.9836
5068,35,technician,840,yes,no,cellular,jul,4,-1,unknown,married,secondary,no,29,281,0,0,0,0.8333
5222,24,blue-collar,833,yes,no,cellular,may,1,-1,unknown,single,secondary,no,15,956,0,1,1,0.9352
4909,40,admin.,221,yes,no,unknown,may,2,-1,unknown,divorced,secondary,no,13,154,0,0,0,0.9876
5779,31,management,1384,yes,no,cellular,jan,2,2,other,married,tertiary,no,30,203,3,0,0,0.779
5494,46,blue-collar,842,yes,no,telephone,may,1,-1,unknown,married,unknown,no,8,833,0,1,1,0.6965
986,34,admin.,67,yes,no,unknown,may,1,-1,unknown,divorced,secondary,no,6,90,0,0,0,0.9496
7028,56,admin.,5310,no,no,unknown,jun,1,-1,unknown,married,secondary,no,19,74,0,0,0,0.9847
1934,79,retired,8304,no,no,telephone,mar,9,-1,unknown,married,secondary,no,9,303,0,1,1,0.9033
1338,57,retired,3738,yes,no,cellular,apr,1,367,success,married,secondary,no,19,220,7,0,1,0.8357
7400,43,technician,2643,no,no,cellular,aug,3,100,success,married,tertiary,no,12,188,5,1,1,0.9487
3617,46,services,-522,yes,no,cellular,jul,2,-1,unknown,married,secondary,no,31,61,0,0,0,0.9956
4186,26,unemployed,632,no,no,cellular,aug,3,181,success,single,secondary,no,12,312,1,1,1,0.9831
4440,52,management,741,no,no,cellular,aug,2,-1,unknown,single,tertiary,no,7,63,0,0,0,0.9924
2008,41,blue-collar,449,yes,no,cellular,apr,6,-1,unknown,married,primary,no,20,10,0,0,0,0.9879
5758,46,admin.,517,yes,no,cellular,may,3,-1,unknown,married,secondary,no,5,29,0,0,0,0.9929
4444,64,management,3951,no,no,cellular,jan,1,91,success,married,tertiary,no,28,134,1,1,1,0.7491
6879,55,technician,1938,no,yes,cellular,aug,1,386,success,married,secondary,no,18,193,3,1,1,0.9783
2834,40,technician,103,yes,no,unknown,may,2,-1,unknown,married,tertiary,no,8,135,0,0,0,0.9844
4589,26,technician,2,yes,yes,unknown,may,1,-1,unknown,single,secondary,no,15,461,0,0,0,0.7161
1848,37,management,0,no,no,cellular,oct,1,258,other,single,tertiary,no,20,107,3,0,0,0.6251
5495,31,entrepreneur,0,no,no,telephone,nov,1,-1,unknown,single,secondary,no,13,160,0,1,1,0.8442
4676,60,services,4256,yes,no,cellular,aug,3,761,other,married,tertiary,no,16,239,1,1,1,0.9286
6602,53,management,583,no,no,cellular,nov,1,184,success,married,tertiary,no,17,226,4,1,1,0.9271
6138,42,housemaid,0,no,yes,cellular,jul,2,-1,unknown,married,primary,no,11,83,0,0,0,0.9746
1135,37,admin.,529,yes,no,cellular,sep,1,149,other,married,secondary,no,16,234,2,0,1,0.4567
7245,29,services,271,yes,no,unknown,may,2,-1,unknown,single,secondary,no,20,1882,0,1,1,0.941
5793,39,admin.,2345,yes,no,cellular,may,2,344,failure,single,secondary,no,8,491,2,1,1,0.4999
5535,28,student,61,yes,no,cellular,jul,8,-1,unknown,single,tertiary,no,16,401,0,0,1,0.4173
1226,33,technician,133,no,no,cellular,may,1,-1,unknown,married,secondary,no,4,218,0,1,1,0.8348
3962,49,blue-collar,134,yes,yes,unknown,may,2,-1,unknown,married,secondary,no,27,265,0,0,0,0.9902
1242,36,technician,1354,no,no,cellular,sep,3,97,success,married,tertiary,no,7,281,2,1,1,0.958
2218,45,unknown,44,no,no,unknown,jun,1,-1,unknown,married,primary,no,11,81,0,0,0,0.9733
1124,27,blue-collar,567,no,no,cellular,nov,2,184,success,single,tertiary,no,25,238,1,1,1,0.9467
3525,21,technician,360,no,no,cellular,may,2,-1,unknown,single,unknown,no,26,131,0,1,0,0.646
896,46,blue-collar,2499,yes,no,unknown,may,3,-1,unknown,married,primary,no,16,42,0,0,0,0.9949
7380,38,entrepreneur,2543,no,no,cellular,nov,3,93,success,single,secondary,no,11,357,5,1,1,0.9648
1902,30,admin.,370,yes,no,unknown,may,1,-1,unknown,divorced,secondary,no,15,160,0,0,0,0.9837
5290,63,retired,18016,no,no,cellular,jul,1,-1,unknown,married,secondary,no,7,371,0,1,1,0.8018
5300,34,services,244,no,no,cellular,feb,2,-1,unknown,married,secondary,no,4,696,0,0,1,0.7875
3552,59,self-employed,2013,no,no,cellular,feb,4,94,success,married,tertiary,no,19,222,2,1,1,0.9653
6889,47,unemployed,2500,no,no,cellular,jan,1,-1,unknown,single,tertiary,no,30,240,0,0,0,0.7621
4334,32,admin.,57,no,yes,cellular,jul,2,-1,unknown,married,secondary,no,22,50,0,0,0,0.9936
4560,68,retired,2820,no,no,cellular,dec,1,97,failure,married,tertiary,no,3,154,2,1,1,0.8343
209,31,technician,120,no,no,cellular,aug,1,-1,unknown,married,tertiary,no,8,1000,0,1,1,0.9585
3415,29,admin.,266,yes,no,cellular,may,1,-1,unknown,single,secondary,no,6,540,0,1,1,0.7629
6321,64,retired,12067,no,no,telephone,jul,2,92,success,married,primary,no,30,367,2,1,1,0.9404
954,58,entrepreneur,2920,yes,no,unknown,jun,1,-1,unknown,married,tertiary,no,9,136,0,0,0,0.9693
1072,51,housemaid,289,no,no,unknown,may,5,-1,unknown,married,primary,no,14,97,0,0,0,0.9919
5637,30,technician,0,yes,no,cellular,jun,2,-1,unknown,single,tertiary,no,5,159,0,1,1,0.5763
