,age,job,balance,contact,campaign,pdays,poutcome,deposit
149,45,admin.,0,cellular,5,-1,unknown,no
7271,43,technician,593,unknown,1,-1,unknown,no
714,53,technician,284,cellular,1,-1,unknown,yes
1849,34,technician,652,cellular,4,-1,unknown,no
759,30,management,199,cellular,7,-1,unknown,no
7068,42,technician,214,cellular,1,-1,unknown,yes
1743,60,management,-311,cellular,6,-1,unknown,no
123,46,management,624,cellular,2,183,success,yes
4673,28,technician,113,cellular,3,105,failure,yes
4024,29,management,502,cellular,1,87,failure,yes
3686,57,blue-collar,3495,cellular,3,-1,unknown,no
5284,40,management,10786,unknown,3,-1,unknown,no
2865,56,blue-collar,2442,cellular,7,-1,unknown,no
2914,42,management,199,cellular,1,-1,unknown,no
69,65,retired,1948,cellular,2,-1,unknown,no
1510,57,management,10583,cellular,1,178,success,yes
720,43,blue-collar,377,unknown,5,-1,unknown,no
3299,31,management,3384,cellular,3,187,success,yes
873,32,management,3387,cellular,5,-1,unknown,yes
2960,25,blue-collar,292,cellular,2,-1,unknown,yes
3899,36,blue-collar,199,cellular,1,-1,unknown,no
6062,51,housemaid,174,telephone,3,-1,unknown,no
4602,37,admin.,1049,cellular,5,-1,unknown,no
5112,28,admin.,144,cellular,1,-1,unknown,no
6508,43,blue-collar,3917,cellular,2,93,success,yes
880,47,admin.,683,cellular,1,-1,unknown,no
1537,31,admin.,-422,cellular,2,329,other,no
4746,36,admin.,11174,cellular,1,-1,unknown,yes
7384,41,management,5310,cellular,1,-1,unknown,yes
6014,54,unemployed,1664,cellular,1,105,success,yes
557,28,blue-collar,4099,cellular,4,-1,unknown,yes
5146,28,management,278,cellular,1,-1,unknown,no
1166,31,management,471,cellular,2,-1,unknown,no
3763,66,management,2149,cellular,2,90,success,yes
2999,41,services,803,cellular,4,316,failure,yes
6772,38,blue-collar,7944,unknown,3,-1,unknown,no
283,53,management,0,cellular,3,-1,unknown,no
7322,84,retired,4761,telephone,1,92,failure,yes
7616,42,blue-collar,108,telephone,21,-1,unknown,no
3502,35,entrepreneur,2971,cellular,2,-1,unknown,no
2576,36,services,0,cellular,7,-1,unknown,yes
5115,33,management,7084,cellular,8,-1,unknown,yes
4606,49,blue-collar,1946,cellular,1,95,success,yes
904,39,blue-collar,1170,unknown,1,-1,unknown,no
480,31,technician,0,cellular,6,-1,unknown,yes
2893,27,admin.,1595,cellular,2,197,success,yes
5746,38,technician,202,cellular,2,-1,unknown,yes
4311,45,technician,3395,cellular,1,188,failure,no
5394,53,management,3634,cellular,4,88,success,yes
3379,37,management,72,cellular,5,150,failure,yes
4850,33,admin.,920,cellular,1,-1,unknown,yes
4681,31,blue-collar,505,cellular,4,329,other,no
7527,40,entrepreneur,3585,cellular,3,-1,unknown,yes
3065,37,management,-666,cellular,2,-1,unknown,no
4733,41,blue-collar,246,unknown,3,-1,unknown,yes
368,71,retired,4388,cellular,2,-1,unknown,yes
3663,31,services,8,cellular,3,-1,unknown,no
1021,36,management,254,cellular,2,-1,unknown,yes
1736,47,technician,1167,cellular,1,96,success,yes
4502,26,technician,515,cellular,1,-1,unknown,yes
3200,25,blue-collar,2483,cellular,3,-1,unknown,yes
4825,28,management,1240,cellular,1,-1,unknown,yes
1426,27,admin.,941,cellular,1,-1,unknown,no
2953,36,technician,144,cellular,1,308,failure,no
1287,32,management,1088,cellular,1,363,success,yes
622,51,technician,117,cellular,2,88,other,yes
198,38,admin.,46,cellular,2,-1,unknown,no
7424,49,self-employed,2061,unknown,3,-1,unknown,no
6140,26,management,114,cellular,1,-1,unknown,yes
2543,46,technician,9299,cellular,1,276,other,yes
1581,49,technician,229,cellular,2,-1,unknown,no
1298,76,retired,4112,telephone,2,-1,unknown,yes
688,55,management,-375,cellular,2,-1,unknown,yes
4202,31,student,0,cellular,1,-1,unknown,no
2984,39,technician,385,cellular,1,48,failure,yes
606,38,blue-collar,4406,telephone,2,-1,unknown,yes
1073,22,student,71,cellular,1,181,success,yes
6165,32,services,243,unknown,1,-1,unknown,no
6500,36,technician,341,cellular,1,-1,unknown,yes
694,43,management,1429,cellular,1,169,success,yes
1387,55,retired,2,unknown,4,-1,unknown,no
5153,41,services,1319,cellular,1,-1,unknown,no
5510,33,admin.,193,unknown,2,-1,unknown,no
784,29,blue-collar,455,cellular,4,148,success,yes
5662,53,blue-collar,4380,telephone,7,-1,unknown,no
2353,50,entrepreneur,2410,cellular,1,-1,unknown,no
307,58,technician,786,unknown,3,-1,unknown,no
5649,34,management,158,cellular,1,92,success,yes
5181,41,admin.,1967,cellular,1,341,failure,no
1356,43,services,313,cellular,2,-1,unknown,no
4106,31,blue-collar,761,telephone,2,-1,unknown,yes
239,38,services,1222,unknown,2,-1,unknown,no
7,36,technician,911,cellular,2,21,failure,yes
4037,47,services,278,cellular,1,366,other,no
2444,38,management,1199,cellular,1,1,success,yes
1339,37,blue-collar,133,cellular,2,-1,unknown,yes
6050,22,blue-collar,682,cellular,2,91,success,yes
5436,52,blue-collar,408,cellular,2,-1,unknown,no
5616,34,admin.,140,cellular,2,365,failure,no
1937,61,retired,243,cellular,1,-1,unknown,yes
1733,44,technician,135,cellular,3,-1,unknown,no
1662,45,blue-collar,0,cellular,2,472,success,yes
3166,47,blue-collar,-245,unknown,4,-1,unknown,no
2763,47,management,274,cellular,2,-1,unknown,no
5964,57,management,0,cellular,1,-1,unknown,no
6265,37,admin.,3954,cellular,1,117,failure,no
6965,46,admin.,659,telephone,11,-1,unknown,yes
6344,39,admin.,1757,telephone,1,-1,unknown,yes
1933,56,management,12356,cellular,1,551,other,yes
2059,35,admin.,725,cellular,7,133,failure,no
6133,36,blue-collar,871,telephone,1,-1,unknown,no
6584,46,technician,-90,telephone,1,-1,unknown,yes
3244,51,services,9,unknown,2,-1,unknown,yes
1449,59,admin.,2145,telephone,2,-1,unknown,no
2512,30,services,1824,cellular,2,-1,unknown,no
7769,55,retired,0,cellular,1,-1,unknown,yes
425,43,admin.,733,cellular,1,187,success,yes
5629,47,services,3644,unknown,2,-1,unknown,no
3125,33,management,621,cellular,5,-1,unknown,no
1754,50,blue-collar,203,telephone,1,127,other,no
4767,72,retired,4657,telephone,1,91,success,yes
1676,30,self-employed,251,cellular,1,-1,unknown,yes
736,36,unemployed,4145,unknown,4,-1,unknown,yes
6290,82,retired,0,telephone,2,195,other,yes
2896,45,blue-collar,28,cellular,1,222,other,no
5829,79,retired,79,cellular,2,-1,unknown,yes
7020,58,retired,2714,cellular,1,287,failure,yes
345,51,technician,371,cellular,1,-1,unknown,yes
1873,36,management,4,cellular,1,61,success,no
6250,34,management,13014,cellular,1,183,success,yes
2331,28,unemployed,482,cellular,1,-1,unknown,yes
7629,48,blue-collar,595,cellular,1,-1,unknown,no
4696,49,management,1167,cellular,1,91,success,yes
7054,57,admin.,1401,cellular,22,-1,unknown,no
5804,56,management,4623,cellular,1,192,success,yes
2192,42,management,6060,cellular,1,350,failure,yes
2548,33,management,1909,cellular,2,-1,unknown,no
2307,29,unemployed,1311,cellular,1,-1,unknown,yes
5574,27,management,-713,unknown,2,-1,unknown,yes
5095,52,blue-collar,2800,unknown,1,-1,unknown,no
3892,36,blue-collar,1822,cellular,1,323,other,yes
6592,78,retired,8556,telephone,2,-1,unknown,yes
6329,30,admin.,154,cellular,2,-1,unknown,no
2313,30,technician,3028,cellular,5,-1,unknown,no
7461,39,technician,3,cellular,1,-1,unknown,yes
2170,35,management,753,cellular,9,-1,unknown,no
1026,27,admin.,73,cellular,1,-1,unknown,yes
1347,52,management,1453,telephone,21,-1,unknown,no
5428,34,admin.,-33,cellular,1,-1,unknown,yes
71,31,unemployed,20,telephone,1,-1,unknown,no
551,36,services,0,cellular,4,-1,unknown,yes
3615,25,student,293,telephone,2,-1,unknown,no
7481,36,management,659,cellular,13,-1,unknown,no
6312,30,management,398,cellular,1,6,success,yes
344,34,blue-collar,199,unknown,3,-1,unknown,no
7226,46,management,3984,cellular,2,-1,unknown,no
5847,60,services,758,cellular,1,-1,unknown,no
4439,33,technician,2565,cellular,2,-1,unknown,no
4666,41,technician,1646,cellular,1,90,success,yes
7107,38,management,1477,cellular,3,769,failure,yes
4484,35,technician,726,cellular,1,-1,unknown,no
2832,49,technician,1091,telephone,2,-1,unknown,no
3851,38,technician,20,cellular,1,-1,unknown,no
7405,57,technician,126,telephone,2,-1,unknown,yes
4572,73,retired,796,cellular,1,182,failure,yes
3159,22,admin.,372,cellular,1,-1,unknown,yes
1799,30,admin.,311,cellular,2,-1,unknown,yes
7125,41,management,5561,cellular,2,-1,unknown,yes
764,52,technician,0,cellular,3,-1,unknown,yes
3105,30,services,699,unknown,1,-1,unknown,no
4162,42,management,0,cellular,2,-1,unknown,no
7239,63,retired,2896,cellular,1,119,success,yes
5553,39,admin.,728,cellular,1,-1,unknown,yes
1848,37,management,0,cellular,1,258,other,no
1153,42,blue-collar,784,cellular,3,-1,unknown,no
251,46,technician,1590,cellular,2,-1,unknown,no
1126,39,management,517,cellular,3,196,failure,no
5872,34,admin.,66,unknown,1,-1,unknown,no
6920,35,self-employed,353,cellular,1,-1,unknown,yes
3846,37,blue-collar,-97,unknown,2,-1,unknown,no
5839,30,management,572,cellular,3,183,success,yes
5330,43,blue-collar,3550,cellular,1,-1,unknown,yes
6420,32,blue-collar,5252,unknown,2,-1,unknown,no
2302,38,technician,4383,cellular,4,-1,unknown,yes
6129,90,retired,1,cellular,3,-1,unknown,yes
7465,54,technician,118,cellular,1,-1,unknown,yes
4690,35,management,1193,unknown,2,-1,unknown,no
3956,38,blue-collar,3598,unknown,1,-1,unknown,no
1209,39,services,1951,unknown,2,-1,unknown,no
5862,29,self-employed,162,cellular,1,-1,unknown,no
1341,38,entrepreneur,259,cellular,1,-1,unknown,no
4990,32,management,134,cellular,2,-1,unknown,no
1392,34,admin.,79,cellular,3,-1,unknown,no
1213,32,management,769,cellular,2,-1,unknown,yes
6200,25,services,50,unknown,1,-1,unknown,no
4080,38,technician,508,cellular,2,-1,unknown,yes
4951,33,blue-collar,910,cellular,1,-1,unknown,no
4820,33,management,387,cellular,5,-1,unknown,no
1880,42,blue-collar,205,cellular,1,-1,unknown,no
3606,55,services,2923,unknown,2,-1,unknown,no
3067,28,services,222,unknown,23,-1,unknown,no
2010,32,management,578,cellular,2,-1,unknown,no
2193,24,technician,403,unknown,1,-1,unknown,yes
4425,30,management,1541,cellular,8,-1,unknown,yes
5047,66,retired,206,cellular,1,-1,unknown,yes
7251,52,services,-336,unknown,8,-1,unknown,no
2726,46,management,4693,cellular,1,394,failure,yes
157,30,blue-collar,364,cellular,1,-1,unknown,no
3903,55,management,1504,cellular,2,-1,unknown,yes
4285,34,management,250,cellular,1,188,other,no
645,36,technician,160,unknown,1,-1,unknown,no
4133,38,management,327,cellular,5,-1,unknown,yes
727,33,management,1534,cellular,2,-1,unknown,yes
2068,48,unemployed,201,cellular,1,91,success,yes
1488,52,technician,2557,cellular,1,156,other,yes
196,29,blue-collar,260,unknown,14,-1,unknown,yes
5303,47,management,86,cellular,1,97,success,yes
4486,19,student,134,cellular,2,-1,unknown,yes
4292,35,management,109,cellular,2,-1,unknown,no
5260,31,blue-collar,1125,unknown,1,-1,unknown,no
746,31,management,98,cellular,2,-1,unknown,no
4914,29,blue-collar,-312,cellular,2,-1,unknown,no
2837,44,admin.,397,cellular,1,257,other,yes
5012,31,management,84,unknown,1,-1,unknown,no
4722,34,management,303,cellular,1,195,failure,no
3349,38,self-employed,173,cellular,4,-1,unknown,no
1944,31,entrepreneur,301,cellular,1,-1,unknown,no
2658,72,admin.,2321,cellular,2,64,failure,yes
5849,18,student,608,cellular,1,93,success,yes
2138,47,blue-collar,603,cellular,1,-1,unknown,yes
2874,60,technician,824,cellular,1,181,success,yes
2808,31,blue-collar,64,cellular,3,-1,unknown,no
6391,55,admin.,-2,cellular,1,-1,unknown,no
5269,54,retired,0,cellular,2,-1,unknown,no
2119,36,technician,664,cellular,3,-1,unknown,no
1451,25,student,1003,cellular,1,-1,unknown,yes
857,57,admin.,3551,cellular,1,-1,unknown,yes
2886,43,entrepreneur,13342,cellular,1,-1,unknown,no
405,42,admin.,30,cellular,1,266,failure,no
7071,57,services,0,cellular,1,-1,unknown,yes
1302,56,blue-collar,385,cellular,3,-1,unknown,no
1368,31,technician,313,cellular,2,-1,unknown,no
4313,43,management,149,unknown,2,-1,unknown,yes
7253,61,admin.,1332,cellular,1,-1,unknown,yes
2352,67,retired,1341,cellular,1,-1,unknown,yes
7589,39,technician,834,cellular,1,-1,unknown,no
3460,27,technician,11862,telephone,5,101,success,no
1682,41,housemaid,39,cellular,4,-1,unknown,no
274,48,blue-collar,741,cellular,1,-1,unknown,no
6476,39,technician,94,cellular,2,-1,unknown,no
2276,47,blue-collar,668,cellular,6,354,success,no
741,56,technician,23,cellular,3,-1,unknown,yes
161,30,technician,0,cellular,2,-1,unknown,no
900,60,unknown,17297,cellular,11,-1,unknown,yes
7473,30,blue-collar,7773,cellular,1,-1,unknown,yes
1119,39,technician,2118,cellular,2,-1,unknown,no
4897,44,admin.,1248,cellular,3,-1,unknown,no
3459,25,management,219,cellular,1,96,success,yes
7514,19,student,329,cellular,2,-1,unknown,yes
4107,27,technician,439,cellular,2,-1,unknown,yes
6875,59,retired,21,telephone,2,-1,unknown,no
1884,38,student,0,cellular,1,385,failure,yes
821,36,management,479,cellular,2,-1,unknown,yes
7308,42,management,687,cellular,2,-1,unknown,no
3123,57,retired,230,cellular,2,210,failure,yes
132,54,blue-collar,1895,cellular,1,-1,unknown,no
7145,55,management,505,cellular,1,316,other,no
2918,20,blue-collar,76,cellular,2,-1,unknown,yes
4353,50,blue-collar,12519,cellular,3,34,failure,yes
2477,35,technician,15474,cellular,1,92,other,no
1434,43,services,550,cellular,2,-1,unknown,no
3538,51,management,656,cellular,2,-1,unknown,no
3624,58,housemaid,1310,cellular,2,-1,unknown,no
6340,41,blue-collar,22,unknown,1,-1,unknown,no
7341,35,management,365,cellular,2,-1,unknown,no
4260,37,management,1315,cellular,1,-1,unknown,yes
1764,49,admin.,228,cellular,1,92,success,yes
4147,57,retired,1532,telephone,3,-1,unknown,no
7787,41,technician,102,unknown,9,-1,unknown,no
5291,58,retired,269,unknown,2,-1,unknown,no
803,34,student,5827,cellular,2,-1,unknown,no
6879,55,technician,1938,cellular,1,386,success,yes
2654,49,technician,523,cellular,1,60,failure,yes
1286,24,admin.,0,cellular,1,-1,unknown,no
264,32,technician,473,cellular,3,-1,unknown,yes
2314,70,retired,2384,cellular,2,-1,unknown,yes
5868,37,management,5,cellular,2,-1,unknown,no
458,33,blue-collar,395,unknown,1,-1,unknown,no
844,31,self-employed,2589,cellular,1,-1,unknown,yes
1506,54,retired,522,cellular,3,-1,unknown,no
3759,52,blue-collar,230,cellular,2,170,failure,no
6502,42,technician,275,cellular,8,-1,unknown,no
2869,27,student,3733,telephone,6,-1,unknown,yes
1580,58,retired,13,cellular,4,-1,unknown,no
1104,26,admin.,-326,unknown,3,-1,unknown,no
811,62,retired,569,cellular,1,1,success,yes
6426,40,technician,693,cellular,1,-1,unknown,no
2186,80,retired,1468,cellular,3,-1,unknown,yes
1190,22,student,466,cellular,1,-1,unknown,yes
838,36,admin.,206,unknown,1,-1,unknown,no
3854,26,technician,430,cellular,2,-1,unknown,no
6701,60,retired,194,cellular,5,-1,unknown,no
6224,31,blue-collar,4415,unknown,1,-1,unknown,no
3236,42,management,-272,cellular,1,-1,unknown,no
2427,53,technician,1776,unknown,7,-1,unknown,no
4132,43,services,3403,cellular,2,97,success,yes
1438,52,management,1227,cellular,4,-1,unknown,yes
925,35,technician,300,unknown,4,-1,unknown,no
7144,58,management,2261,cellular,1,391,failure,no
758,30,blue-collar,1012,cellular,3,329,failure,no
4591,25,blue-collar,1243,cellular,7,-1,unknown,yes
6650,39,self-employed,2298,cellular,2,319,other,no
753,56,technician,1181,cellular,1,433,failure,yes
5138,47,management,4556,unknown,1,-1,unknown,no
182,58,retired,0,cellular,1,-1,unknown,no
929,26,admin.,3672,unknown,5,-1,unknown,no
6516,46,services,2948,cellular,1,-1,unknown,yes
770,46,admin.,556,unknown,3,-1,unknown,yes
5917,28,services,525,cellular,1,-1,unknown,no
4437,33,admin.,598,unknown,1,-1,unknown,no
5778,34,admin.,260,cellular,1,-1,unknown,no
7440,41,blue-collar,203,cellular,2,-1,unknown,yes
190,59,management,2239,cellular,1,-1,unknown,yes
1727,84,retired,639,telephone,3,-1,unknown,yes
4477,32,services,5806,cellular,2,-1,unknown,yes
6203,54,admin.,0,cellular,1,-1,unknown,no
5082,36,management,871,cellular,1,-1,unknown,no
3952,30,management,0,cellular,1,-1,unknown,no
5688,30,blue-collar,5,cellular,3,-1,unknown,yes
4298,29,management,572,cellular,1,-1,unknown,yes
6421,26,admin.,-45,unknown,2,-1,unknown,no
7420,45,management,4831,cellular,3,182,success,yes
5624,37,management,876,cellular,4,327,failure,no
7361,27,blue-collar,0,cellular,6,-1,unknown,no
3757,32,services,133,cellular,1,-1,unknown,yes
5537,29,management,5359,cellular,1,-1,unknown,yes
3313,30,student,4468,cellular,1,-1,unknown,yes
4246,57,retired,519,unknown,3,-1,unknown,no
6744,30,management,-181,cellular,2,-1,unknown,no
101,48,management,0,cellular,8,-1,unknown,no
1963,35,services,152,unknown,1,-1,unknown,yes
3151,19,student,394,cellular,3,-1,unknown,yes
46,32,technician,367,cellular,2,276,failure,no
3609,36,technician,571,cellular,3,-1,unknown,no
2258,59,retired,434,unknown,3,-1,unknown,no
7012,48,management,0,cellular,1,344,other,no
2961,35,technician,1855,unknown,1,-1,unknown,no
3486,50,blue-collar,1743,unknown,5,-1,unknown,no
222,29,management,247,cellular,2,587,failure,yes
6820,26,management,47,cellular,1,-1,unknown,no
1628,58,management,2155,cellular,2,92,success,yes
928,36,admin.,191,cellular,7,-1,unknown,no
6397,45,management,1529,cellular,1,-1,unknown,no
4213,31,technician,253,cellular,1,-1,unknown,no
1305,49,services,823,cellular,4,-1,unknown,yes
4,36,housemaid,205,telephone,4,-1,unknown,no
3428,30,management,4889,cellular,2,-1,unknown,yes
1062,49,technician,5,cellular,2,-1,unknown,no
4336,28,admin.,934,unknown,2,-1,unknown,no
6631,33,technician,1699,cellular,2,94,success,yes
153,40,technician,8379,unknown,6,-1,unknown,no
5785,32,management,2431,cellular,5,-1,unknown,yes
5887,29,unemployed,550,cellular,1,-1,unknown,yes
3298,57,technician,3043,cellular,2,-1,unknown,yes
706,55,management,446,cellular,1,-1,unknown,no
3971,36,self-employed,1184,cellular,1,-1,unknown,yes
6211,26,student,1134,cellular,4,-1,unknown,yes
686,33,technician,3243,cellular,4,-1,unknown,yes
3836,56,technician,6619,telephone,1,-1,unknown,yes
2096,35,technician,2144,unknown,2,-1,unknown,no
7726,25,student,154,cellular,1,183,success,yes
3531,53,self-employed,6,unknown,2,-1,unknown,no
4917,42,technician,802,telephone,2,-1,unknown,no
5759,26,blue-collar,399,cellular,2,-1,unknown,no
5740,46,unknown,8564,cellular,2,342,failure,no
7560,37,technician,1120,unknown,5,-1,unknown,no
1608,39,management,710,cellular,2,-1,unknown,no
4952,32,management,81,cellular,1,-1,unknown,no
6004,40,blue-collar,1808,cellular,1,-1,unknown,yes
82,35,self-employed,951,cellular,2,-1,unknown,no
1812,42,blue-collar,213,cellular,3,-1,unknown,yes
663,31,technician,1819,unknown,2,-1,unknown,no
6971,35,self-employed,3698,cellular,1,-1,unknown,yes
673,31,blue-collar,17,cellular,1,-1,unknown,no
4422,36,services,1177,cellular,5,-1,unknown,no
6031,26,technician,855,unknown,2,-1,unknown,no
3342,34,management,682,cellular,3,-1,unknown,no
96,30,management,131,cellular,6,-1,unknown,yes
45,32,services,228,cellular,6,-1,unknown,yes
4142,60,retired,979,cellular,3,347,failure,yes
5736,40,management,2487,cellular,1,-1,unknown,no
1756,52,admin.,813,cellular,2,-1,unknown,no
2868,34,management,879,cellular,1,344,failure,yes
1719,48,blue-collar,-254,cellular,4,-1,unknown,no
2225,46,blue-collar,1568,cellular,1,55,other,yes
7788,24,student,125,cellular,1,90,failure,yes
2199,44,entrepreneur,121,cellular,1,91,success,yes
2463,30,self-employed,3343,cellular,1,-1,unknown,yes
6249,38,blue-collar,4592,cellular,1,-1,unknown,no
5160,30,technician,-754,unknown,1,-1,unknown,no
3458,48,blue-collar,0,unknown,2,-1,unknown,no
646,42,blue-collar,-97,cellular,4,271,failure,no
5640,31,technician,14533,cellular,2,-1,unknown,yes
5294,34,admin.,303,cellular,3,126,failure,yes
3709,33,services,386,cellular,1,181,success,yes
298,38,management,413,cellular,1,179,failure,yes
689,49,services,7019,cellular,1,368,failure,yes
6722,38,services,173,unknown,2,-1,unknown,no
4907,55,blue-collar,196,cellular,1,-1,unknown,yes
2974,41,technician,-274,unknown,3,-1,unknown,no
4880,75,retired,358,cellular,11,-1,unknown,yes
4868,36,technician,962,cellular,1,-1,unknown,yes
2421,35,self-employed,347,unknown,1,-1,unknown,no
231,27,blue-collar,377,cellular,2,-1,unknown,yes
1860,63,management,5112,telephone,2,95,failure,yes
1509,46,blue-collar,2775,cellular,1,-1,unknown,no
3192,27,services,194,unknown,1,-1,unknown,no
1112,55,management,384,telephone,1,-1,unknown,no
5669,37,technician,0,cellular,3,-1,unknown,yes
3028,39,management,1880,cellular,2,-1,unknown,yes
2238,51,management,-55,cellular,2,266,failure,no
6585,28,management,939,unknown,1,-1,unknown,yes
3806,34,admin.,1467,cellular,1,332,failure,no
322,50,management,-470,cellular,2,160,failure,no
382,48,self-employed,1559,cellular,3,133,failure,no
7546,41,self-employed,1,cellular,4,-1,unknown,no
2106,39,admin.,0,cellular,1,-1,unknown,no
4051,34,management,158,cellular,3,181,success,yes
5407,31,admin.,4198,cellular,1,-1,unknown,yes
510,31,blue-collar,573,telephone,1,269,failure,no
5042,40,admin.,4775,cellular,1,-1,unknown,yes
6597,38,services,5293,cellular,1,171,failure,yes
4071,39,admin.,1388,cellular,5,-1,unknown,no
4960,55,admin.,1633,cellular,1,192,success,yes
74,35,technician,13658,telephone,2,-1,unknown,no
7530,62,retired,1742,cellular,2,98,other,yes
6827,54,admin.,0,cellular,1,182,success,no
585,77,retired,2590,telephone,3,277,failure,yes
3753,32,management,1477,cellular,1,-1,unknown,no
3712,29,student,314,cellular,1,-1,unknown,yes
806,76,retired,8919,cellular,1,-1,unknown,no
4065,38,management,1440,cellular,2,-1,unknown,no
2547,50,self-employed,5312,cellular,3,-1,unknown,no
6973,38,management,165,cellular,1,260,other,yes
5167,45,services,1515,unknown,4,-1,unknown,no
1013,44,management,-600,cellular,1,-1,unknown,no
1827,42,blue-collar,452,cellular,2,-1,unknown,no
620,24,student,382,cellular,2,92,failure,yes
591,42,entrepreneur,233,cellular,1,-1,unknown,no
5858,33,management,373,cellular,1,180,failure,yes
6692,54,housemaid,167,cellular,2,-1,unknown,no
1041,26,services,37,cellular,5,-1,unknown,no
1968,41,blue-collar,219,unknown,3,-1,unknown,yes
1268,46,technician,68,unknown,3,-1,unknown,no
376,31,management,0,cellular,2,-1,unknown,no
1017,47,management,1128,cellular,2,-1,unknown,no
2301,59,blue-collar,1265,cellular,1,-1,unknown,yes
4032,48,management,657,cellular,2,-1,unknown,no
95,44,technician,250,telephone,2,-1,unknown,yes
5266,37,services,319,unknown,3,-1,unknown,yes
6513,34,blue-collar,455,unknown,3,-1,unknown,no
4798,33,management,3143,cellular,2,-1,unknown,yes
1857,31,management,2603,cellular,4,-1,unknown,yes
3346,48,blue-collar,113,cellular,13,-1,unknown,no
7428,49,services,947,unknown,2,-1,unknown,yes
6761,51,management,57,unknown,1,-1,unknown,no
4642,28,management,1825,cellular,1,-1,unknown,yes
2398,40,technician,1716,cellular,8,-1,unknown,no
885,36,management,81,cellular,1,-1,unknown,yes
2789,42,management,266,cellular,1,-1,unknown,no
4578,38,housemaid,196,cellular,1,-1,unknown,yes
5982,40,admin.,782,cellular,5,202,failure,no
5409,42,services,247,cellular,2,-1,unknown,no
6061,30,technician,178,cellular,3,-1,unknown,yes
2811,47,blue-collar,3630,unknown,4,-1,unknown,no
5813,51,management,0,cellular,4,-1,unknown,no
6304,39,management,1425,cellular,3,-1,unknown,yes
5753,61,retired,197,cellular,1,-1,unknown,yes
78,58,services,1667,unknown,1,-1,unknown,no
3333,59,management,68,unknown,2,-1,unknown,no
1333,36,technician,7503,telephone,1,335,failure,no
2327,43,management,1429,cellular,1,198,other,yes
6732,60,blue-collar,7929,unknown,1,-1,unknown,yes
6254,53,blue-collar,-634,cellular,3,-1,unknown,no
7613,34,self-employed,7602,cellular,1,-1,unknown,no
2309,32,admin.,1630,cellular,1,-1,unknown,no
847,47,technician,442,cellular,1,-1,unknown,no
7075,45,entrepreneur,219,cellular,4,-1,unknown,no
2614,35,technician,670,cellular,2,-1,unknown,yes
4392,22,student,381,cellular,1,-1,unknown,yes
7114,30,management,314,cellular,2,175,success,no
2354,35,blue-collar,22,cellular,2,302,other,yes
7680,66,housemaid,1929,cellular,1,-1,unknown,no
6104,23,student,1234,cellular,1,-1,unknown,yes
2901,43,self-employed,3173,unknown,1,-1,unknown,yes
6822,48,management,399,cellular,1,-1,unknown,no
5032,36,management,7606,unknown,1,-1,unknown,yes
915,43,housemaid,-177,unknown,2,-1,unknown,no
5437,86,retired,157,telephone,1,-1,unknown,no
1311,57,management,350,telephone,3,-1,unknown,no
6946,22,self-employed,780,cellular,3,-1,unknown,yes
5343,38,management,0,cellular,12,197,failure,no
5202,28,services,6332,telephone,1,343,failure,no
6908,43,technician,-754,cellular,3,-1,unknown,yes
4455,36,services,0,cellular,1,-1,unknown,no
1497,52,housemaid,135,cellular,9,-1,unknown,no
4125,51,housemaid,1337,telephone,6,-1,unknown,no
7122,50,management,-6,unknown,2,-1,unknown,no
949,31,blue-collar,0,unknown,1,-1,unknown,no
2659,61,management,544,cellular,3,200,success,yes
6261,46,blue-collar,804,cellular,2,361,success,yes
3760,31,technician,522,cellular,4,-1,unknown,no
2361,30,technician,2278,telephone,1,-1,unknown,no
400,31,management,254,cellular,8,-1,unknown,yes
870,43,management,0,cellular,2,-1,unknown,no
6029,29,management,8103,cellular,3,-1,unknown,yes
383,70,retired,275,cellular,1,-1,unknown,yes
5750,48,management,1949,unknown,2,-1,unknown,yes
3748,30,management,7,cellular,1,164,other,yes
6634,20,student,2785,cellular,2,-1,unknown,yes
7258,39,blue-collar,175,cellular,1,365,other,no
3070,48,technician,-92,cellular,1,-1,unknown,yes
4530,41,management,217,cellular,1,-1,unknown,no
2596,31,admin.,8784,unknown,2,-1,unknown,no
3650,38,services,322,unknown,1,-1,unknown,no
3770,32,admin.,0,cellular,1,-1,unknown,no
6233,28,admin.,-504,cellular,1,-1,unknown,yes
3372,22,management,104,cellular,1,185,success,yes
2503,43,technician,-1701,unknown,1,-1,unknown,no
7602,49,entrepreneur,-701,cellular,2,-1,unknown,yes
7483,51,unemployed,1162,cellular,1,-1,unknown,yes
2413,50,management,11528,unknown,1,-1,unknown,no
6007,30,technician,455,cellular,1,-1,unknown,yes
1630,56,technician,589,unknown,1,147,success,yes
4662,40,blue-collar,0,unknown,4,-1,unknown,no
1466,49,admin.,0,cellular,2,-1,unknown,no
2203,23,technician,356,cellular,2,356,failure,no
5823,58,technician,-354,cellular,1,-1,unknown,no
1025,54,entrepreneur,84,cellular,2,-1,unknown,no
3177,37,technician,1609,unknown,19,-1,unknown,no
1040,56,retired,1894,unknown,1,-1,unknown,no
5787,59,technician,7766,cellular,1,461,failure,yes
7699,33,management,2071,cellular,2,-1,unknown,no
3173,53,retired,0,unknown,1,-1,unknown,no
1135,37,admin.,529,cellular,1,149,other,no
3571,38,management,690,unknown,1,-1,unknown,no
6774,55,housemaid,1563,cellular,2,-1,unknown,no
