,job,balance,housing,loan,contact,pdays,poutcome,default,duration,deposit
2800,self-employed,1516,yes,yes,unknown,-1,unknown,no,373,0
5044,blue-collar,3550,no,no,cellular,-1,unknown,no,1154,1
5545,technician,2283,yes,no,cellular,-1,unknown,no,170,0
1685,retired,1495,no,no,cellular,196,success,no,606,1
4198,entrepreneur,2551,yes,no,unknown,-1,unknown,no,142,0
435,admin.,-241,no,yes,unknown,-1,unknown,no,856,1
7341,student,3300,no,no,cellular,-1,unknown,no,1571,1
6657,retired,1091,no,no,cellular,-1,unknown,no,441,1
6524,entrepreneur,2707,no,no,telephone,-1,unknown,no,57,0
3859,management,5127,no,no,cellular,-1,unknown,no,472,0
3356,student,253,no,no,cellular,-1,unknown,no,597,1
2820,technician,511,no,yes,cellular,-1,unknown,no,98,0
815,admin.,3551,yes,no,cellular,-1,unknown,no,458,1
174,technician,318,no,no,cellular,182,success,no,274,1
5987,blue-collar,1310,no,no,unknown,-1,unknown,no,152,0
595,blue-collar,100,yes,yes,cellular,344,failure,no,152,0
5440,management,5397,no,no,cellular,92,success,no,244,1
6105,technician,137,no,no,cellular,-1,unknown,no,27,0
6122,retired,704,no,no,cellular,97,success,no,186,1
1516,blue-collar,79,no,no,telephone,-1,unknown,no,336,1
703,management,155,yes,no,cellular,43,other,no,74,0
3183,student,608,no,no,cellular,180,success,no,236,1
229,services,0,yes,no,cellular,28,failure,no,297,0
3258,blue-collar,1401,yes,no,unknown,-1,unknown,no,195,0
5639,student,0,yes,no,unknown,-1,unknown,no,610,0
644,management,49,no,yes,cellular,-1,unknown,no,132,0
1188,services,1038,no,no,unknown,-1,unknown,no,741,0
1888,blue-collar,-78,yes,no,unknown,-1,unknown,no,198,0
4227,blue-collar,1636,no,no,telephone,-1,unknown,no,1008,1
513,blue-collar,2087,yes,no,cellular,474,failure,no,267,1
2603,management,4917,no,no,cellular,-1,unknown,no,113,1
2522,blue-collar,1160,no,yes,telephone,-1,unknown,no,62,0
4443,housemaid,2054,no,no,cellular,-1,unknown,no,472,1
2727,technician,930,no,no,cellular,-1,unknown,no,396,1
477,services,804,yes,yes,unknown,-1,unknown,no,266,0
5793,management,24450,no,no,cellular,-1,unknown,no,73,0
6731,management,20,yes,no,cellular,-1,unknown,no,117,0
2545,admin.,355,yes,no,cellular,-1,unknown,no,609,1
5224,blue-collar,492,no,yes,cellular,-1,unknown,no,139,0
6359,management,1356,yes,no,cellular,96,failure,no,371,0
6480,management,6016,no,no,cellular,-1,unknown,no,670,1
4506,retired,4112,no,no,telephone,184,success,no,426,1
0,admin.,1662,no,no,cellular,-1,unknown,no,94,1
6539,services,414,yes,no,unknown,-1,unknown,no,215,0
970,blue-collar,-454,yes,yes,cellular,355,failure,no,801,1
712,blue-collar,2999,no,no,unknown,-1,unknown,no,1141,1
4431,admin.,96,no,no,cellular,182,success,no,102,0
1911,management,0,no,no,cellular,182,failure,no,113,0
1487,technician,694,yes,no,cellular,119,failure,no,431,1
3613,management,5359,no,no,cellular,98,success,no,119,1
2073,admin.,1854,yes,no,telephone,342,failure,no,45,0
369,retired,439,no,yes,cellular,321,failure,no,464,1
5713,technician,393,no,no,cellular,-1,unknown,no,165,1
1689,services,373,yes,no,cellular,-1,unknown,no,115,0
782,technician,204,no,no,cellular,-1,unknown,no,471,1
4114,services,-72,yes,no,unknown,-1,unknown,no,82,0
947,admin.,0,yes,yes,cellular,-1,unknown,no,79,0
6129,technician,9645,no,yes,cellular,-1,unknown,no,130,0
2904,technician,436,no,yes,unknown,-1,unknown,no,95,1
618,entrepreneur,121,no,no,cellular,-1,unknown,no,412,1
2444,technician,86,no,yes,cellular,-1,unknown,no,483,0
696,student,3472,no,no,cellular,183,failure,no,332,1
1686,management,3387,no,no,cellular,-1,unknown,no,636,0
6585,blue-collar,1779,yes,no,unknown,-1,unknown,no,85,0
5600,technician,1977,yes,no,cellular,-1,unknown,no,449,1
6463,management,8089,yes,no,cellular,294,failure,no,232,1
3763,technician,-849,yes,yes,unknown,-1,unknown,no,197,0
1409,blue-collar,14646,no,no,cellular,-1,unknown,no,210,1
2374,blue-collar,-4,yes,yes,unknown,-1,unknown,no,381,0
3345,self-employed,0,no,no,unknown,-1,unknown,no,453,0
2794,management,1696,yes,no,cellular,474,failure,no,257,1
1510,admin.,-309,yes,yes,unknown,-1,unknown,no,215,0
3105,student,679,no,no,cellular,94,other,no,297,1
3386,services,-1139,yes,no,cellular,-1,unknown,no,201,0
2109,unknown,44,no,no,unknown,-1,unknown,no,81,0
632,technician,-211,yes,no,unknown,-1,unknown,no,164,0
5487,technician,16,no,no,cellular,-1,unknown,no,990,1
6666,blue-collar,1794,yes,no,unknown,-1,unknown,no,174,0
3351,technician,556,yes,no,cellular,189,failure,no,154,0
2858,management,3401,no,no,cellular,-1,unknown,no,253,1
6326,admin.,166,no,no,cellular,-1,unknown,no,256,1
2389,management,427,no,no,cellular,-1,unknown,no,62,0
6796,admin.,51,yes,yes,cellular,284,success,no,253,1
166,management,1199,no,no,telephone,-1,unknown,no,221,0
5543,self-employed,162,no,yes,cellular,-1,unknown,no,324,0
2541,retired,3444,no,no,cellular,-1,unknown,no,241,1
6000,technician,287,yes,no,unknown,-1,unknown,no,59,0
7244,retired,166,no,no,cellular,-1,unknown,no,99,0
6563,services,0,yes,no,unknown,-1,unknown,no,198,0
690,management,1808,no,no,cellular,433,success,no,273,1
7242,blue-collar,595,no,no,cellular,-1,unknown,no,464,0
2816,technician,1855,yes,no,unknown,-1,unknown,no,138,0
4519,services,122,no,yes,cellular,-1,unknown,no,499,0
1353,services,-19,yes,no,unknown,-1,unknown,no,201,0
5908,services,257,yes,no,unknown,-1,unknown,no,209,0
3137,blue-collar,-66,yes,no,unknown,-1,unknown,no,288,0
2321,technician,3308,no,no,cellular,-1,unknown,no,219,1
848,management,1506,no,no,cellular,80,success,no,101,0
5147,management,6014,yes,no,cellular,-1,unknown,no,163,0
4434,admin.,224,yes,no,cellular,-1,unknown,no,22,0
568,unemployed,926,no,no,cellular,185,success,no,382,1
5720,blue-collar,2854,yes,no,cellular,-1,unknown,no,312,0
1324,management,0,yes,no,cellular,-1,unknown,no,73,0
5595,admin.,5511,no,no,cellular,-1,unknown,no,272,1
566,unemployed,1416,no,no,cellular,187,success,no,218,1
4054,admin.,2196,no,no,cellular,-1,unknown,no,573,1
5358,admin.,205,no,no,cellular,-1,unknown,no,197,0
1553,technician,0,yes,no,cellular,337,failure,no,347,1
2881,blue-collar,-197,yes,no,unknown,-1,unknown,no,2016,1
7372,blue-collar,7816,yes,no,unknown,-1,unknown,no,76,0
5480,admin.,1330,yes,no,unknown,-1,unknown,no,415,0
3752,blue-collar,1036,yes,yes,unknown,-1,unknown,no,62,0
4242,entrepreneur,606,yes,no,cellular,-1,unknown,no,194,0
4560,blue-collar,1230,yes,no,telephone,-1,unknown,no,378,1
1055,retired,2027,no,no,cellular,92,success,no,619,1
2781,unemployed,2424,no,no,cellular,-1,unknown,no,93,0
491,management,0,yes,no,cellular,-1,unknown,no,370,1
2245,blue-collar,679,yes,yes,cellular,-1,unknown,no,115,0
2810,admin.,5346,yes,yes,unknown,-1,unknown,no,187,1
4144,blue-collar,79,yes,no,unknown,-1,unknown,no,22,0
1763,technician,1320,no,no,cellular,91,success,no,340,1
2675,technician,839,yes,no,cellular,-1,unknown,no,700,1
649,management,2763,yes,no,unknown,-1,unknown,no,526,1
1176,blue-collar,-443,yes,yes,cellular,-1,unknown,yes,691,1
2855,technician,5763,no,yes,cellular,-1,unknown,no,196,1
5052,technician,1458,no,no,cellular,-1,unknown,no,281,1
7122,services,239,yes,no,unknown,-1,unknown,no,140,0
3404,blue-collar,96,yes,no,cellular,-1,unknown,no,217,0
6935,management,1195,yes,no,telephone,-1,unknown,no,355,0
3383,technician,0,no,no,unknown,-1,unknown,no,159,0
1381,admin.,270,no,no,cellular,-1,unknown,no,123,1
5240,management,477,yes,no,cellular,-1,unknown,no,77,0
3953,management,0,yes,yes,cellular,-1,unknown,no,301,0
6888,management,62,yes,no,cellular,-1,unknown,no,473,1
3096,technician,3105,yes,no,unknown,-1,unknown,no,173,0
5083,services,22,yes,no,unknown,-1,unknown,no,71,0
1436,management,79,no,no,unknown,-1,unknown,no,48,0
2997,self-employed,970,yes,no,cellular,-1,unknown,no,240,0
5574,self-employed,61,no,no,cellular,-1,unknown,no,836,1
1463,blue-collar,740,yes,no,unknown,-1,unknown,no,585,1
2744,blue-collar,-289,yes,no,telephone,-1,unknown,no,56,0
3692,blue-collar,781,no,no,unknown,-1,unknown,no,152,0
1303,technician,10596,no,no,cellular,197,other,no,195,1
5024,technician,16992,yes,no,unknown,-1,unknown,no,58,0
474,management,3115,no,no,cellular,-1,unknown,no,432,1
6078,unemployed,1801,no,no,cellular,-1,unknown,no,838,1
1910,management,578,no,yes,cellular,-1,unknown,no,29,0
484,management,1556,yes,no,cellular,-1,unknown,no,674,0
3878,services,365,no,no,cellular,-1,unknown,no,643,1
3818,technician,1026,no,no,cellular,100,failure,no,319,0
433,blue-collar,2467,no,no,cellular,-1,unknown,no,192,1
5255,unemployed,1374,no,no,cellular,178,success,no,1205,1
5080,retired,1388,no,no,telephone,-1,unknown,no,513,1
2064,blue-collar,29,yes,no,cellular,-1,unknown,no,285,1
630,services,181,no,no,cellular,93,success,no,239,1
2747,admin.,83,yes,no,cellular,-1,unknown,no,69,0
6071,student,1868,no,no,cellular,103,other,no,259,1
2268,student,294,no,no,cellular,91,success,no,87,1
7009,services,0,yes,no,cellular,147,failure,no,239,0
6110,technician,1610,no,no,unknown,-1,unknown,no,140,0
4329,management,85,yes,no,cellular,359,other,no,590,1
7046,retired,723,no,no,telephone,79,failure,no,276,1
2489,services,471,yes,no,unknown,-1,unknown,no,161,0
1354,technician,945,no,no,cellular,-1,unknown,no,312,0
1419,management,141,yes,no,cellular,89,success,no,78,0
5453,blue-collar,3884,yes,no,cellular,-1,unknown,no,28,0
1251,management,5016,no,no,cellular,-1,unknown,no,119,0
3959,management,102,yes,no,cellular,-1,unknown,no,114,0
3675,management,154,no,no,telephone,367,failure,no,70,0
3562,blue-collar,1536,yes,no,cellular,301,other,no,41,0
6881,management,346,no,no,cellular,180,success,no,237,1
5103,blue-collar,410,no,yes,cellular,-1,unknown,no,221,0
4526,blue-collar,192,no,no,telephone,-1,unknown,no,112,0
4981,services,319,yes,no,unknown,-1,unknown,no,467,1
4287,management,2044,no,no,telephone,-1,unknown,no,25,0
1599,housemaid,39,no,no,cellular,-1,unknown,no,299,0
5485,self-employed,0,yes,no,cellular,-1,unknown,no,84,0
3211,admin.,6971,no,no,cellular,-1,unknown,no,119,0
1447,retired,5313,no,no,cellular,196,success,no,283,1
2937,self-employed,-39,no,no,cellular,-1,unknown,no,387,1
1231,management,726,yes,no,cellular,342,failure,no,39,0
6045,entrepreneur,3571,no,no,unknown,-1,unknown,no,222,0
4069,blue-collar,2657,yes,no,unknown,-1,unknown,no,202,0
5416,services,1321,no,no,unknown,-1,unknown,no,271,0
5004,retired,18016,no,no,cellular,-1,unknown,no,371,1
2183,services,307,yes,yes,unknown,-1,unknown,no,250,0
2861,technician,586,no,yes,cellular,-1,unknown,no,32,0
1557,management,620,yes,no,cellular,-1,unknown,no,93,0
1958,technician,2807,no,no,unknown,-1,unknown,no,154,1
4360,admin.,14,yes,yes,unknown,-1,unknown,no,19,0
3144,student,4468,no,no,cellular,-1,unknown,no,204,1
5587,services,3413,no,no,cellular,-1,unknown,no,146,0
4121,management,589,no,no,cellular,-1,unknown,no,125,1
4228,technician,0,no,no,cellular,-1,unknown,no,751,1
3729,technician,100,yes,no,cellular,-1,unknown,no,70,0
3708,services,271,yes,no,unknown,-1,unknown,no,365,0
1222,admin.,0,yes,no,cellular,-1,unknown,no,284,0
2914,blue-collar,435,yes,no,unknown,-1,unknown,no,204,0
5212,services,1788,no,no,cellular,181,failure,no,288,1
6387,management,-181,yes,no,cellular,-1,unknown,no,621,0
4617,retired,358,no,no,cellular,-1,unknown,no,364,1
1714,technician,1711,no,no,telephone,-1,unknown,no,234,1
5599,technician,2326,no,no,cellular,175,failure,no,420,1
1186,self-employed,0,no,no,unknown,-1,unknown,no,143,0
5891,management,0,no,no,cellular,-1,unknown,no,213,0
5232,technician,-54,yes,yes,cellular,292,failure,no,698,1
2856,management,709,yes,no,cellular,-1,unknown,no,54,0
1152,management,769,no,no,cellular,-1,unknown,no,695,1
201,technician,4790,yes,no,cellular,272,failure,no,137,0
5086,self-employed,1755,no,no,unknown,-1,unknown,no,152,0
4421,management,1433,no,no,unknown,-1,unknown,no,298,0
7037,retired,63,no,no,cellular,-1,unknown,no,122,0
4548,blue-collar,604,no,no,cellular,196,other,no,410,0
3837,housemaid,2196,no,no,cellular,-1,unknown,no,215,1
4559,management,387,no,no,cellular,-1,unknown,no,17,0
5679,retired,2600,no,no,cellular,-1,unknown,no,212,1
2634,admin.,-61,no,no,cellular,-1,unknown,no,95,1
5166,management,681,no,no,cellular,-1,unknown,no,637,1
7007,management,-558,yes,no,cellular,-1,unknown,no,533,0
6909,services,597,no,no,cellular,-1,unknown,no,134,0
2903,blue-collar,327,yes,no,unknown,-1,unknown,no,333,0
7398,student,125,no,no,cellular,90,failure,no,263,1
6649,technician,179,yes,no,cellular,181,other,no,432,0
3227,technician,395,no,no,cellular,148,failure,no,136,1
4353,unknown,2443,no,no,unknown,-1,unknown,no,8,0
7296,blue-collar,90,yes,no,unknown,-1,unknown,no,127,0
1592,management,1400,yes,no,cellular,-1,unknown,no,608,1
1871,blue-collar,-20,yes,no,unknown,-1,unknown,no,353,0
1476,entrepreneur,46,no,no,cellular,-1,unknown,no,1013,0
5740,technician,178,no,no,cellular,-1,unknown,no,656,1
5651,management,1624,no,no,cellular,182,success,no,166,1
3333,management,-449,yes,no,cellular,-1,unknown,no,691,1
1727,student,132,no,no,cellular,119,success,no,194,1
3219,management,171,no,no,cellular,-1,unknown,no,1241,0
160,management,0,yes,no,cellular,-1,unknown,no,767,1
5787,technician,3278,no,no,cellular,-1,unknown,no,645,1
1587,admin.,3547,no,no,telephone,-1,unknown,no,351,1
3982,retired,1712,no,no,cellular,-1,unknown,no,660,1
5781,student,1234,no,no,cellular,-1,unknown,no,250,1
1359,blue-collar,249,yes,no,cellular,-1,unknown,no,709,1
4765,services,6089,yes,no,cellular,-1,unknown,no,616,1
4829,admin.,0,yes,no,unknown,-1,unknown,no,229,0
5293,management,307,yes,no,cellular,-1,unknown,no,690,1
2341,management,1594,yes,no,cellular,260,failure,no,110,0
4588,admin.,168,yes,yes,unknown,-1,unknown,no,513,1
4363,blue-collar,360,no,no,unknown,-1,unknown,no,98,0
4767,services,54,yes,no,cellular,-1,unknown,no,118,0
1591,housemaid,3706,no,no,unknown,-1,unknown,no,209,0
2421,management,2881,no,no,cellular,-1,unknown,no,120,1
7019,technician,2335,no,no,cellular,-1,unknown,no,624,1
2563,technician,294,yes,no,cellular,98,success,no,238,0
1114,blue-collar,320,yes,no,cellular,828,failure,no,352,1
4461,management,375,no,no,cellular,-1,unknown,no,135,1
1908,blue-collar,449,yes,no,cellular,-1,unknown,no,10,0
6415,management,1683,yes,yes,cellular,-1,unknown,no,72,0
4094,technician,-71,yes,yes,cellular,-1,unknown,no,1451,1
7100,blue-collar,423,yes,no,cellular,-1,unknown,no,498,1
1757,management,1610,yes,no,unknown,-1,unknown,no,1248,1
5128,blue-collar,2388,no,no,cellular,-1,unknown,no,317,0
4129,technician,148,no,no,cellular,-1,unknown,no,421,0
2414,services,258,yes,no,unknown,-1,unknown,no,131,0
6347,retired,5769,no,no,unknown,-1,unknown,no,15,0
2770,management,199,yes,no,cellular,-1,unknown,no,497,0
3193,technician,1345,yes,no,cellular,172,failure,no,82,0
4365,management,62,yes,no,cellular,182,failure,no,566,1
7389,services,775,no,no,cellular,-1,unknown,no,150,1
5394,management,72,no,no,cellular,-1,unknown,yes,171,0
1000,management,4,no,yes,cellular,-1,unknown,no,30,0
4838,admin.,150,no,no,cellular,-1,unknown,no,296,1
7321,admin.,69,no,yes,cellular,-1,unknown,no,77,0
4469,blue-collar,2185,yes,no,unknown,-1,unknown,no,698,0
5082,blue-collar,638,yes,no,unknown,-1,unknown,no,1395,1
5585,services,130,yes,no,unknown,-1,unknown,no,193,0
4810,technician,1109,no,no,cellular,167,failure,no,642,1
6381,technician,1646,yes,no,cellular,92,success,no,173,1
7171,technician,589,yes,no,cellular,183,success,no,511,1
3535,management,3473,no,no,cellular,-1,unknown,no,1209,1
4594,blue-collar,1428,yes,no,unknown,-1,unknown,no,82,0
6937,blue-collar,115,yes,no,unknown,-1,unknown,no,78,0
3446,technician,1587,yes,yes,cellular,-1,unknown,no,502,0
2733,admin.,3735,no,no,cellular,184,success,no,183,1
4701,technician,175,no,yes,unknown,-1,unknown,no,757,0
3988,technician,3,no,no,cellular,-1,unknown,no,100,0
5883,retired,565,no,no,telephone,-1,unknown,no,876,1
6976,management,1350,yes,yes,cellular,-1,unknown,no,716,0
2080,services,139,no,no,cellular,-1,unknown,no,165,0
7106,management,-6847,no,yes,cellular,-1,unknown,yes,206,0
1434,management,10583,no,no,cellular,178,success,no,272,1
3762,technician,252,no,no,cellular,-1,unknown,no,107,1
1208,services,-361,yes,no,cellular,349,other,no,1062,1
4093,technician,-242,yes,no,cellular,278,success,no,1173,1
278,blue-collar,97,yes,no,unknown,-1,unknown,no,709,1
4335,retired,1623,yes,yes,cellular,-1,unknown,no,246,0
3499,technician,1227,no,no,cellular,134,success,no,1005,1
4101,unemployed,111,no,no,cellular,-1,unknown,no,537,1
6989,technician,248,no,no,cellular,-1,unknown,no,163,0
2882,management,-27,yes,no,cellular,-1,unknown,no,289,0
2798,blue-collar,820,no,no,cellular,-1,unknown,no,98,1
4623,student,53,no,no,cellular,-1,unknown,no,270,1
6491,services,8806,yes,no,unknown,-1,unknown,no,131,0
4256,management,1602,yes,no,cellular,-1,unknown,no,154,0
1397,technician,988,no,no,cellular,-1,unknown,no,1408,1
3060,technician,390,yes,no,unknown,-1,unknown,no,85,0
6999,management,171,yes,no,cellular,-1,unknown,no,73,0
7170,retired,197,no,no,cellular,-1,unknown,no,1386,0
1459,housemaid,237,no,no,telephone,-1,unknown,no,200,0
3948,technician,3499,yes,no,unknown,-1,unknown,no,248,0
434,management,3301,yes,no,cellular,227,failure,no,485,1
5031,technician,6714,yes,no,unknown,-1,unknown,no,90,0
3780,admin.,-312,yes,no,unknown,-1,unknown,no,232,0
844,management,222,no,yes,cellular,204,other,no,111,0
4633,blue-collar,3043,yes,yes,cellular,-1,unknown,no,670,1
3914,technician,1679,no,no,telephone,-1,unknown,no,718,1
2597,admin.,4,no,no,unknown,-1,unknown,no,7,0
2767,blue-collar,476,yes,no,cellular,-1,unknown,no,956,1
7250,management,333,no,no,cellular,-1,unknown,no,80,0
2688,retired,2473,no,no,cellular,-1,unknown,no,967,1
4903,entrepreneur,-31,yes,no,cellular,-1,unknown,no,171,0
26,admin.,204,no,no,cellular,-1,unknown,no,123,0
1215,technician,19,yes,no,cellular,-1,unknown,no,16,0
4274,management,1741,yes,yes,telephone,-1,unknown,no,40,0
1600,blue-collar,0,yes,no,cellular,345,other,no,1174,1
6426,services,1239,yes,no,cellular,347,failure,no,60,0
945,management,735,yes,no,unknown,-1,unknown,no,50,0
1565,management,2944,no,no,cellular,-1,unknown,no,882,1
5193,technician,0,yes,no,cellular,96,success,no,524,1
6879,admin.,79,yes,no,cellular,92,success,no,203,1
7135,technician,9851,yes,no,cellular,-1,unknown,no,128,0
1794,admin.,-811,yes,no,cellular,-1,unknown,no,365,1
4489,admin.,11174,yes,no,cellular,-1,unknown,no,953,1
3996,student,0,no,no,cellular,276,failure,no,233,1
5386,blue-collar,5,no,no,cellular,-1,unknown,no,840,1
4931,retired,588,no,no,cellular,91,failure,no,366,1
1521,blue-collar,-207,no,no,cellular,-1,unknown,no,878,1
5381,retired,5966,yes,no,cellular,-1,unknown,no,983,1
4556,management,1514,no,no,cellular,-1,unknown,no,284,0
4261,management,1093,yes,yes,cellular,246,success,no,316,1
6020,blue-collar,953,yes,no,unknown,-1,unknown,no,747,1
5102,retired,746,no,no,cellular,-1,unknown,no,372,1
264,blue-collar,-306,yes,yes,unknown,-1,unknown,no,851,0
1069,management,238,no,no,cellular,-1,unknown,no,692,1
5425,services,406,yes,no,cellular,275,failure,no,61,0
6569,management,0,no,no,cellular,-1,unknown,no,643,0
62,technician,5953,no,no,cellular,-1,unknown,no,1113,0
3849,management,606,no,no,cellular,-1,unknown,no,77,0
2670,technician,10655,no,no,telephone,-1,unknown,no,5,0
4998,management,10786,no,no,unknown,-1,unknown,no,111,0
5701,management,92,no,no,cellular,-1,unknown,no,175,1
5936,admin.,3954,yes,no,cellular,117,failure,no,87,0
6880,admin.,396,yes,no,cellular,348,failure,no,366,1
208,management,413,no,no,cellular,183,success,no,252,1
3975,technician,0,yes,no,cellular,2,success,no,231,1
4248,management,0,yes,no,unknown,-1,unknown,no,46,0
6436,entrepreneur,135,yes,no,cellular,345,failure,no,114,0
3659,admin.,2064,yes,no,unknown,-1,unknown,no,165,0
746,student,864,yes,no,cellular,-1,unknown,no,659,1
5029,services,12223,yes,no,cellular,-1,unknown,no,36,0
909,technician,-119,no,yes,cellular,-1,unknown,no,359,1
1040,blue-collar,0,no,no,cellular,-1,unknown,no,543,0
5075,services,1836,yes,no,cellular,-1,unknown,no,750,1
6520,technician,191,no,no,cellular,-1,unknown,no,228,0
6399,self-employed,706,no,no,cellular,386,failure,no,588,1
6366,services,173,yes,no,unknown,-1,unknown,no,130,0
7237,admin.,1265,no,no,cellular,-1,unknown,no,137,0
1734,unemployed,9,no,yes,cellular,-1,unknown,no,919,1
4369,management,1200,no,no,cellular,-1,unknown,no,904,1
2900,student,505,yes,no,cellular,-1,unknown,no,37,0
5729,blue-collar,682,no,no,cellular,91,success,no,126,1
75,services,1667,yes,yes,unknown,-1,unknown,no,85,0
2915,management,-666,yes,no,cellular,-1,unknown,no,204,0
5145,blue-collar,408,no,no,cellular,-1,unknown,no,338,0
1010,technician,5,no,no,cellular,-1,unknown,no,131,0
3442,technician,3579,no,no,cellular,-1,unknown,no,308,0
4498,entrepreneur,6188,no,no,cellular,-1,unknown,no,453,1
3325,management,76,yes,no,cellular,371,failure,no,747,1
5917,blue-collar,2007,no,no,cellular,92,success,no,194,1
1924,self-employed,1636,no,no,cellular,-1,unknown,no,187,0
4104,retired,-639,yes,no,cellular,-1,unknown,no,585,1
7036,management,698,no,no,cellular,-1,unknown,no,186,0
2136,admin.,989,no,no,unknown,-1,unknown,no,116,0
1899,blue-collar,2850,no,no,unknown,-1,unknown,no,181,0
5432,admin.,952,no,no,cellular,-1,unknown,no,310,1
6246,blue-collar,180,no,no,cellular,182,success,no,390,1
877,student,60,no,no,cellular,-1,unknown,no,253,0
902,blue-collar,0,yes,no,unknown,-1,unknown,no,133,0
1810,services,7,yes,no,unknown,-1,unknown,no,217,0
358,management,2071,no,no,cellular,-1,unknown,no,449,1
2177,entrepreneur,2908,no,no,unknown,-1,unknown,no,322,0
5946,technician,80,no,no,cellular,-1,unknown,no,123,0
2086,technician,403,no,no,unknown,-1,unknown,no,247,1
7279,blue-collar,820,no,no,cellular,91,success,no,262,1
4027,management,80,no,no,cellular,94,other,no,434,1
1576,blue-collar,476,no,no,cellular,-1,unknown,no,856,1
3082,technician,227,no,no,cellular,-1,unknown,no,278,1
5696,admin.,4099,no,no,cellular,-1,unknown,no,397,1
2422,technician,0,no,no,cellular,-1,unknown,no,187,1
6689,technician,240,yes,no,cellular,277,success,no,108,1
4644,admin.,-306,yes,no,cellular,459,success,no,308,1
1796,technician,360,yes,no,unknown,-1,unknown,no,73,0
3547,unemployed,284,yes,no,cellular,-1,unknown,no,855,1
5167,blue-collar,1262,yes,yes,unknown,-1,unknown,no,1015,1
412,services,1000,no,no,cellular,-1,unknown,no,766,1
2885,management,2383,no,no,cellular,63,success,no,1019,1
930,management,2283,no,no,cellular,98,failure,no,243,1
4103,admin.,57,no,yes,cellular,-1,unknown,no,50,0
4191,management,541,yes,yes,unknown,-1,unknown,no,572,0
1844,management,561,no,no,cellular,-1,unknown,no,104,0
2905,services,115,no,no,unknown,-1,unknown,no,201,0
4628,admin.,523,no,yes,cellular,101,success,no,136,0
2952,services,699,yes,no,unknown,-1,unknown,no,544,0
5334,retired,240,no,no,cellular,-1,unknown,no,325,1
3080,services,2022,no,no,cellular,-1,unknown,no,159,1
1550,housemaid,1405,no,no,unknown,-1,unknown,no,127,0
6931,management,50,yes,no,cellular,337,failure,no,669,1
2197,retired,2384,no,no,cellular,-1,unknown,no,196,1
3470,technician,1,yes,no,unknown,-1,unknown,no,506,0
58,admin.,-194,yes,no,cellular,-1,unknown,no,238,0
4423,services,-389,yes,yes,unknown,-1,unknown,no,52,0
7374,student,2488,no,no,cellular,-1,unknown,no,180,1
5796,unemployed,926,no,no,cellular,178,success,no,504,1
7085,technician,2000,no,no,telephone,-1,unknown,no,226,0
4011,blue-collar,3014,yes,no,cellular,-1,unknown,no,291,0
5196,management,3840,yes,no,cellular,-1,unknown,no,315,1
5591,admin.,1535,yes,no,unknown,-1,unknown,no,704,1
2281,management,1575,no,no,cellular,-1,unknown,no,178,0
835,blue-collar,1405,yes,no,unknown,-1,unknown,no,629,1
5177,management,537,no,no,unknown,-1,unknown,no,187,0
6546,entrepreneur,975,yes,yes,cellular,-1,unknown,no,236,0
4657,services,1355,no,no,cellular,-1,unknown,no,409,0
996,entrepreneur,546,no,no,cellular,-1,unknown,no,297,0
590,management,57,no,no,cellular,84,success,no,96,0
1930,management,31,no,no,cellular,-1,unknown,no,135,1
461,entrepreneur,1800,yes,no,unknown,-1,unknown,no,53,0
47,management,2599,no,no,cellular,-1,unknown,no,1373,1
4113,blue-collar,3517,yes,no,unknown,-1,unknown,no,445,0
6654,blue-collar,0,yes,no,cellular,-1,unknown,no,6,0
6433,self-employed,1943,yes,no,cellular,-1,unknown,no,478,0
3107,management,351,yes,no,unknown,-1,unknown,no,999,0
4359,blue-collar,1946,no,no,cellular,95,success,no,192,1
4710,management,1272,yes,no,cellular,-1,unknown,no,342,0
5426,retired,2223,no,no,telephone,187,success,no,365,0
7263,technician,14,no,no,cellular,92,success,no,167,1
3155,management,0,no,no,cellular,-1,unknown,no,1165,1
4564,management,1240,no,no,cellular,-1,unknown,no,849,1
293,technician,969,no,no,cellular,-1,unknown,no,95,0
1115,management,1046,no,no,unknown,-1,unknown,no,901,1
3199,blue-collar,-184,yes,no,cellular,170,failure,no,878,1
1755,management,271,yes,no,cellular,94,success,no,308,1
3890,services,11,yes,no,unknown,-1,unknown,no,114,0
4239,technician,2643,no,no,telephone,-1,unknown,no,331,1
5624,technician,2779,no,no,cellular,-1,unknown,no,118,1
2566,entrepreneur,2971,no,no,cellular,97,failure,no,247,1
908,retired,927,no,no,cellular,-1,unknown,no,427,1
6421,technician,27,yes,no,cellular,305,other,no,214,1
5649,technician,7863,no,no,cellular,-1,unknown,no,59,0
2361,management,588,yes,no,cellular,-1,unknown,no,11,0
4682,management,136,no,no,cellular,-1,unknown,no,120,0
5363,self-employed,102,yes,no,cellular,-1,unknown,no,560,1
3934,management,427,yes,no,cellular,169,failure,no,17,0
3832,retired,695,no,no,cellular,-1,unknown,no,233,1
3512,blue-collar,794,yes,no,cellular,252,other,no,342,0
3039,retired,12114,no,no,telephone,-1,unknown,no,165,1
336,blue-collar,-203,yes,no,unknown,-1,unknown,yes,465,1
5010,management,346,no,no,cellular,92,success,no,122,1
4535,self-employed,1129,yes,no,cellular,184,failure,no,64,0
2602,blue-collar,152,yes,no,cellular,-1,unknown,no,252,0
1298,blue-collar,-84,yes,yes,cellular,-1,unknown,no,63,0
