,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,marital,education,day,duration,previous,deposit
6136,22,student,1215,no,no,cellular,feb,3,192,failure,single,unknown,19,145,1,1
591,24,student,382,no,no,cellular,nov,2,92,failure,single,secondary,13,256,3,1
3221,40,admin.,1248,no,no,unknown,jun,2,-1,unknown,single,tertiary,11,1290,0,1
3630,30,management,2,no,no,cellular,aug,21,-1,unknown,single,tertiary,27,19,0,0
4971,46,technician,1167,yes,no,cellular,nov,2,-1,unknown,married,secondary,21,1540,0,1
5765,54,retired,6102,yes,yes,unknown,may,6,-1,unknown,divorced,tertiary,21,86,0,0
4331,38,housemaid,196,no,no,cellular,apr,1,-1,unknown,married,primary,30,574,0,1
3738,31,management,1331,no,no,cellular,apr,1,86,success,married,tertiary,30,297,3,1
2316,33,blue-collar,870,no,yes,cellular,jul,3,-1,unknown,married,tertiary,8,545,0,0
1347,33,blue-collar,842,no,no,cellular,aug,4,-1,unknown,married,secondary,29,111,0,0
4582,33,technician,1234,no,no,telephone,nov,1,-1,unknown,married,secondary,9,61,0,0
5330,34,technician,1012,yes,yes,telephone,oct,1,-1,unknown,married,secondary,28,540,0,1
5419,38,blue-collar,0,yes,no,unknown,jun,1,-1,unknown,married,secondary,9,254,0,0
3278,71,retired,5715,no,no,cellular,nov,2,-1,unknown,married,secondary,17,747,0,1
2370,54,services,4482,yes,no,unknown,may,2,-1,unknown,married,secondary,20,97,0,0
6244,39,services,25,yes,yes,cellular,may,1,351,failure,married,secondary,12,658,3,1
5109,31,management,0,no,no,cellular,aug,1,-1,unknown,married,secondary,11,720,0,1
4615,59,services,-22,yes,no,unknown,may,3,-1,unknown,married,secondary,26,748,0,1
4728,37,technician,95,no,no,cellular,feb,3,-1,unknown,married,secondary,6,454,0,0
3759,23,student,2530,no,no,cellular,may,1,-1,unknown,single,unknown,12,411,0,1
7381,49,blue-collar,128,no,no,cellular,aug,2,-1,unknown,married,primary,12,696,0,1
6492,45,student,1527,no,no,cellular,mar,1,-1,unknown,single,unknown,8,132,0,1
4488,51,blue-collar,0,yes,yes,cellular,jul,3,-1,unknown,married,primary,25,946,0,1
6393,52,management,4675,no,no,cellular,feb,3,-1,unknown,married,tertiary,12,181,0,1
7399,26,blue-collar,78,no,no,telephone,jan,1,-1,unknown,single,secondary,28,43,0,0
1838,46,entrepreneur,3317,no,no,cellular,nov,2,-1,unknown,married,secondary,19,231,0,0
4503,34,management,161,yes,no,cellular,jul,1,-1,unknown,married,tertiary,11,378,0,0
6253,53,management,583,no,no,cellular,nov,1,184,success,married,tertiary,17,226,4,1
6904,56,services,1989,no,no,cellular,aug,4,181,success,married,secondary,3,279,4,1
1860,39,admin.,3047,yes,no,cellular,may,1,370,failure,married,secondary,11,279,2,0
790,46,entrepreneur,131,yes,no,cellular,apr,2,-1,unknown,married,secondary,20,69,0,0
1574,36,management,3850,yes,no,cellular,aug,2,100,failure,single,tertiary,12,239,4,1
3511,38,technician,1805,no,no,unknown,jun,2,-1,unknown,divorced,tertiary,9,952,0,1
5322,43,blue-collar,3,yes,no,unknown,may,3,-1,unknown,single,secondary,9,929,0,1
4512,40,management,10378,yes,no,cellular,nov,3,-1,unknown,single,secondary,17,523,0,0
4357,50,admin.,1575,no,no,cellular,nov,1,-1,unknown,married,secondary,17,407,0,0
4819,49,entrepreneur,159,yes,no,unknown,may,3,-1,unknown,divorced,secondary,13,95,0,0
2066,48,management,1147,no,no,cellular,aug,1,64,success,married,tertiary,5,389,2,1
316,48,unknown,3,no,no,cellular,aug,2,-1,unknown,married,unknown,19,104,0,0
2222,44,management,0,no,no,unknown,may,1,-1,unknown,married,tertiary,13,27,0,0
5824,49,management,1,no,no,telephone,may,3,175,success,married,tertiary,4,1076,1,1
6627,71,technician,383,no,no,cellular,apr,3,-1,unknown,married,tertiary,27,388,0,1
391,32,management,718,yes,no,cellular,dec,1,197,success,single,tertiary,29,155,1,1
6199,35,technician,7050,no,no,cellular,feb,3,187,success,married,tertiary,10,278,1,1
1485,28,student,3054,no,no,cellular,apr,1,80,other,single,tertiary,30,384,6,1
7315,40,management,-63,no,yes,cellular,jul,1,-1,unknown,married,tertiary,2,196,0,0
1061,55,admin.,1872,no,no,cellular,aug,2,93,failure,divorced,secondary,28,155,8,1
1178,53,management,3591,yes,no,cellular,aug,2,181,other,married,tertiary,5,306,2,1
2684,42,unemployed,1289,no,no,cellular,jul,4,415,failure,married,secondary,15,250,2,1
6598,36,services,5024,no,no,unknown,may,1,-1,unknown,married,secondary,21,139,0,0
4178,34,technician,513,yes,no,cellular,may,3,169,other,single,secondary,5,165,5,0
1423,54,management,366,yes,no,unknown,may,1,-1,unknown,married,primary,15,589,0,0
355,35,technician,5724,yes,no,unknown,may,10,-1,unknown,divorced,secondary,30,691,0,1
53,45,unemployed,8725,no,no,cellular,jul,2,-1,unknown,single,primary,8,286,0,0
6562,26,blue-collar,535,no,no,cellular,aug,1,-1,unknown,single,secondary,14,125,0,1
1280,52,management,1453,no,no,telephone,jul,21,-1,unknown,married,tertiary,29,254,0,0
1424,34,management,123,no,no,cellular,feb,3,-1,unknown,married,tertiary,3,301,0,1
6083,26,admin.,-45,yes,no,unknown,jun,2,-1,unknown,divorced,secondary,4,357,0,0
1832,50,entrepreneur,237,yes,yes,unknown,may,4,-1,unknown,married,primary,30,184,0,0
5814,53,management,75,no,no,cellular,aug,2,-1,unknown,married,tertiary,20,216,0,0
1716,38,blue-collar,292,yes,yes,unknown,jun,2,-1,unknown,married,secondary,6,84,0,0
3306,33,management,1120,no,no,cellular,aug,2,-1,unknown,single,tertiary,11,1070,0,1
6711,34,blue-collar,577,no,no,unknown,may,1,-1,unknown,married,secondary,14,337,0,0
6913,26,blue-collar,2669,yes,no,cellular,apr,1,-1,unknown,single,secondary,16,242,0,0
5262,51,management,119,no,no,unknown,jun,2,-1,unknown,divorced,tertiary,5,112,0,0
2593,39,management,0,yes,no,cellular,may,1,-1,unknown,married,tertiary,11,112,0,0
3704,39,technician,2266,no,no,cellular,feb,4,-1,unknown,married,secondary,18,208,0,1
3926,48,entrepreneur,0,yes,yes,unknown,jun,1,-1,unknown,divorced,tertiary,20,139,0,0
3973,55,blue-collar,1613,yes,no,cellular,apr,1,270,failure,divorced,secondary,3,296,3,1
6190,32,services,-198,yes,no,unknown,may,3,-1,unknown,single,secondary,21,681,0,1
2098,49,entrepreneur,4976,yes,no,cellular,nov,1,-1,unknown,married,tertiary,21,105,0,0
3076,48,admin.,660,no,no,cellular,feb,1,561,success,married,secondary,18,318,2,1
320,41,self-employed,231,no,no,cellular,aug,2,-1,unknown,married,tertiary,7,352,0,1
3881,76,retired,802,no,no,cellular,mar,1,181,success,divorced,primary,9,241,5,1
6240,54,blue-collar,2440,no,yes,cellular,nov,1,-1,unknown,married,primary,17,334,0,0
4797,26,blue-collar,5795,yes,no,cellular,may,2,-1,unknown,married,secondary,14,1094,0,1
7362,35,retired,434,no,no,unknown,may,1,-1,unknown,single,primary,5,138,0,0
928,39,technician,1270,yes,no,unknown,may,4,-1,unknown,divorced,secondary,29,245,0,0
4368,36,housemaid,7296,yes,no,cellular,aug,6,-1,unknown,divorced,tertiary,18,108,0,0
4687,60,retired,6307,yes,no,unknown,jun,1,-1,unknown,married,primary,11,362,0,0
1165,41,technician,30,yes,no,cellular,jul,1,-1,unknown,married,unknown,10,151,0,0
1541,35,technician,6,yes,no,cellular,nov,1,-1,unknown,married,tertiary,18,47,0,0
4491,57,services,84,yes,no,unknown,may,1,-1,unknown,married,secondary,15,59,0,0
2828,23,student,113,no,no,cellular,nov,1,-1,unknown,single,tertiary,17,266,0,1
5580,29,blue-collar,313,yes,no,cellular,apr,2,343,other,married,secondary,20,172,3,0
6446,42,technician,1533,no,yes,cellular,aug,1,-1,unknown,divorced,secondary,5,86,0,0
972,54,management,8295,no,no,cellular,jun,1,-1,unknown,married,tertiary,5,207,0,1
5135,51,entrepreneur,538,no,no,cellular,nov,4,-1,unknown,married,primary,18,1122,0,1
6808,49,admin.,197,yes,no,cellular,apr,1,182,failure,married,secondary,13,223,2,1
7383,26,management,775,no,no,unknown,may,3,-1,unknown,married,tertiary,19,35,0,0
607,40,blue-collar,1451,no,no,cellular,jun,1,-1,unknown,married,secondary,1,314,0,1
5468,38,blue-collar,1852,yes,no,cellular,may,1,-1,unknown,married,primary,13,606,0,1
2050,26,management,1646,no,no,cellular,apr,4,206,success,single,tertiary,12,524,5,1
850,29,student,2929,no,no,cellular,aug,1,-1,unknown,single,unknown,11,91,0,0
4351,55,management,568,no,no,cellular,aug,10,-1,unknown,married,tertiary,12,940,0,1
6786,31,admin.,307,yes,no,unknown,may,1,-1,unknown,married,secondary,9,538,0,1
5353,35,technician,204,yes,no,cellular,may,1,-1,unknown,single,secondary,25,236,0,1
6812,28,blue-collar,674,yes,no,telephone,may,4,-1,unknown,married,primary,14,921,0,0
988,56,retired,1894,yes,no,unknown,may,1,-1,unknown,married,secondary,15,189,0,0
7144,55,retired,493,yes,no,unknown,may,7,-1,unknown,married,secondary,13,647,0,0
6217,26,student,10086,no,no,cellular,apr,2,-1,unknown,single,tertiary,21,110,0,1
868,37,management,698,no,no,cellular,sep,2,-1,unknown,single,tertiary,8,1081,0,1
6356,48,services,62,yes,no,cellular,may,1,-1,unknown,divorced,secondary,8,561,0,0
1081,47,admin.,829,yes,yes,cellular,nov,1,188,failure,married,secondary,18,48,1,0
5780,44,technician,1818,yes,yes,cellular,feb,1,92,failure,married,tertiary,3,508,4,1
723,32,management,597,no,yes,cellular,jul,1,-1,unknown,single,tertiary,24,869,0,0
3566,31,technician,522,yes,yes,cellular,aug,4,-1,unknown,married,secondary,27,308,0,0
5404,28,student,221,yes,no,cellular,may,1,-1,unknown,single,tertiary,15,176,0,0
6724,59,unknown,27,no,no,unknown,may,3,-1,unknown,divorced,unknown,5,347,0,0
261,53,management,720,yes,no,unknown,nov,1,-1,unknown,single,tertiary,17,99,0,0
78,45,services,0,no,no,unknown,jun,6,-1,unknown,married,secondary,4,153,0,0
5505,46,blue-collar,460,yes,no,unknown,may,2,-1,unknown,single,tertiary,7,1102,0,1
1141,29,blue-collar,2870,yes,no,cellular,jul,1,-1,unknown,married,secondary,16,988,0,1
4531,60,blue-collar,228,yes,no,unknown,may,11,-1,unknown,married,primary,28,249,0,0
5460,65,retired,493,no,no,cellular,oct,1,182,failure,married,primary,16,622,1,0
3041,31,management,2,no,no,cellular,aug,1,-1,unknown,single,tertiary,8,848,0,1
4749,39,blue-collar,785,yes,no,cellular,may,2,-1,unknown,married,secondary,11,1232,0,1
2053,52,self-employed,217,no,yes,cellular,jul,6,-1,unknown,single,primary,15,193,0,0
139,45,technician,0,yes,no,cellular,dec,1,-1,unknown,married,secondary,7,344,0,1
4015,47,blue-collar,303,no,no,unknown,jun,1,-1,unknown,married,secondary,11,261,0,0
1072,30,management,944,no,no,cellular,oct,2,-1,unknown,married,tertiary,29,251,0,1
5497,51,management,0,yes,no,cellular,jul,4,-1,unknown,divorced,tertiary,28,534,0,0
4880,39,technician,1048,yes,yes,cellular,apr,2,-1,unknown,single,secondary,8,201,0,0
6604,30,management,6432,yes,no,cellular,nov,2,119,other,married,tertiary,21,206,3,0
3071,42,management,-272,no,no,cellular,jul,1,-1,unknown,divorced,secondary,8,186,0,0
3576,32,admin.,0,no,no,cellular,jul,1,-1,unknown,married,secondary,25,209,0,0
786,34,admin.,899,yes,no,unknown,nov,1,170,failure,married,tertiary,12,114,3,1
423,53,admin.,1796,no,no,telephone,mar,1,91,success,married,secondary,16,295,2,1
4181,63,management,2352,no,no,telephone,may,7,-1,unknown,married,unknown,4,475,0,1
6114,24,student,1809,no,no,cellular,oct,1,95,success,single,secondary,11,165,2,1
5894,45,admin.,153,no,no,cellular,aug,1,-1,unknown,married,secondary,5,277,0,1
5680,41,technician,5372,yes,no,cellular,jan,3,-1,unknown,single,unknown,13,248,0,1
2660,57,self-employed,11494,no,no,cellular,nov,1,-1,unknown,married,secondary,19,198,0,0
787,32,services,2378,no,no,cellular,nov,2,-1,unknown,single,unknown,17,1132,0,1
6143,38,technician,940,no,no,cellular,aug,7,-1,unknown,married,tertiary,12,191,0,0
2800,40,self-employed,1516,yes,yes,unknown,may,1,-1,unknown,married,secondary,23,373,0,0
5044,43,blue-collar,3550,no,no,cellular,nov,1,-1,unknown,divorced,primary,20,1154,0,1
5545,47,technician,2283,yes,no,cellular,nov,2,-1,unknown,married,secondary,21,170,0,0
1685,62,retired,1495,no,no,cellular,aug,1,196,success,married,secondary,17,606,1,1
4198,30,entrepreneur,2551,yes,no,unknown,jun,2,-1,unknown,married,secondary,5,142,0,0
435,32,admin.,-241,no,yes,unknown,jun,2,-1,unknown,divorced,secondary,27,856,0,1
7341,30,student,3300,no,no,cellular,nov,1,-1,unknown,single,tertiary,21,1571,0,1
6657,60,retired,1091,no,no,cellular,jul,5,-1,unknown,divorced,secondary,30,441,0,1
6524,63,entrepreneur,2707,no,no,telephone,nov,4,-1,unknown,married,tertiary,16,57,0,0
3859,46,management,5127,no,no,cellular,aug,1,-1,unknown,married,secondary,6,472,0,0
3356,25,student,253,no,no,cellular,may,1,-1,unknown,single,tertiary,4,597,0,1
2820,52,technician,511,no,yes,cellular,aug,4,-1,unknown,divorced,secondary,20,98,0,0
815,57,admin.,3551,yes,no,cellular,may,1,-1,unknown,single,secondary,12,458,0,1
174,38,technician,318,no,no,cellular,aug,1,182,success,married,secondary,5,274,6,1
5987,60,blue-collar,1310,no,no,unknown,may,2,-1,unknown,divorced,secondary,7,152,0,0
595,29,blue-collar,100,yes,yes,cellular,may,4,344,failure,married,secondary,6,152,2,0
5440,59,management,5397,no,no,cellular,sep,1,92,success,married,tertiary,23,244,3,1
6105,31,technician,137,no,no,cellular,aug,14,-1,unknown,single,secondary,27,27,0,0
6122,67,retired,704,no,no,cellular,feb,2,97,success,divorced,secondary,8,186,1,1
1516,34,blue-collar,79,no,no,telephone,jul,4,-1,unknown,single,primary,10,336,0,1
703,26,management,155,yes,no,cellular,may,4,43,other,single,tertiary,27,74,5,0
3183,19,student,608,no,no,cellular,may,1,180,success,single,primary,12,236,2,1
229,40,services,0,yes,no,cellular,jun,1,28,failure,married,secondary,2,297,3,0
3258,43,blue-collar,1401,yes,no,unknown,may,2,-1,unknown,married,primary,12,195,0,0
5639,26,student,0,yes,no,unknown,may,2,-1,unknown,single,secondary,5,610,0,0
644,37,management,49,no,yes,cellular,aug,1,-1,unknown,married,tertiary,22,132,0,0
1188,40,services,1038,no,no,unknown,jun,1,-1,unknown,single,secondary,5,741,0,0
1888,34,blue-collar,-78,yes,no,unknown,may,1,-1,unknown,married,primary,9,198,0,0
4227,54,blue-collar,1636,no,no,telephone,jul,2,-1,unknown,married,secondary,20,1008,0,1
513,52,blue-collar,2087,yes,no,cellular,aug,1,474,failure,married,secondary,31,267,1,1
2603,51,management,4917,no,no,cellular,apr,1,-1,unknown,married,tertiary,23,113,0,1
2522,35,blue-collar,1160,no,yes,telephone,nov,1,-1,unknown,married,secondary,19,62,0,0
4443,33,housemaid,2054,no,no,cellular,aug,6,-1,unknown,married,primary,25,472,0,1
2727,30,technician,930,no,no,cellular,jul,1,-1,unknown,single,secondary,2,396,0,1
477,33,services,804,yes,yes,unknown,may,1,-1,unknown,married,secondary,8,266,0,0
5793,40,management,24450,no,no,cellular,aug,2,-1,unknown,married,tertiary,25,73,0,0
6731,49,management,20,yes,no,cellular,feb,1,-1,unknown,married,tertiary,4,117,0,0
2545,31,admin.,355,yes,no,cellular,may,1,-1,unknown,single,tertiary,12,609,0,1
5224,48,blue-collar,492,no,yes,cellular,aug,2,-1,unknown,married,primary,21,139,0,0
6359,53,management,1356,yes,no,cellular,nov,2,96,failure,married,tertiary,9,371,4,0
6480,61,management,6016,no,no,cellular,feb,3,-1,unknown,married,tertiary,2,670,0,1
4506,77,retired,4112,no,no,telephone,jul,1,184,success,married,secondary,29,426,3,1
0,55,admin.,1662,no,no,cellular,jun,2,-1,unknown,married,secondary,4,94,0,1
6539,31,services,414,yes,no,unknown,may,1,-1,unknown,married,secondary,7,215,0,0
970,32,blue-collar,-454,yes,yes,cellular,may,5,355,failure,married,primary,18,801,2,1
712,35,blue-collar,2999,no,no,unknown,jun,6,-1,unknown,married,tertiary,12,1141,0,1
4431,37,admin.,96,no,no,cellular,feb,1,182,success,married,secondary,5,102,3,0
1911,62,management,0,no,no,cellular,apr,3,182,failure,married,tertiary,13,113,3,0
1487,40,technician,694,yes,no,cellular,jun,2,119,failure,married,secondary,3,431,9,1
3613,30,management,5359,no,no,cellular,may,1,98,success,single,tertiary,27,119,1,1
2073,56,admin.,1854,yes,no,telephone,may,1,342,failure,single,secondary,7,45,2,0
369,60,retired,439,no,yes,cellular,may,1,321,failure,divorced,tertiary,25,464,1,1
5713,27,technician,393,no,no,cellular,apr,2,-1,unknown,single,tertiary,1,165,0,1
1689,28,services,373,yes,no,cellular,may,2,-1,unknown,single,secondary,18,115,0,0
782,27,technician,204,no,no,cellular,jul,2,-1,unknown,single,secondary,28,471,0,1
4114,26,services,-72,yes,no,unknown,jun,9,-1,unknown,single,secondary,30,82,0,0
947,31,admin.,0,yes,yes,cellular,nov,3,-1,unknown,married,secondary,18,79,0,0
6129,30,technician,9645,no,yes,cellular,aug,10,-1,unknown,single,secondary,26,130,0,0
2904,52,technician,436,no,yes,unknown,mar,1,-1,unknown,single,secondary,22,95,0,1
618,44,entrepreneur,121,no,no,cellular,aug,1,-1,unknown,married,tertiary,10,412,0,1
2444,25,technician,86,no,yes,cellular,jul,2,-1,unknown,divorced,secondary,8,483,0,0
696,22,student,3472,no,no,cellular,oct,1,183,failure,single,primary,20,332,3,1
1686,60,management,3387,no,no,cellular,aug,2,-1,unknown,married,tertiary,14,636,0,0
6585,31,blue-collar,1779,yes,no,unknown,jun,2,-1,unknown,married,secondary,5,85,0,0
5600,27,technician,1977,yes,no,cellular,may,1,-1,unknown,divorced,secondary,22,449,0,1
6463,30,management,8089,yes,no,cellular,mar,2,294,failure,married,tertiary,18,232,2,1
3763,49,technician,-849,yes,yes,unknown,may,1,-1,unknown,married,secondary,27,197,0,0
1409,43,blue-collar,14646,no,no,cellular,oct,1,-1,unknown,married,secondary,23,210,0,1
2374,37,blue-collar,-4,yes,yes,unknown,may,1,-1,unknown,married,secondary,29,381,0,0
3345,48,self-employed,0,no,no,unknown,jun,1,-1,unknown,single,unknown,18,453,0,0
2794,43,management,1696,yes,no,cellular,aug,1,474,failure,single,tertiary,26,257,3,1
1510,29,admin.,-309,yes,yes,unknown,jun,1,-1,unknown,single,secondary,4,215,0,0
3105,25,student,679,no,no,cellular,oct,5,94,other,single,secondary,25,297,6,1
3386,32,services,-1139,yes,no,cellular,jul,1,-1,unknown,single,secondary,7,201,0,0
2109,45,unknown,44,no,no,unknown,jun,1,-1,unknown,married,primary,11,81,0,0
632,26,technician,-211,yes,no,unknown,may,3,-1,unknown,single,secondary,23,164,0,0
5487,34,technician,16,no,no,cellular,aug,1,-1,unknown,single,secondary,13,990,0,1
6666,45,blue-collar,1794,yes,no,unknown,may,2,-1,unknown,married,primary,14,174,0,0
3351,36,technician,556,yes,no,cellular,nov,3,189,failure,divorced,secondary,18,154,1,0
2858,33,management,3401,no,no,cellular,nov,1,-1,unknown,married,tertiary,20,253,0,1
6326,24,admin.,166,no,no,cellular,sep,2,-1,unknown,single,secondary,10,256,0,1
2389,48,management,427,no,no,cellular,nov,1,-1,unknown,married,primary,17,62,0,0
6796,33,admin.,51,yes,yes,cellular,oct,1,284,success,married,secondary,25,253,3,1
166,45,management,1199,no,no,telephone,feb,2,-1,unknown,married,tertiary,3,221,0,0
5543,29,self-employed,162,no,yes,cellular,jul,1,-1,unknown,single,tertiary,25,324,0,0
2541,59,retired,3444,no,no,cellular,feb,2,-1,unknown,divorced,tertiary,6,241,0,1
6000,32,technician,287,yes,no,unknown,may,8,-1,unknown,single,secondary,21,59,0,0
7244,74,retired,166,no,no,cellular,aug,1,-1,unknown,divorced,primary,13,99,0,0
6563,44,services,0,yes,no,unknown,may,1,-1,unknown,single,secondary,14,198,0,0
690,29,management,1808,no,no,cellular,jul,2,433,success,single,tertiary,7,273,1,1
7242,48,blue-collar,595,no,no,cellular,jul,1,-1,unknown,married,primary,24,464,0,0
2816,35,technician,1855,yes,no,unknown,may,1,-1,unknown,single,secondary,7,138,0,0
4519,51,services,122,no,yes,cellular,aug,2,-1,unknown,married,secondary,6,499,0,0
1353,41,services,-19,yes,no,unknown,may,1,-1,unknown,divorced,secondary,19,201,0,0
5908,53,services,257,yes,no,unknown,may,2,-1,unknown,married,unknown,5,209,0,0
3137,40,blue-collar,-66,yes,no,unknown,may,1,-1,unknown,married,primary,6,288,0,0
2321,46,technician,3308,no,no,cellular,jul,2,-1,unknown,married,unknown,28,219,0,1
848,37,management,1506,no,no,cellular,nov,3,80,success,married,primary,2,101,3,0
5147,37,management,6014,yes,no,cellular,jul,6,-1,unknown,married,tertiary,15,163,0,0
4434,41,admin.,224,yes,no,cellular,may,8,-1,unknown,single,secondary,12,22,0,0
568,48,unemployed,926,no,no,cellular,feb,4,185,success,married,secondary,15,382,6,1
5720,55,blue-collar,2854,yes,no,cellular,may,1,-1,unknown,married,secondary,7,312,0,0
1324,42,management,0,yes,no,cellular,nov,5,-1,unknown,divorced,primary,19,73,0,0
5595,45,admin.,5511,no,no,cellular,jul,1,-1,unknown,married,unknown,2,272,0,1
566,52,unemployed,1416,no,no,cellular,sep,3,187,success,married,secondary,13,218,3,1
4054,46,admin.,2196,no,no,cellular,jul,5,-1,unknown,divorced,secondary,28,573,0,1
5358,32,admin.,205,no,no,cellular,jul,3,-1,unknown,married,secondary,18,197,0,0
1553,29,technician,0,yes,no,cellular,may,2,337,failure,single,tertiary,7,347,6,1
2881,28,blue-collar,-197,yes,no,unknown,may,2,-1,unknown,single,secondary,9,2016,0,1
7372,51,blue-collar,7816,yes,no,unknown,may,2,-1,unknown,married,tertiary,12,76,0,0
5480,51,admin.,1330,yes,no,unknown,may,8,-1,unknown,married,primary,15,415,0,0
3752,32,blue-collar,1036,yes,yes,unknown,may,2,-1,unknown,single,secondary,30,62,0,0
4242,33,entrepreneur,606,yes,no,cellular,feb,1,-1,unknown,married,tertiary,2,194,0,0
4560,47,blue-collar,1230,yes,no,telephone,nov,1,-1,unknown,married,secondary,12,378,0,1
1055,68,retired,2027,no,no,cellular,jun,2,92,success,divorced,primary,15,619,2,1
2781,29,unemployed,2424,no,no,cellular,feb,1,-1,unknown,single,secondary,6,93,0,0
491,32,management,0,yes,no,cellular,apr,3,-1,unknown,single,tertiary,30,370,0,1
2245,36,blue-collar,679,yes,yes,cellular,may,1,-1,unknown,married,primary,13,115,0,0
2810,45,admin.,5346,yes,yes,unknown,oct,1,-1,unknown,married,secondary,21,187,0,1
4144,29,blue-collar,79,yes,no,unknown,may,2,-1,unknown,married,primary,27,22,0,0
1763,55,technician,1320,no,no,cellular,jul,1,91,success,married,tertiary,28,340,2,1
2675,25,technician,839,yes,no,cellular,may,3,-1,unknown,married,tertiary,18,700,0,1
649,39,management,2763,yes,no,unknown,jun,2,-1,unknown,married,tertiary,2,526,0,1
1176,45,blue-collar,-443,yes,yes,cellular,apr,1,-1,unknown,married,primary,20,691,0,1
2855,28,technician,5763,no,yes,cellular,mar,2,-1,unknown,single,secondary,5,196,0,1
5052,37,technician,1458,no,no,cellular,apr,1,-1,unknown,married,secondary,30,281,0,1
7122,37,services,239,yes,no,unknown,may,2,-1,unknown,divorced,secondary,23,140,0,0
3404,46,blue-collar,96,yes,no,cellular,nov,1,-1,unknown,single,primary,19,217,0,0
6935,33,management,1195,yes,no,telephone,may,4,-1,unknown,married,tertiary,13,355,0,0
3383,46,technician,0,no,no,unknown,jun,1,-1,unknown,married,tertiary,6,159,0,0
1381,30,admin.,270,no,no,cellular,feb,1,-1,unknown,single,secondary,9,123,0,1
5240,31,management,477,yes,no,cellular,nov,5,-1,unknown,married,tertiary,21,77,0,0
3953,39,management,0,yes,yes,cellular,jul,1,-1,unknown,married,tertiary,17,301,0,0
6888,33,management,62,yes,no,cellular,may,3,-1,unknown,single,tertiary,18,473,0,1
3096,57,technician,3105,yes,no,unknown,may,11,-1,unknown,divorced,secondary,14,173,0,0
5083,33,services,22,yes,no,unknown,may,1,-1,unknown,married,secondary,5,71,0,0
1436,60,management,79,no,no,unknown,jun,3,-1,unknown,married,tertiary,11,48,0,0
2997,29,self-employed,970,yes,no,cellular,may,1,-1,unknown,single,secondary,13,240,0,0
5574,33,self-employed,61,no,no,cellular,aug,3,-1,unknown,single,tertiary,19,836,0,1
1463,43,blue-collar,740,yes,no,unknown,jun,2,-1,unknown,single,secondary,20,585,0,1
2744,25,blue-collar,-289,yes,no,telephone,may,2,-1,unknown,single,primary,13,56,0,0
3692,46,blue-collar,781,no,no,unknown,may,1,-1,unknown,married,secondary,13,152,0,0
1303,38,technician,10596,no,no,cellular,aug,1,197,other,married,secondary,19,195,4,1
5024,33,technician,16992,yes,no,unknown,may,1,-1,unknown,married,tertiary,29,58,0,0
474,63,management,3115,no,no,cellular,nov,5,-1,unknown,married,tertiary,16,432,0,1
6078,51,unemployed,1801,no,no,cellular,apr,3,-1,unknown,married,tertiary,16,838,0,1
1910,32,management,578,no,yes,cellular,jul,2,-1,unknown,married,tertiary,22,29,0,0
484,49,management,1556,yes,no,cellular,jul,3,-1,unknown,single,tertiary,28,674,0,0
3878,36,services,365,no,no,cellular,may,1,-1,unknown,single,secondary,4,643,0,1
3818,34,technician,1026,no,no,cellular,nov,1,100,failure,married,secondary,12,319,6,0
433,38,blue-collar,2467,no,no,cellular,jun,1,-1,unknown,married,secondary,2,192,0,1
5255,29,unemployed,1374,no,no,cellular,may,2,178,success,single,primary,14,1205,7,1
5080,72,retired,1388,no,no,telephone,oct,1,-1,unknown,married,primary,20,513,0,1
2064,34,blue-collar,29,yes,no,cellular,may,5,-1,unknown,married,secondary,15,285,0,1
630,31,services,181,no,no,cellular,nov,2,93,success,single,secondary,13,239,2,1
2747,39,admin.,83,yes,no,cellular,jul,6,-1,unknown,divorced,secondary,30,69,0,0
6071,25,student,1868,no,no,cellular,oct,1,103,other,single,secondary,26,259,2,1
2268,26,student,294,no,no,cellular,mar,1,91,success,single,tertiary,5,87,2,1
7009,38,services,0,yes,no,cellular,apr,1,147,failure,married,tertiary,17,239,4,0
6110,37,technician,1610,no,no,unknown,jun,2,-1,unknown,married,secondary,16,140,0,0
4329,49,management,85,yes,no,cellular,may,5,359,other,married,tertiary,14,590,1,1
7046,79,retired,723,no,no,telephone,sep,1,79,failure,married,secondary,9,276,3,1
2489,39,services,471,yes,no,unknown,may,2,-1,unknown,divorced,primary,6,161,0,0
1354,32,technician,945,no,no,cellular,may,3,-1,unknown,single,secondary,4,312,0,0
1419,32,management,141,yes,no,cellular,may,3,89,success,married,tertiary,4,78,9,0
5453,37,blue-collar,3884,yes,no,cellular,apr,5,-1,unknown,married,secondary,20,28,0,0
1251,37,management,5016,no,no,cellular,aug,1,-1,unknown,married,tertiary,8,119,0,0
3959,36,management,102,yes,no,cellular,apr,1,-1,unknown,divorced,tertiary,14,114,0,0
3675,55,management,154,no,no,telephone,may,2,367,failure,married,tertiary,11,70,3,0
3562,47,blue-collar,1536,yes,no,cellular,apr,1,301,other,married,secondary,17,41,4,0
6881,51,management,346,no,no,cellular,aug,1,180,success,married,tertiary,11,237,6,1
5103,55,blue-collar,410,no,yes,cellular,jul,2,-1,unknown,divorced,primary,11,221,0,0
4526,25,blue-collar,192,no,no,telephone,jul,2,-1,unknown,single,secondary,4,112,0,0
4981,37,services,319,yes,no,unknown,jun,3,-1,unknown,divorced,secondary,6,467,0,1
