,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,marital,education,day,duration,previous,deposit
357,29,admin.,613,yes,no,unknown,jun,1,-1,unknown,single,secondary,19,779,0,0
5049,40,blue-collar,1841,yes,no,cellular,may,4,-1,unknown,married,primary,15,880,0,1
5365,32,management,71,no,no,cellular,feb,1,-1,unknown,married,tertiary,2,75,0,0
3426,25,student,293,yes,no,telephone,may,2,-1,unknown,single,secondary,5,170,0,0
606,38,services,2678,no,no,cellular,sep,2,187,success,married,secondary,28,282,1,1
6683,31,technician,433,no,no,cellular,aug,2,-1,unknown,single,secondary,11,1504,0,0
3352,47,services,1784,no,no,cellular,oct,2,-1,unknown,single,unknown,19,385,0,1
1431,46,blue-collar,922,yes,no,telephone,jul,1,-1,unknown,married,secondary,8,576,0,1
310,29,unemployed,497,yes,no,cellular,may,3,298,success,single,tertiary,18,642,6,1
6837,47,blue-collar,1568,yes,no,cellular,may,3,91,success,married,secondary,21,226,8,1
3114,60,housemaid,491,no,no,cellular,aug,4,-1,unknown,married,unknown,14,503,0,0
2824,38,services,775,no,no,cellular,feb,3,182,success,married,secondary,12,1835,2,1
4890,47,technician,1233,yes,no,unknown,sep,1,100,other,married,secondary,11,91,2,1
2977,29,technician,510,yes,no,unknown,jun,15,-1,unknown,single,secondary,16,179,0,0
1731,67,retired,203,no,no,cellular,oct,1,266,success,married,secondary,11,405,2,1
1174,59,management,474,no,no,cellular,aug,1,-1,unknown,married,tertiary,21,252,0,1
856,66,retired,2048,no,no,cellular,aug,1,-1,unknown,married,secondary,27,212,0,1
2331,36,management,1898,yes,yes,unknown,may,1,-1,unknown,married,secondary,30,233,0,0
877,19,student,60,no,no,cellular,aug,1,-1,unknown,single,unknown,14,253,0,0
1465,42,services,1301,yes,no,cellular,jul,6,-1,unknown,married,secondary,21,510,0,0
2609,33,management,131,yes,no,cellular,oct,3,427,failure,single,tertiary,12,209,2,1
471,26,management,6840,yes,no,unknown,may,2,-1,unknown,single,tertiary,28,1560,0,1
2350,31,student,64,no,no,cellular,jun,2,-1,unknown,single,tertiary,2,261,0,1
945,49,management,735,yes,no,unknown,may,3,-1,unknown,married,tertiary,13,50,0,0
1504,71,retired,275,no,no,cellular,jun,1,425,success,divorced,primary,14,293,1,1
6593,52,services,820,yes,no,cellular,feb,2,-1,unknown,married,secondary,2,135,0,0
5417,44,admin.,1074,yes,no,cellular,jul,2,-1,unknown,married,secondary,11,911,0,1
6639,32,technician,654,yes,no,cellular,may,4,-1,unknown,single,tertiary,25,615,0,1
4289,48,management,4415,yes,no,cellular,apr,3,141,failure,married,secondary,8,1032,7,1
2825,35,management,648,no,no,cellular,jul,2,-1,unknown,married,tertiary,30,674,0,0
795,40,management,-240,no,yes,unknown,may,3,-1,unknown,married,secondary,28,160,0,0
3576,32,admin.,0,no,no,cellular,jul,1,-1,unknown,married,secondary,25,209,0,0
3324,41,entrepreneur,353,no,no,cellular,nov,2,-1,unknown,married,secondary,19,90,0,0
3675,55,management,154,no,no,telephone,may,2,367,failure,married,tertiary,11,70,3,0
7212,35,management,73,yes,no,unknown,may,2,-1,unknown,single,secondary,28,79,0,0
1956,34,technician,260,yes,no,cellular,apr,2,238,failure,married,secondary,17,20,2,0
3868,50,management,6739,yes,no,cellular,jul,3,-1,unknown,married,tertiary,14,68,0,0
71,40,management,193,no,no,cellular,aug,6,-1,unknown,married,tertiary,18,105,0,0
960,45,blue-collar,101,yes,no,unknown,may,5,-1,unknown,married,primary,12,460,0,1
3128,43,management,2640,no,no,cellular,nov,4,-1,unknown,married,tertiary,21,314,0,1
5236,38,management,2656,no,no,cellular,jul,2,-1,unknown,married,tertiary,8,230,0,0
4349,78,retired,1204,no,no,telephone,nov,1,-1,unknown,married,tertiary,17,135,0,1
6150,26,student,198,no,no,cellular,feb,1,-1,unknown,single,unknown,5,161,0,0
5506,30,self-employed,655,no,no,cellular,sep,4,184,success,single,tertiary,23,272,1,1
6217,26,student,10086,no,no,cellular,apr,2,-1,unknown,single,tertiary,21,110,0,1
1310,37,management,586,yes,no,cellular,jul,2,-1,unknown,married,tertiary,11,141,0,0
2645,33,services,187,yes,no,cellular,apr,3,326,failure,single,secondary,20,168,1,0
2262,26,blue-collar,658,no,yes,telephone,jul,4,-1,unknown,single,secondary,23,34,0,0
2411,50,admin.,3608,yes,no,cellular,may,8,182,success,married,secondary,14,196,4,1
2275,39,management,756,yes,no,unknown,jun,1,-1,unknown,married,tertiary,2,268,0,0
5820,30,management,533,no,no,cellular,may,4,-1,unknown,single,tertiary,4,365,0,1
6349,36,entrepreneur,776,no,yes,cellular,jul,3,-1,unknown,divorced,tertiary,7,722,0,1
85,44,management,7177,no,no,unknown,jun,2,-1,unknown,married,tertiary,19,89,0,0
1648,48,management,2266,no,no,cellular,nov,1,-1,unknown,married,tertiary,18,676,0,1
6562,26,blue-collar,535,no,no,cellular,aug,1,-1,unknown,single,secondary,14,125,0,1
312,39,management,3518,yes,no,cellular,may,1,-1,unknown,married,tertiary,8,440,0,0
3796,35,blue-collar,0,yes,yes,cellular,apr,1,-1,unknown,married,secondary,8,519,0,0
2425,24,blue-collar,174,yes,yes,cellular,may,1,-1,unknown,single,secondary,18,487,0,1
2915,37,management,-666,yes,no,cellular,nov,2,-1,unknown,married,tertiary,18,204,0,0
746,26,student,864,yes,no,cellular,may,1,-1,unknown,single,secondary,15,659,0,1
6825,50,management,1165,no,no,cellular,jul,1,-1,unknown,married,secondary,16,455,0,1
3334,46,technician,57,no,no,unknown,may,1,-1,unknown,married,secondary,28,796,0,1
1047,53,services,367,yes,yes,cellular,jan,1,261,failure,married,secondary,29,155,2,0
1365,31,technician,2916,no,no,cellular,aug,2,-1,unknown,single,secondary,14,174,0,0
2793,40,blue-collar,0,yes,no,unknown,may,2,-1,unknown,married,secondary,16,167,0,0
1221,53,management,9072,no,no,cellular,nov,2,-1,unknown,married,tertiary,18,117,0,0
1678,49,admin.,228,yes,no,cellular,jun,1,92,success,single,tertiary,2,407,1,1
6051,32,management,2360,no,no,cellular,feb,2,160,other,single,tertiary,3,152,5,1
1301,60,retired,143,no,no,telephone,jan,1,-1,unknown,married,secondary,30,345,0,0
5749,43,self-employed,3003,no,no,cellular,aug,3,-1,unknown,married,tertiary,8,358,0,0
7064,32,management,1812,no,no,cellular,aug,1,182,other,married,tertiary,4,296,4,1
59,45,blue-collar,154,yes,no,unknown,may,1,-1,unknown,married,secondary,7,1138,0,1
1285,40,technician,568,yes,no,unknown,oct,1,-1,unknown,divorced,tertiary,24,112,0,1
4709,67,retired,1443,no,no,cellular,apr,1,-1,unknown,married,secondary,8,245,0,1
5119,42,services,247,yes,no,cellular,jul,2,-1,unknown,single,secondary,31,114,0,0
2192,32,admin.,1630,yes,no,cellular,jan,1,-1,unknown,single,secondary,30,122,0,0
6861,36,services,0,yes,yes,cellular,jul,4,-1,unknown,married,secondary,15,201,0,0
6492,45,student,1527,no,no,cellular,mar,1,-1,unknown,single,unknown,8,132,0,1
3711,50,self-employed,10052,no,no,cellular,aug,2,-1,unknown,married,secondary,13,665,0,1
1062,47,blue-collar,4157,no,no,unknown,jun,3,-1,unknown,married,primary,11,90,0,0
5352,31,self-employed,322,yes,no,unknown,may,1,-1,unknown,married,tertiary,8,159,0,0
1521,45,blue-collar,-207,no,no,cellular,jul,2,-1,unknown,divorced,primary,15,878,0,1
6692,30,management,1221,yes,no,telephone,jul,4,-1,unknown,married,tertiary,25,279,0,1
1322,32,technician,6746,no,no,cellular,nov,1,-1,unknown,single,tertiary,11,199,0,1
6873,29,management,1445,no,no,cellular,apr,2,143,success,single,tertiary,26,328,2,1
2239,52,services,36,yes,yes,cellular,may,1,-1,unknown,divorced,secondary,11,930,0,1
2945,73,retired,279,no,no,cellular,jan,3,-1,unknown,married,primary,28,399,0,1
3659,34,admin.,2064,yes,no,unknown,may,2,-1,unknown,married,secondary,26,165,0,0
5091,31,technician,2388,no,no,cellular,aug,1,-1,unknown,single,secondary,5,123,0,0
3764,43,admin.,877,yes,no,cellular,feb,1,-1,unknown,married,secondary,2,135,0,0
6996,45,technician,1412,yes,no,cellular,may,4,-1,unknown,married,secondary,11,764,0,0
601,43,blue-collar,2952,no,no,cellular,aug,2,95,other,married,primary,3,417,1,1
7154,33,admin.,146,no,no,cellular,oct,1,91,success,single,tertiary,22,380,3,1
2848,44,technician,285,yes,no,cellular,may,3,-1,unknown,single,secondary,12,373,0,0
122,47,admin.,1358,yes,no,cellular,may,4,-1,unknown,married,secondary,14,80,0,0
5199,47,management,1147,no,no,cellular,jun,1,95,failure,married,tertiary,2,654,1,1
3750,38,blue-collar,3598,no,no,unknown,jun,1,-1,unknown,married,secondary,6,154,0,0
4920,45,blue-collar,5461,yes,no,cellular,nov,2,-1,unknown,married,primary,20,841,0,1
3231,27,services,1820,yes,no,cellular,jul,1,-1,unknown,single,secondary,17,1027,0,1
5435,27,technician,7102,yes,no,unknown,may,9,-1,unknown,married,secondary,30,141,0,0
2662,44,blue-collar,36,yes,no,unknown,may,1,-1,unknown,single,secondary,8,712,0,0
7243,44,blue-collar,1265,yes,no,cellular,jul,1,-1,unknown,married,primary,16,555,0,1
1921,20,student,6991,no,no,cellular,aug,2,-1,unknown,single,primary,12,178,0,1
1993,48,self-employed,1559,no,no,cellular,feb,2,-1,unknown,married,secondary,4,130,0,0
6317,47,entrepreneur,0,no,no,telephone,nov,2,-1,unknown,married,tertiary,18,103,0,0
1222,24,admin.,0,yes,no,cellular,apr,1,-1,unknown,married,secondary,16,284,0,0
1407,36,blue-collar,1127,yes,no,cellular,jul,1,-1,unknown,single,secondary,10,455,0,0
1102,31,admin.,1130,yes,no,cellular,jul,5,-1,unknown,married,secondary,23,236,0,0
4427,33,self-employed,454,no,yes,cellular,nov,1,-1,unknown,divorced,tertiary,18,134,0,0
4075,54,technician,2133,no,no,cellular,nov,1,-1,unknown,divorced,tertiary,18,176,0,0
5913,39,blue-collar,284,yes,yes,cellular,apr,2,318,failure,married,secondary,17,1426,6,0
538,58,housemaid,497,no,no,unknown,jun,5,-1,unknown,married,tertiary,11,138,0,0
3417,55,services,2923,yes,no,unknown,may,2,-1,unknown,divorced,primary,15,104,0,0
3901,48,blue-collar,1730,yes,no,cellular,feb,1,178,failure,married,secondary,4,489,2,1
7184,34,services,-538,yes,no,unknown,may,1,-1,unknown,married,secondary,26,682,0,1
4419,55,management,16786,no,no,cellular,nov,1,-1,unknown,married,tertiary,18,90,0,0
4214,24,student,597,yes,no,cellular,apr,3,-1,unknown,single,secondary,20,943,0,1
3112,37,technician,980,no,no,cellular,aug,5,-1,unknown,single,secondary,8,1306,0,1
3471,43,technician,1358,no,no,cellular,mar,3,-1,unknown,married,secondary,10,159,0,1
734,32,entrepreneur,762,no,no,cellular,jul,11,-1,unknown,married,tertiary,19,187,0,1
2957,32,admin.,6981,yes,no,cellular,jun,1,194,failure,single,secondary,2,154,3,0
3886,32,technician,696,yes,no,unknown,jun,1,-1,unknown,married,secondary,2,815,0,1
4002,41,admin.,882,yes,yes,unknown,may,2,-1,unknown,single,secondary,28,145,0,0
3797,45,technician,2571,no,no,unknown,jun,2,-1,unknown,married,secondary,18,146,0,0
3583,29,management,428,no,no,cellular,may,2,-1,unknown,single,tertiary,22,293,0,1
4051,38,management,1365,yes,no,unknown,jun,1,-1,unknown,married,primary,5,224,0,0
5252,30,blue-collar,5956,yes,yes,cellular,nov,1,139,failure,married,primary,20,405,1,0
6457,37,services,981,no,no,cellular,jul,2,386,success,married,secondary,7,682,1,1
7034,37,management,1125,yes,no,unknown,jun,1,-1,unknown,married,tertiary,3,301,0,0
703,26,management,155,yes,no,cellular,may,4,43,other,single,tertiary,27,74,5,0
6876,52,services,-336,no,yes,unknown,jun,8,-1,unknown,married,secondary,12,111,0,0
4602,27,services,302,no,no,cellular,jul,1,-1,unknown,single,secondary,3,203,0,1
293,31,technician,969,no,no,cellular,jun,1,-1,unknown,single,tertiary,15,95,0,0
2424,33,management,1909,no,no,cellular,aug,2,-1,unknown,single,tertiary,8,191,0,0
3844,29,unemployed,25,no,no,cellular,apr,2,-1,unknown,single,secondary,14,207,0,1
4645,50,retired,8648,no,no,cellular,may,3,176,failure,married,secondary,12,731,1,1
3522,39,entrepreneur,2644,yes,no,unknown,may,1,-1,unknown,married,tertiary,20,253,0,0
977,36,blue-collar,2079,yes,yes,unknown,may,2,-1,unknown,married,primary,19,403,0,0
6127,27,management,3104,yes,no,unknown,may,2,-1,unknown,single,tertiary,28,160,0,0
3155,36,management,0,no,no,cellular,aug,1,-1,unknown,divorced,tertiary,4,1165,0,1
2965,54,admin.,200,no,no,cellular,jun,1,-1,unknown,divorced,secondary,3,170,0,1
4485,32,management,623,no,no,cellular,jul,3,194,failure,single,tertiary,6,335,2,1
6959,29,services,19,yes,no,cellular,jul,6,-1,unknown,married,secondary,29,327,0,0
3881,76,retired,802,no,no,cellular,mar,1,181,success,divorced,primary,9,241,5,1
6652,36,admin.,1815,no,no,unknown,jun,1,-1,unknown,single,unknown,5,387,0,0
2117,29,self-employed,1,no,no,cellular,jul,3,-1,unknown,married,tertiary,18,167,0,0
774,23,management,1506,no,no,cellular,mar,4,-1,unknown,single,tertiary,9,131,0,1
2355,33,blue-collar,312,yes,no,unknown,jun,2,-1,unknown,married,secondary,4,151,0,0
7045,57,retired,1044,no,no,telephone,jan,1,192,success,married,secondary,11,585,2,1
955,46,management,0,yes,no,cellular,jul,2,-1,unknown,married,tertiary,14,247,0,0
3431,59,technician,10925,no,no,cellular,apr,1,-1,unknown,married,secondary,21,100,0,1
6991,29,blue-collar,580,yes,yes,cellular,apr,2,-1,unknown,married,secondary,17,1311,0,1
6086,28,admin.,330,no,no,cellular,jun,2,182,success,married,secondary,2,226,4,1
4155,40,housemaid,0,no,no,cellular,aug,20,-1,unknown,married,primary,28,16,0,0
4808,41,technician,501,yes,no,unknown,may,5,-1,unknown,married,secondary,19,579,0,1
2125,26,student,689,no,no,cellular,may,2,-1,unknown,single,unknown,25,678,0,1
1820,33,admin.,1437,yes,no,unknown,may,1,-1,unknown,single,secondary,21,641,0,0
7389,37,services,775,no,no,cellular,aug,2,-1,unknown,married,secondary,14,150,0,1
7294,56,services,1150,no,yes,cellular,nov,1,117,failure,married,secondary,17,107,3,0
400,28,technician,3,no,no,telephone,may,8,349,failure,single,secondary,18,40,6,0
5645,57,management,0,no,no,cellular,jan,1,-1,unknown,married,secondary,28,132,0,0
3120,28,self-employed,1579,no,no,cellular,oct,3,-1,unknown,single,tertiary,14,122,0,0
2802,30,blue-collar,35,yes,no,cellular,jul,2,-1,unknown,married,primary,11,366,0,0
2128,48,blue-collar,1596,yes,no,unknown,may,1,-1,unknown,married,secondary,14,760,0,1
2974,43,blue-collar,413,yes,no,cellular,aug,2,182,success,married,secondary,12,235,4,1
1192,46,services,5,yes,yes,cellular,jan,2,-1,unknown,divorced,secondary,29,305,0,0
2421,49,management,2881,no,no,cellular,mar,3,-1,unknown,married,tertiary,2,120,0,1
6422,35,admin.,437,yes,no,unknown,jun,1,-1,unknown,divorced,secondary,4,908,0,1
3935,53,technician,476,yes,no,cellular,jan,1,-1,unknown,married,tertiary,28,160,0,0
6120,40,services,316,no,no,unknown,jun,5,-1,unknown,single,secondary,11,122,0,0
7209,42,management,254,no,no,cellular,dec,7,183,success,married,tertiary,9,288,4,1
2871,59,retired,1423,yes,no,unknown,may,2,-1,unknown,married,primary,15,584,0,0
2037,30,admin.,315,yes,no,cellular,may,3,346,failure,single,secondary,14,884,4,1
6130,38,technician,226,yes,no,unknown,may,3,-1,unknown,married,secondary,30,762,0,1
5551,26,technician,15161,no,no,cellular,feb,1,-1,unknown,single,tertiary,2,280,0,1
3612,34,self-employed,1261,yes,no,cellular,apr,2,-1,unknown,single,secondary,9,169,0,0
5055,38,management,0,no,no,cellular,sep,12,197,failure,married,tertiary,24,246,6,0
1888,34,blue-collar,-78,yes,no,unknown,may,1,-1,unknown,married,primary,9,198,0,0
3203,70,retired,3782,no,no,cellular,mar,1,-1,unknown,married,primary,16,618,0,0
5997,67,retired,1746,no,no,cellular,aug,1,-1,unknown,divorced,primary,5,134,0,0
2007,33,technician,2976,yes,no,cellular,nov,2,95,other,married,tertiary,9,465,12,0
2405,39,blue-collar,-119,no,no,unknown,jun,6,-1,unknown,married,primary,17,135,0,0
1355,27,admin.,941,yes,no,cellular,jul,1,-1,unknown,married,secondary,11,124,0,0
7138,29,services,146,yes,no,unknown,may,2,-1,unknown,single,secondary,19,104,0,0
7397,41,technician,102,yes,yes,unknown,may,9,-1,unknown,married,secondary,14,387,0,0
828,43,management,0,no,no,cellular,aug,2,-1,unknown,single,tertiary,11,155,0,0
5241,44,unemployed,1151,yes,no,unknown,jun,2,-1,unknown,married,tertiary,5,127,0,0
4716,38,services,-349,yes,no,cellular,apr,2,328,failure,married,secondary,20,111,5,0
1229,31,admin.,430,yes,no,cellular,apr,2,-1,unknown,single,secondary,15,103,0,0
4351,55,management,568,no,no,cellular,aug,10,-1,unknown,married,tertiary,12,940,0,1
4891,66,retired,154,no,no,cellular,jul,5,181,failure,married,secondary,15,268,2,1
3785,59,retired,-47,yes,no,cellular,aug,4,-1,unknown,married,primary,27,84,0,0
6371,32,housemaid,10,yes,no,unknown,jun,2,-1,unknown,married,tertiary,2,658,0,0
3001,52,services,431,no,no,cellular,aug,17,-1,unknown,married,secondary,26,73,0,0
921,33,technician,719,yes,no,cellular,apr,2,316,failure,single,secondary,9,448,6,1
5060,35,admin.,-32,no,yes,cellular,aug,2,178,success,single,secondary,6,366,9,1
3336,32,management,124,no,no,cellular,feb,2,-1,unknown,single,tertiary,4,87,0,0
3705,42,entrepreneur,169,yes,no,telephone,may,4,-1,unknown,married,secondary,15,87,0,0
7211,27,blue-collar,232,yes,no,cellular,oct,2,-1,unknown,single,primary,26,701,0,1
7387,56,blue-collar,827,yes,no,telephone,may,4,-1,unknown,married,primary,15,462,0,1
4616,62,retired,298,no,no,cellular,nov,2,-1,unknown,married,secondary,17,709,0,1
190,37,technician,189,no,no,cellular,jun,2,-1,unknown,married,unknown,16,162,0,1
5015,40,blue-collar,13,yes,no,unknown,jul,1,-1,unknown,married,primary,4,178,0,0
6962,73,retired,1843,no,no,cellular,sep,2,-1,unknown,married,tertiary,11,106,0,1
3847,32,technician,696,no,yes,cellular,aug,4,105,failure,single,tertiary,13,101,4,0
7080,58,housemaid,435,yes,no,telephone,jul,6,-1,unknown,married,primary,28,122,0,0
1171,42,technician,305,yes,no,cellular,aug,4,-1,unknown,divorced,secondary,28,82,0,0
6266,47,entrepreneur,0,no,no,unknown,jun,1,-1,unknown,married,secondary,5,1446,0,1
2168,78,retired,2628,no,no,telephone,apr,2,-1,unknown,divorced,unknown,14,129,0,0
6330,50,management,60,no,no,cellular,aug,2,-1,unknown,divorced,tertiary,19,255,0,0
5845,42,technician,446,no,no,cellular,aug,3,-1,unknown,married,tertiary,6,286,0,0
1013,51,blue-collar,955,no,yes,cellular,dec,3,-1,unknown,married,secondary,17,221,0,1
5765,54,retired,6102,yes,yes,unknown,may,6,-1,unknown,divorced,tertiary,21,86,0,0
679,29,blue-collar,7,yes,no,cellular,may,3,-1,unknown,married,primary,12,69,0,0
4876,32,admin.,1604,no,yes,cellular,jul,1,-1,unknown,married,secondary,7,625,0,1
3560,72,retired,2600,no,no,cellular,feb,2,82,success,married,primary,3,443,3,1
3457,57,management,256,no,no,cellular,jun,2,91,success,married,tertiary,5,304,1,1
3149,43,blue-collar,232,no,yes,cellular,may,1,-1,unknown,married,primary,15,45,0,0
4874,34,management,828,no,yes,cellular,aug,3,-1,unknown,married,tertiary,11,1080,0,1
4538,33,management,3143,no,no,cellular,jun,2,-1,unknown,single,tertiary,29,421,0,1
1002,71,retired,2887,no,no,cellular,jun,1,-1,unknown,married,tertiary,30,128,0,1
6802,23,blue-collar,-213,no,no,unknown,may,2,-1,unknown,married,primary,13,165,0,0
6194,70,retired,3230,no,no,cellular,nov,1,-1,unknown,married,primary,24,112,0,0
3022,43,blue-collar,1025,yes,no,cellular,jun,1,-1,unknown,married,secondary,2,106,0,0
5667,48,technician,178,yes,no,unknown,jun,4,-1,unknown,married,secondary,17,320,0,0
1936,26,student,620,no,no,cellular,may,1,94,success,single,secondary,22,223,1,1
770,36,entrepreneur,0,no,no,unknown,jun,3,-1,unknown,married,tertiary,2,87,0,0
5572,35,technician,126,no,no,cellular,aug,2,-1,unknown,single,secondary,22,112,0,0
5599,30,technician,2326,no,no,cellular,dec,1,175,failure,married,secondary,14,420,2,1
5292,39,management,271,yes,no,cellular,aug,1,-1,unknown,married,tertiary,12,1344,0,1
5189,36,management,625,yes,no,cellular,jul,9,-1,unknown,married,tertiary,18,1360,0,1
2420,38,management,1875,no,no,cellular,nov,1,-1,unknown,married,tertiary,17,286,0,0
914,28,admin.,352,yes,yes,cellular,may,1,-1,unknown,single,secondary,18,431,0,1
2908,58,self-employed,2596,no,no,telephone,nov,2,-1,unknown,married,tertiary,18,15,0,0
571,70,retired,0,no,no,cellular,oct,1,92,success,married,secondary,27,258,5,1
5072,28,management,957,no,no,cellular,may,2,-1,unknown,single,tertiary,25,915,0,1
26,52,admin.,204,no,no,cellular,aug,2,-1,unknown,married,primary,19,123,0,0
1435,45,technician,1831,no,no,cellular,may,2,-1,unknown,married,secondary,27,275,0,1
4091,33,management,1240,yes,no,cellular,feb,2,260,other,single,tertiary,4,505,1,0
3133,64,retired,466,yes,no,cellular,oct,1,-1,unknown,married,secondary,18,526,0,1
3390,40,technician,4736,yes,no,cellular,feb,2,-1,unknown,divorced,tertiary,11,285,0,1
2001,30,management,1239,no,no,cellular,aug,5,-1,unknown,married,tertiary,28,125,0,0
4902,39,management,224,no,no,cellular,apr,1,-1,unknown,divorced,tertiary,5,208,0,1
6949,31,blue-collar,754,yes,no,unknown,may,4,-1,unknown,married,secondary,19,1022,0,1
7068,35,self-employed,28,no,yes,unknown,jul,3,-1,unknown,married,secondary,2,159,0,0
30,28,housemaid,19,no,no,cellular,apr,1,-1,unknown,single,tertiary,17,149,0,1
7374,21,student,2488,no,no,cellular,oct,1,-1,unknown,single,secondary,12,180,0,1
5383,25,student,108,no,no,cellular,apr,3,-1,unknown,single,secondary,29,305,0,1
5747,30,admin.,39,yes,no,cellular,jul,3,-1,unknown,married,secondary,28,101,0,0
7228,25,student,10,yes,no,cellular,jul,4,-1,unknown,married,tertiary,21,857,0,1
6180,39,blue-collar,661,yes,no,cellular,feb,4,267,failure,married,secondary,3,84,4,0
2146,24,admin.,1052,no,no,cellular,apr,1,-1,unknown,single,secondary,30,354,0,1
504,43,management,-183,no,no,cellular,jul,1,-1,unknown,married,tertiary,24,65,0,0
6926,57,blue-collar,3196,no,no,cellular,aug,4,-1,unknown,married,unknown,28,161,0,0
2538,35,entrepreneur,2971,no,no,cellular,may,4,164,failure,married,secondary,4,429,2,1
7158,55,blue-collar,7378,no,no,unknown,may,3,-1,unknown,divorced,secondary,14,316,0,0
5521,30,management,572,no,no,cellular,jun,3,183,success,single,tertiary,17,339,2,1
2559,33,unemployed,4874,no,no,telephone,feb,2,-1,unknown,single,tertiary,22,363,0,0
6143,38,technician,940,no,no,cellular,aug,7,-1,unknown,married,tertiary,12,191,0,0
232,38,services,1222,yes,no,unknown,jun,2,-1,unknown,single,tertiary,5,237,0,0
2157,35,blue-collar,0,yes,no,cellular,feb,3,280,other,single,secondary,9,226,1,0
954,42,management,478,no,yes,cellular,jul,1,-1,unknown,married,tertiary,8,165,0,0
7393,42,admin.,947,no,no,cellular,jul,2,-1,unknown,married,secondary,30,158,0,0
4247,59,technician,0,no,no,cellular,aug,2,-1,unknown,married,secondary,29,62,0,0
1981,36,admin.,592,no,no,cellular,oct,2,99,failure,divorced,secondary,13,204,5,1
1418,36,management,563,no,no,unknown,jun,4,-1,unknown,divorced,tertiary,20,10,0,0
4762,38,technician,-1,no,no,cellular,aug,4,-1,unknown,married,tertiary,8,188,0,0
1655,34,blue-collar,695,yes,yes,unknown,may,4,-1,unknown,married,primary,16,1064,0,1
6250,47,technician,4568,no,no,unknown,jun,1,-1,unknown,married,tertiary,9,100,0,0
2056,29,management,560,no,no,cellular,apr,1,307,failure,single,unknown,5,459,1,1
4613,34,admin.,557,no,no,cellular,nov,1,-1,unknown,single,secondary,17,224,0,1
5682,21,student,1506,no,no,cellular,sep,1,-1,unknown,single,unknown,14,340,0,1
1354,32,technician,945,no,no,cellular,may,3,-1,unknown,single,secondary,4,312,0,0
3438,35,blue-collar,526,yes,no,cellular,feb,2,-1,unknown,married,primary,2,914,0,0
2219,29,student,67,no,no,cellular,feb,1,187,success,single,secondary,23,211,5,1
5716,20,admin.,336,no,yes,cellular,jun,1,-1,unknown,single,secondary,5,133,0,0
377,27,blue-collar,23,no,no,cellular,feb,2,-1,unknown,single,secondary,26,590,0,0
4880,39,technician,1048,yes,yes,cellular,apr,2,-1,unknown,single,secondary,8,201,0,0
2973,56,services,530,yes,no,unknown,may,7,-1,unknown,married,secondary,20,51,0,0
5941,39,admin.,130,yes,yes,cellular,feb,2,-1,unknown,married,secondary,4,1290,0,1
4417,41,technician,1646,yes,no,cellular,may,1,90,success,single,tertiary,5,258,7,1
4295,27,services,339,no,no,cellular,jun,1,-1,unknown,single,secondary,4,182,0,1
5137,34,admin.,-33,yes,yes,cellular,jul,1,-1,unknown,married,secondary,10,961,0,1
3735,28,blue-collar,61,yes,no,cellular,may,2,319,success,married,secondary,4,226,1,1
553,29,technician,477,yes,yes,cellular,may,1,305,failure,divorced,secondary,11,58,1,0
1708,32,self-employed,14522,no,no,cellular,nov,7,-1,unknown,married,tertiary,21,221,0,0
6167,34,blue-collar,455,yes,no,unknown,jun,3,-1,unknown,married,primary,20,372,0,0
4718,32,management,134,no,yes,cellular,aug,2,-1,unknown,married,tertiary,29,162,0,0
1827,38,blue-collar,0,no,no,unknown,jun,2,-1,unknown,divorced,primary,12,49,0,0
1392,49,admin.,0,no,no,cellular,aug,2,-1,unknown,married,secondary,22,115,0,0
1913,34,management,1173,no,yes,cellular,jul,1,-1,unknown,divorced,tertiary,18,93,0,0
3485,35,services,52,yes,no,cellular,mar,4,-1,unknown,married,secondary,2,378,0,1
2509,31,blue-collar,1205,yes,no,cellular,apr,1,328,other,single,secondary,16,462,2,0
6366,38,services,173,yes,no,unknown,may,2,-1,unknown,married,secondary,20,130,0,0
3818,34,technician,1026,no,no,cellular,nov,1,100,failure,married,secondary,12,319,6,0
5071,46,admin.,974,no,no,cellular,mar,1,-1,unknown,married,secondary,17,178,0,1
6214,36,management,811,no,no,cellular,mar,1,-1,unknown,single,tertiary,6,229,0,1
1876,75,retired,3771,no,no,telephone,oct,1,183,failure,married,secondary,16,186,1,1
4380,33,management,23,yes,yes,cellular,feb,1,-1,unknown,married,tertiary,6,150,0,0
4272,50,services,77,no,no,cellular,may,2,-1,unknown,married,secondary,27,138,0,0
5968,36,blue-collar,21,no,no,telephone,nov,1,-1,unknown,married,primary,20,35,0,0
2108,37,services,278,yes,no,unknown,jun,3,-1,unknown,single,secondary,3,1045,0,1
5212,30,services,1788,no,no,cellular,aug,1,181,failure,single,tertiary,4,288,2,1
2106,47,unknown,1880,no,no,unknown,jun,2,-1,unknown,married,unknown,18,64,0,0
7216,28,blue-collar,0,yes,yes,unknown,jun,4,-1,unknown,single,primary,3,380,0,0
4619,49,unemployed,377,no,no,cellular,may,1,59,failure,married,tertiary,22,158,2,0
2715,50,entrepreneur,78,no,no,telephone,jun,1,-1,unknown,married,secondary,4,143,0,0
6445,48,management,1744,no,no,unknown,jun,1,-1,unknown,married,primary,9,181,0,0
1907,35,management,68,no,no,unknown,jun,1,-1,unknown,single,tertiary,6,1085,0,1
