,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,marital,education,deposit
1505,46,housemaid,312,yes,yes,cellular,jul,7,-1,unknown,married,primary,0
2529,54,management,1114,yes,no,cellular,nov,2,175,other,married,tertiary,0
4455,33,housemaid,2054,no,no,cellular,aug,6,-1,unknown,married,primary,1
5823,23,blue-collar,272,no,no,cellular,aug,2,-1,unknown,married,secondary,1
3645,29,management,941,yes,no,unknown,jun,11,-1,unknown,married,tertiary,0
825,48,technician,-938,yes,no,cellular,may,1,344,failure,married,secondary,0
4836,52,blue-collar,2800,no,no,unknown,jun,1,-1,unknown,divorced,primary,0
3750,56,blue-collar,-85,yes,yes,unknown,may,1,-1,unknown,married,primary,0
961,53,management,-601,yes,no,unknown,may,2,-1,unknown,married,tertiary,0
3632,30,services,80,yes,no,unknown,may,2,-1,unknown,married,secondary,0
7178,60,blue-collar,5,no,no,cellular,oct,1,-1,unknown,married,primary,1
4800,38,admin.,47,yes,yes,cellular,jul,11,-1,unknown,married,secondary,0
3980,54,services,0,no,no,cellular,sep,1,-1,unknown,single,secondary,1
830,43,management,0,no,no,cellular,aug,2,-1,unknown,single,tertiary,0
2710,53,admin.,223,yes,yes,cellular,jul,1,-1,unknown,divorced,secondary,0
4636,54,management,4393,yes,no,unknown,may,3,-1,unknown,single,tertiary,1
3355,53,self-employed,6,yes,no,unknown,may,2,-1,unknown,married,primary,0
7351,60,retired,1690,no,no,unknown,jun,4,-1,unknown,married,secondary,1
3801,45,technician,2571,no,no,unknown,jun,2,-1,unknown,married,secondary,0
3191,33,services,-384,yes,no,cellular,jul,1,-1,unknown,married,secondary,0
3839,30,blue-collar,282,yes,yes,unknown,may,2,-1,unknown,married,secondary,0
5621,32,technician,3255,no,no,cellular,jun,2,-1,unknown,divorced,tertiary,1
3262,35,management,6659,yes,no,unknown,may,1,-1,unknown,single,tertiary,0
965,44,management,-600,yes,no,cellular,aug,1,-1,unknown,married,tertiary,0
197,30,blue-collar,297,no,no,cellular,apr,4,-1,unknown,single,tertiary,1
3243,22,student,107,no,no,cellular,apr,1,-1,unknown,single,secondary,1
5719,42,blue-collar,419,yes,yes,unknown,may,4,-1,unknown,divorced,primary,0
4253,41,admin.,2002,yes,no,cellular,may,2,350,failure,single,secondary,0
3004,49,services,411,no,no,telephone,may,6,-1,unknown,married,tertiary,0
3405,35,blue-collar,-461,no,no,unknown,may,1,-1,unknown,married,secondary,0
4571,31,management,1514,no,no,cellular,aug,2,-1,unknown,married,tertiary,0
5068,38,management,0,no,no,cellular,sep,12,197,failure,married,tertiary,0
6303,24,student,834,no,no,cellular,sep,1,-1,unknown,single,tertiary,1
1052,26,admin.,-326,yes,no,unknown,may,3,-1,unknown,single,secondary,0
643,53,technician,195,yes,no,cellular,may,1,90,success,married,secondary,1
2644,31,management,22867,yes,no,unknown,may,2,-1,unknown,married,tertiary,0
2020,40,blue-collar,-426,no,yes,unknown,may,1,-1,unknown,divorced,secondary,0
6495,51,technician,1533,no,no,unknown,jun,2,-1,unknown,married,tertiary,0
7089,55,housemaid,10,no,no,cellular,feb,3,-1,unknown,married,primary,0
3425,56,admin.,0,no,yes,cellular,jul,1,-1,unknown,divorced,primary,0
1674,54,unemployed,3611,yes,no,cellular,feb,1,-1,unknown,single,secondary,0
4146,33,services,-27,yes,no,unknown,may,1,-1,unknown,single,secondary,0
5845,39,blue-collar,1382,yes,no,cellular,aug,1,182,success,married,secondary,1
7390,53,entrepreneur,1129,no,yes,cellular,jul,8,-1,unknown,married,tertiary,0
5001,29,management,502,no,no,cellular,apr,2,199,other,single,tertiary,0
1920,20,student,6991,no,no,cellular,aug,2,-1,unknown,single,primary,1
446,36,management,14930,no,no,cellular,jul,1,-1,unknown,divorced,tertiary,0
3304,24,blue-collar,-389,yes,yes,unknown,jun,1,-1,unknown,married,secondary,1
5151,57,admin.,2120,no,no,cellular,aug,4,-1,unknown,married,secondary,1
6966,50,technician,2218,yes,no,cellular,aug,1,-1,unknown,married,secondary,1
5850,42,technician,446,no,no,cellular,aug,3,-1,unknown,married,tertiary,0
2477,33,management,280,no,yes,cellular,nov,1,-1,unknown,divorced,tertiary,0
1703,32,self-employed,14522,no,no,cellular,nov,7,-1,unknown,married,tertiary,0
5933,39,blue-collar,649,yes,no,cellular,apr,1,-1,unknown,single,secondary,1
6922,90,retired,712,no,no,telephone,mar,1,-1,unknown,divorced,primary,1
1105,41,entrepreneur,406,no,no,unknown,jun,1,-1,unknown,married,primary,0
3835,85,retired,7613,no,no,cellular,feb,3,-1,unknown,divorced,primary,1
1549,28,management,185,no,no,cellular,jan,2,-1,unknown,single,tertiary,0
300,34,management,101,yes,no,cellular,aug,5,-1,unknown,married,tertiary,0
2674,35,management,397,yes,no,cellular,apr,1,-1,unknown,single,tertiary,1
2560,47,technician,-9,no,no,cellular,aug,2,-1,unknown,married,secondary,0
6963,35,technician,0,yes,no,telephone,aug,2,-1,unknown,single,tertiary,0
4961,47,management,866,no,no,unknown,jun,7,-1,unknown,married,tertiary,0
4162,51,self-employed,5350,yes,yes,cellular,jul,4,-1,unknown,married,tertiary,1
7223,64,retired,1574,no,no,telephone,jul,3,-1,unknown,married,secondary,1
3614,34,admin.,1467,yes,no,cellular,apr,1,332,failure,married,secondary,0
4238,44,admin.,429,yes,no,telephone,oct,1,-1,unknown,divorced,primary,1
3997,31,technician,253,no,no,cellular,jan,1,-1,unknown,single,secondary,0
847,55,services,244,yes,no,cellular,may,1,-1,unknown,married,secondary,0
3983,38,blue-collar,530,yes,no,cellular,apr,3,-1,unknown,married,secondary,0
1575,34,technician,0,yes,no,cellular,aug,1,470,failure,married,secondary,1
3633,35,management,592,no,yes,unknown,may,1,-1,unknown,single,tertiary,0
7213,27,blue-collar,232,yes,no,cellular,oct,2,-1,unknown,single,primary,1
1518,26,student,5169,yes,no,cellular,may,1,35,failure,single,tertiary,1
1350,41,services,-19,yes,no,unknown,may,1,-1,unknown,divorced,secondary,0
763,45,management,644,yes,no,cellular,nov,1,168,success,divorced,secondary,1
2333,49,blue-collar,0,yes,no,cellular,jul,2,-1,unknown,divorced,primary,0
5856,44,technician,982,yes,no,unknown,may,3,-1,unknown,divorced,secondary,1
6957,60,admin.,1614,no,no,cellular,aug,6,-1,unknown,married,tertiary,1
3356,48,technician,-154,no,no,unknown,jun,3,-1,unknown,divorced,secondary,0
573,32,blue-collar,759,yes,no,cellular,apr,5,-1,unknown,married,secondary,1
4586,49,technician,12531,no,no,cellular,aug,8,-1,unknown,married,secondary,0
1197,43,admin.,132,no,no,cellular,may,2,71,success,married,secondary,1
1951,37,blue-collar,719,yes,no,cellular,may,1,365,failure,divorced,secondary,0
2290,40,self-employed,-94,yes,no,cellular,jul,1,-1,unknown,single,tertiary,0
4645,36,admin.,980,no,no,cellular,jul,3,179,failure,single,tertiary,0
919,19,student,329,no,no,cellular,apr,1,190,success,single,secondary,1
915,69,retired,324,no,no,cellular,aug,1,189,success,married,primary,0
665,42,technician,2,no,no,unknown,may,2,-1,unknown,married,secondary,0
2835,36,management,495,no,no,cellular,sep,1,37,success,married,tertiary,1
5378,38,technician,0,no,no,cellular,aug,2,-1,unknown,single,secondary,0
3544,32,management,1331,no,no,cellular,nov,1,92,failure,married,tertiary,1
743,54,blue-collar,-636,yes,no,unknown,may,3,-1,unknown,married,primary,0
6489,38,technician,1919,no,no,cellular,aug,1,-1,unknown,married,secondary,1
3000,29,self-employed,970,yes,no,cellular,may,1,-1,unknown,single,secondary,0
3295,71,retired,1236,yes,no,cellular,sep,4,-1,unknown,divorced,tertiary,1
6308,30,admin.,523,no,yes,cellular,mar,1,-1,unknown,single,secondary,1
3159,35,technician,13460,yes,no,cellular,may,3,-1,unknown,single,tertiary,1
2441,41,services,205,yes,no,unknown,may,1,-1,unknown,married,secondary,0
6278,35,services,377,no,yes,cellular,jul,13,-1,unknown,married,secondary,0
5176,34,management,681,no,no,cellular,aug,2,-1,unknown,single,tertiary,1
23,38,entrepreneur,1438,no,no,cellular,nov,5,-1,unknown,married,tertiary,0
5533,30,management,0,no,no,cellular,aug,3,-1,unknown,single,tertiary,0
2174,50,management,2910,no,no,telephone,nov,1,113,failure,married,secondary,0
3362,25,student,253,no,no,cellular,may,1,-1,unknown,single,tertiary,1
5028,34,services,244,no,no,cellular,feb,2,-1,unknown,married,secondary,0
4398,57,technician,0,no,no,unknown,jun,8,-1,unknown,married,primary,0
5601,61,management,997,no,no,cellular,jun,1,104,success,married,tertiary,1
6320,47,entrepreneur,0,no,no,telephone,nov,2,-1,unknown,married,tertiary,0
570,31,technician,967,no,no,cellular,nov,3,-1,unknown,single,tertiary,0
1587,30,self-employed,251,no,no,cellular,jul,1,-1,unknown,single,tertiary,1
5995,64,retired,12067,no,no,telephone,jul,2,92,success,married,primary,1
3953,26,admin.,-122,yes,no,unknown,jun,3,-1,unknown,single,primary,1
6358,35,services,4564,no,no,cellular,aug,6,-1,unknown,married,tertiary,0
6683,34,admin.,3185,yes,no,unknown,may,1,-1,unknown,married,secondary,0
3041,36,management,579,no,no,unknown,apr,1,-1,unknown,single,tertiary,1
647,31,blue-collar,2194,no,no,cellular,may,2,357,other,single,secondary,0
4510,41,self-employed,3950,yes,no,unknown,may,2,-1,unknown,single,tertiary,0
4815,35,blue-collar,105,yes,no,unknown,may,2,-1,unknown,married,primary,0
4618,41,management,0,no,no,cellular,aug,2,-1,unknown,divorced,secondary,0
1792,40,technician,360,yes,no,unknown,may,1,-1,unknown,single,secondary,0
4582,42,technician,1812,yes,no,cellular,jul,2,-1,unknown,married,secondary,0
1729,27,unemployed,9,no,yes,cellular,jul,2,-1,unknown,single,primary,1
253,72,self-employed,132,no,no,cellular,apr,1,-1,unknown,married,tertiary,1
2566,56,services,616,no,no,unknown,jun,1,-1,unknown,married,unknown,0
6551,43,technician,-754,yes,yes,cellular,jul,3,-1,unknown,married,secondary,1
1910,62,management,0,no,no,cellular,apr,3,182,failure,married,tertiary,0
4878,53,management,2679,no,no,cellular,nov,3,-1,unknown,divorced,tertiary,1
2088,44,entrepreneur,121,no,no,cellular,nov,1,91,success,married,tertiary,1
4180,49,management,7007,no,no,cellular,nov,2,-1,unknown,married,tertiary,0
2101,36,management,1352,no,no,unknown,jun,1,-1,unknown,married,tertiary,1
2117,29,admin.,260,yes,no,cellular,feb,2,273,failure,single,secondary,0
6352,60,technician,1900,yes,no,unknown,may,3,-1,unknown,divorced,tertiary,0
1731,44,management,126,yes,no,unknown,may,1,-1,unknown,married,tertiary,0
1588,58,blue-collar,544,no,no,unknown,jun,1,-1,unknown,married,secondary,0
5999,29,blue-collar,1,yes,no,unknown,may,1,-1,unknown,married,secondary,0
5171,29,technician,316,yes,no,cellular,mar,1,-1,unknown,single,secondary,1
6694,57,management,854,no,no,cellular,oct,1,40,success,divorced,unknown,1
970,38,blue-collar,2008,yes,no,cellular,nov,1,-1,unknown,married,secondary,0
1942,49,blue-collar,408,no,no,cellular,aug,4,-1,unknown,married,primary,1
7007,41,management,5310,yes,no,cellular,nov,1,-1,unknown,married,primary,1
6123,40,services,316,no,no,unknown,jun,5,-1,unknown,single,secondary,0
4190,63,management,2352,no,no,telephone,may,7,-1,unknown,married,unknown,1
5289,45,blue-collar,2071,no,yes,telephone,jul,2,-1,unknown,married,secondary,0
5964,31,technician,477,no,no,cellular,apr,1,-1,unknown,married,secondary,0
3845,34,management,158,no,no,cellular,mar,3,181,success,married,tertiary,1
4505,47,admin.,3957,yes,no,telephone,may,3,334,other,single,secondary,0
4369,27,student,0,no,no,cellular,mar,3,-1,unknown,single,tertiary,1
2176,29,blue-collar,8,yes,yes,cellular,jul,1,-1,unknown,married,secondary,1
1698,39,blue-collar,1181,yes,no,cellular,jul,2,-1,unknown,married,unknown,1
4379,36,housemaid,7296,yes,no,cellular,aug,6,-1,unknown,divorced,tertiary,0
426,33,technician,133,no,no,cellular,nov,2,192,success,married,secondary,1
4680,42,technician,13410,no,yes,cellular,aug,2,-1,unknown,married,tertiary,0
163,53,technician,100,no,no,cellular,aug,4,-1,unknown,married,secondary,0
7412,31,admin.,54,yes,no,cellular,nov,1,-1,unknown,married,secondary,0
5386,37,technician,6101,no,no,cellular,feb,1,-1,unknown,single,tertiary,1
6357,78,management,1780,yes,no,cellular,oct,2,185,success,married,unknown,1
784,27,technician,204,no,no,cellular,jul,2,-1,unknown,single,secondary,1
1846,34,blue-collar,1156,yes,no,unknown,may,2,-1,unknown,single,secondary,0
2873,21,student,423,no,no,cellular,apr,5,-1,unknown,single,primary,1
4320,35,management,0,yes,no,unknown,jun,1,-1,unknown,single,tertiary,0
2832,41,technician,-274,yes,no,unknown,may,3,-1,unknown,married,secondary,0
5157,37,management,6014,yes,no,cellular,jul,6,-1,unknown,married,tertiary,0
5019,58,retired,269,yes,no,unknown,may,2,-1,unknown,married,primary,0
211,31,technician,200,no,no,cellular,aug,2,-1,unknown,single,secondary,0
5996,41,management,-556,yes,yes,unknown,may,3,-1,unknown,married,tertiary,0
5356,26,student,655,no,no,cellular,sep,1,-1,unknown,single,secondary,1
5076,35,blue-collar,-367,yes,no,cellular,may,1,350,failure,married,primary,0
1552,32,services,2881,no,no,cellular,jul,1,-1,unknown,single,secondary,1
6277,52,entrepreneur,7,no,no,cellular,jul,5,-1,unknown,divorced,secondary,0
3941,27,student,25,no,no,unknown,aug,1,-1,unknown,single,primary,0
1826,38,blue-collar,0,no,no,unknown,jun,2,-1,unknown,divorced,primary,0
795,44,admin.,497,yes,no,cellular,feb,3,270,other,married,secondary,0
3496,56,blue-collar,249,yes,no,unknown,may,2,-1,unknown,married,secondary,1
2143,31,blue-collar,292,yes,yes,unknown,may,18,-1,unknown,married,primary,0
6217,37,management,2173,no,no,cellular,nov,3,114,failure,single,tertiary,0
4600,34,student,2321,no,no,cellular,nov,2,99,failure,single,unknown,0
110,29,services,1008,yes,no,unknown,may,9,-1,unknown,single,secondary,0
5267,23,student,691,no,no,cellular,may,1,178,success,single,tertiary,1
720,33,blue-collar,331,yes,no,unknown,may,3,-1,unknown,married,primary,0
2434,39,blue-collar,2715,yes,no,unknown,jun,3,-1,unknown,married,primary,0
4778,35,management,8,no,no,cellular,apr,3,-1,unknown,married,tertiary,1
6832,38,services,6360,no,no,unknown,jun,2,-1,unknown,divorced,unknown,1
7231,42,blue-collar,108,yes,no,telephone,jul,21,-1,unknown,married,secondary,0
1285,24,self-employed,931,yes,no,unknown,may,4,-1,unknown,single,tertiary,0
6099,48,blue-collar,214,yes,yes,cellular,may,1,177,failure,married,primary,1
2098,24,admin.,541,yes,no,unknown,jun,4,-1,unknown,married,secondary,0
6879,40,self-employed,1616,no,no,telephone,jul,7,-1,unknown,single,tertiary,1
883,32,technician,-1053,yes,no,cellular,jul,3,-1,unknown,married,tertiary,0
6763,42,technician,473,yes,no,cellular,jul,5,-1,unknown,married,secondary,0
5974,54,technician,10185,no,no,cellular,feb,1,186,success,married,secondary,1
6754,26,self-employed,168,no,no,cellular,apr,1,-1,unknown,single,tertiary,1
1929,52,management,31,no,no,cellular,mar,1,-1,unknown,married,tertiary,1
6666,76,management,1780,yes,no,telephone,apr,3,-1,unknown,married,unknown,1
2155,36,services,11462,yes,no,cellular,nov,1,-1,unknown,married,secondary,1
3571,54,admin.,865,yes,no,cellular,nov,1,-1,unknown,married,secondary,0
4282,50,services,77,no,no,cellular,may,2,-1,unknown,married,secondary,0
7299,20,student,130,no,no,telephone,may,3,-1,unknown,single,secondary,0
7244,44,blue-collar,1265,yes,no,cellular,jul,1,-1,unknown,married,primary,1
2926,29,management,573,yes,yes,unknown,jun,4,-1,unknown,single,tertiary,0
2366,37,management,0,no,no,unknown,jun,6,-1,unknown,married,tertiary,1
649,39,management,2763,yes,no,unknown,jun,2,-1,unknown,married,tertiary,1
2596,32,technician,720,no,no,cellular,aug,4,-1,unknown,single,tertiary,0
3819,38,unemployed,2812,yes,no,cellular,apr,1,-1,unknown,married,tertiary,1
3507,48,admin.,368,no,no,cellular,oct,2,140,success,married,secondary,1
1117,46,services,355,yes,no,cellular,may,2,338,other,divorced,secondary,0
5696,34,management,297,yes,no,cellular,aug,4,-1,unknown,married,tertiary,0
3596,49,management,3237,yes,no,unknown,may,3,-1,unknown,married,tertiary,0
4810,82,retired,0,no,no,telephone,nov,1,-1,unknown,divorced,tertiary,1
3897,24,services,11,yes,no,unknown,jun,4,-1,unknown,single,secondary,0
5893,40,blue-collar,57,yes,no,cellular,jul,9,-1,unknown,married,primary,1
5150,53,self-employed,20,yes,no,cellular,aug,2,-1,unknown,married,tertiary,0
1300,35,technician,1609,yes,no,unknown,may,3,-1,unknown,single,secondary,0
5465,32,entrepreneur,-934,yes,no,cellular,nov,1,-1,unknown,divorced,secondary,0
4872,29,technician,428,no,no,cellular,jul,4,-1,unknown,married,secondary,0
3848,35,technician,1473,yes,no,unknown,may,3,-1,unknown,married,tertiary,0
2502,50,blue-collar,15,yes,no,cellular,may,2,350,failure,divorced,primary,0
397,35,technician,294,yes,no,cellular,mar,1,90,success,married,secondary,1
7342,30,student,3300,no,no,cellular,nov,1,-1,unknown,single,tertiary,1
4478,34,blue-collar,34,no,no,cellular,jan,1,-1,unknown,married,secondary,0
552,47,technician,440,no,no,cellular,jan,1,-1,unknown,divorced,secondary,0
7395,42,admin.,947,no,no,cellular,jul,2,-1,unknown,married,secondary,0
1019,29,management,1441,yes,no,cellular,feb,2,-1,unknown,married,tertiary,1
4307,31,admin.,368,yes,no,cellular,may,5,361,other,married,secondary,0
468,53,technician,4930,no,yes,cellular,feb,2,-1,unknown,married,secondary,0
1617,36,services,4721,no,no,cellular,mar,2,90,success,married,secondary,1
2651,44,blue-collar,2885,yes,no,unknown,may,3,-1,unknown,married,secondary,0
2581,45,admin.,0,no,yes,telephone,jul,3,-1,unknown,married,secondary,1
95,36,management,93,no,no,cellular,jul,2,182,failure,married,tertiary,1
5633,30,technician,289,yes,no,cellular,aug,4,-1,unknown,married,secondary,1
5194,76,retired,1492,no,no,telephone,nov,1,-1,unknown,married,primary,1
2547,31,admin.,355,yes,no,cellular,may,1,-1,unknown,single,tertiary,1
1713,32,technician,6281,yes,no,unknown,jun,4,-1,unknown,single,tertiary,1
2433,34,technician,8,yes,no,cellular,may,2,-1,unknown,divorced,secondary,0
4752,38,admin.,-175,yes,no,telephone,jul,9,-1,unknown,married,primary,0
4274,56,management,705,no,no,cellular,nov,2,-1,unknown,married,tertiary,0
5224,39,blue-collar,0,yes,yes,cellular,may,5,-1,unknown,single,primary,1
7398,41,management,465,yes,no,cellular,jul,1,-1,unknown,divorced,unknown,1
3951,30,technician,728,yes,no,cellular,feb,1,261,other,single,secondary,0
3152,34,technician,85,yes,no,unknown,may,4,-1,unknown,single,secondary,1
1203,46,technician,68,yes,yes,unknown,jun,3,-1,unknown,married,secondary,0
433,34,management,3301,yes,no,cellular,jun,2,227,failure,married,tertiary,1
7294,47,management,2892,no,no,unknown,jun,1,-1,unknown,married,secondary,1
2237,67,retired,1341,no,no,cellular,feb,1,-1,unknown,married,tertiary,1
3140,25,technician,3411,no,no,cellular,aug,2,-1,unknown,single,tertiary,1
4027,60,blue-collar,2879,yes,no,cellular,aug,1,-1,unknown,married,secondary,0
5216,36,technician,12,no,no,cellular,aug,2,-1,unknown,single,secondary,1
650,43,retired,7298,no,no,unknown,jun,2,-1,unknown,married,primary,0
434,32,admin.,-241,no,yes,unknown,jun,2,-1,unknown,divorced,secondary,1
5801,48,unemployed,926,no,no,cellular,aug,2,178,success,married,secondary,1
4988,49,management,755,no,no,cellular,jul,4,-1,unknown,divorced,tertiary,1
5010,34,management,2374,yes,yes,cellular,jun,2,314,failure,married,tertiary,1
1013,80,retired,1861,no,no,telephone,apr,2,-1,unknown,married,primary,0
1797,67,retired,1146,no,no,cellular,nov,1,92,failure,married,secondary,1
5020,31,admin.,2,yes,yes,cellular,may,4,-1,unknown,married,secondary,1
1483,34,technician,294,yes,no,cellular,jun,3,-1,unknown,married,secondary,1
2843,63,technician,896,yes,no,cellular,aug,2,-1,unknown,married,secondary,1
5405,25,admin.,184,no,yes,telephone,jul,7,-1,unknown,single,secondary,0
6956,37,blue-collar,168,yes,no,cellular,apr,2,-1,unknown,married,secondary,0
3497,55,technician,6958,yes,yes,unknown,may,2,-1,unknown,married,secondary,0
2591,33,management,55,no,no,cellular,apr,2,87,failure,married,tertiary,1
4761,57,blue-collar,8403,no,no,unknown,jun,11,-1,unknown,married,primary,0
7194,33,entrepreneur,3140,yes,yes,cellular,nov,5,-1,unknown,married,secondary,0
1937,39,management,0,no,no,unknown,may,8,-1,unknown,married,tertiary,0
4616,27,services,302,no,no,cellular,jul,1,-1,unknown,single,secondary,1
1308,37,management,586,yes,no,cellular,jul,2,-1,unknown,married,tertiary,0
4422,32,management,11,yes,yes,cellular,may,1,-1,unknown,single,tertiary,0
1781,30,unemployed,2424,no,no,cellular,feb,1,95,success,single,secondary,1
5555,42,technician,1079,no,no,cellular,jul,2,-1,unknown,married,tertiary,0
7113,59,management,782,no,yes,cellular,aug,2,-1,unknown,married,tertiary,0
4622,30,technician,816,yes,no,unknown,nov,1,-1,unknown,single,secondary,1
6080,28,self-employed,0,yes,no,cellular,feb,3,196,failure,married,tertiary,1
4814,28,services,168,yes,no,cellular,may,1,-1,unknown,single,secondary,0
3904,39,management,-468,yes,yes,cellular,aug,2,-1,unknown,married,tertiary,0
6967,47,technician,2480,no,no,cellular,aug,2,-1,unknown,married,secondary,1
1764,33,admin.,7608,no,no,cellular,mar,4,-1,unknown,single,tertiary,1
2598,36,admin.,0,yes,yes,cellular,may,1,-1,unknown,married,secondary,0
1263,34,blue-collar,320,yes,no,cellular,nov,1,92,success,married,secondary,1
3589,29,management,1026,no,no,cellular,nov,1,92,other,single,tertiary,1
6416,80,retired,1021,no,no,telephone,feb,1,-1,unknown,married,primary,0
872,42,technician,1013,no,yes,cellular,aug,8,-1,unknown,married,secondary,0
2672,48,technician,10655,no,no,telephone,jul,3,-1,unknown,married,secondary,0
738,49,management,1887,no,no,cellular,nov,3,-1,unknown,married,tertiary,0
1045,31,services,2038,yes,no,unknown,may,1,-1,unknown,single,secondary,0
500,48,housemaid,71,no,no,cellular,aug,3,-1,unknown,single,secondary,0
1756,36,technician,1327,no,no,cellular,oct,2,-1,unknown,married,tertiary,0
3794,26,technician,267,yes,no,cellular,jul,2,-1,unknown,married,secondary,1
3946,38,entrepreneur,4,yes,no,cellular,jul,1,-1,unknown,married,tertiary,0
2758,30,admin.,186,yes,no,cellular,may,1,-1,unknown,single,secondary,0
5610,51,management,151,yes,no,cellular,sep,1,427,success,single,tertiary,1
6148,62,retired,2557,yes,no,cellular,sep,1,216,success,married,tertiary,1
5796,56,blue-collar,1187,yes,no,cellular,feb,2,-1,unknown,single,secondary,0
5220,46,technician,-824,yes,no,cellular,aug,3,-1,unknown,divorced,secondary,1
3017,53,retired,0,no,yes,unknown,jun,1,-1,unknown,married,primary,0
4220,39,services,636,yes,no,telephone,may,1,-1,unknown,married,secondary,0
1409,37,admin.,9,yes,no,cellular,may,1,-1,unknown,single,secondary,0
6323,44,management,2422,yes,no,cellular,apr,2,269,failure,divorced,tertiary,0
3445,29,technician,-722,no,yes,unknown,jun,4,-1,unknown,married,tertiary,0
5882,40,management,106,no,no,unknown,jun,2,-1,unknown,married,secondary,1
3860,49,unemployed,518,no,no,cellular,jan,2,-1,unknown,married,primary,1
324,32,services,24,yes,yes,cellular,may,1,-1,unknown,married,secondary,0
1735,27,blue-collar,197,no,no,telephone,jul,1,-1,unknown,married,secondary,0
4454,32,admin.,56,yes,no,cellular,feb,1,258,other,married,secondary,0
6541,34,housemaid,87,yes,no,unknown,may,2,-1,unknown,married,primary,0
3880,30,admin.,23,no,yes,cellular,feb,2,-1,unknown,married,secondary,0
4653,59,admin.,2552,no,yes,cellular,aug,3,-1,unknown,married,secondary,0
7020,40,technician,431,no,no,cellular,jul,2,-1,unknown,single,tertiary,1
3492,32,admin.,684,yes,no,cellular,may,3,-1,unknown,married,secondary,1
2127,54,technician,876,no,no,cellular,oct,3,541,success,married,tertiary,1
6378,33,technician,5641,no,no,cellular,aug,2,-1,unknown,married,tertiary,0
4503,30,entrepreneur,0,yes,yes,unknown,may,1,-1,unknown,single,primary,1
3488,35,services,52,yes,no,cellular,mar,4,-1,unknown,married,secondary,1
216,34,blue-collar,2595,yes,yes,cellular,apr,1,336,other,married,secondary,0
6705,42,technician,214,no,no,cellular,apr,1,-1,unknown,divorced,secondary,1
894,34,services,2956,no,no,cellular,aug,2,-1,unknown,married,secondary,1
5042,36,technician,432,yes,no,cellular,may,3,255,failure,married,secondary,0
3594,31,management,166,no,no,cellular,aug,6,-1,unknown,married,tertiary,0
5250,31,management,477,yes,no,cellular,nov,5,-1,unknown,married,tertiary,0
670,43,entrepreneur,2315,yes,yes,cellular,may,1,-1,unknown,married,primary,0
1543,27,management,843,no,no,cellular,jul,2,185,success,single,secondary,0
2772,31,management,216,no,no,cellular,jul,1,-1,unknown,married,tertiary,0
442,29,admin.,306,yes,no,cellular,may,4,-1,unknown,single,secondary,1
953,32,management,4945,no,no,cellular,jun,1,119,other,married,tertiary,1
3574,35,unemployed,68,no,no,cellular,jul,1,-1,unknown,single,primary,1
6924,49,management,5887,no,no,cellular,dec,3,185,success,married,tertiary,1
786,38,blue-collar,13156,yes,no,cellular,apr,4,331,failure,single,secondary,0
352,65,retired,2416,no,no,cellular,feb,2,-1,unknown,married,tertiary,1
4433,55,management,1433,no,no,unknown,jun,3,-1,unknown,married,tertiary,0
6987,39,technician,211,no,no,telephone,feb,2,-1,unknown,married,secondary,0
1490,33,technician,1636,yes,no,cellular,may,1,66,success,single,tertiary,1
5993,26,admin.,710,yes,yes,unknown,jun,2,-1,unknown,married,secondary,1
3688,41,management,4063,yes,no,cellular,may,5,172,failure,married,tertiary,0
5880,37,management,600,yes,no,cellular,nov,2,196,failure,single,tertiary,0
3625,26,entrepreneur,101,yes,no,cellular,feb,1,268,failure,single,secondary,1
1743,34,technician,178,yes,no,cellular,nov,1,-1,unknown,married,tertiary,0
5070,25,blue-collar,303,no,no,cellular,mar,1,-1,unknown,single,secondary,1
3179,31,management,156,no,no,cellular,aug,7,-1,unknown,married,tertiary,1
5096,43,management,-410,no,yes,cellular,jul,1,-1,unknown,divorced,tertiary,0
940,34,admin.,67,yes,no,unknown,may,1,-1,unknown,divorced,secondary,0
6321,35,technician,4508,yes,no,cellular,nov,1,-1,unknown,married,secondary,1
2218,36,management,1257,no,no,cellular,feb,9,101,other,married,tertiary,0
4925,49,blue-collar,1946,no,no,cellular,jul,1,-1,unknown,married,secondary,1
2166,55,services,0,no,no,cellular,sep,6,193,success,divorced,secondary,1
6637,47,blue-collar,665,no,no,cellular,aug,3,-1,unknown,married,secondary,0
4104,47,blue-collar,1230,yes,no,cellular,apr,1,169,success,married,secondary,1
871,62,blue-collar,180,no,no,cellular,apr,2,-1,unknown,married,secondary,1
3952,54,housemaid,3151,no,no,unknown,jun,7,-1,unknown,married,primary,0
4562,32,blue-collar,604,no,no,cellular,jan,2,196,other,single,secondary,0
1335,40,blue-collar,2805,yes,no,cellular,may,6,353,failure,married,primary,0
3238,35,technician,2201,no,no,telephone,apr,1,-1,unknown,married,secondary,1
2036,31,blue-collar,136,no,no,cellular,may,2,267,failure,married,secondary,1
6534,59,management,7668,no,no,cellular,aug,1,-1,unknown,single,tertiary,0
3534,27,admin.,261,yes,yes,cellular,jun,4,-1,unknown,single,secondary,1
2849,33,technician,317,yes,no,cellular,jun,1,80,other,single,tertiary,1
6465,31,services,1167,yes,yes,cellular,nov,1,-1,unknown,married,secondary,0
316,42,admin.,105,no,no,unknown,jun,4,-1,unknown,married,secondary,1
