,job,balance,housing,loan,contact,campaign,poutcome,deposit
208,blue-collar,594,yes,no,unknown,2,unknown,yes
617,admin.,0,no,no,cellular,4,unknown,no
4578,blue-collar,1127,yes,no,telephone,1,failure,no
445,management,0,no,no,cellular,3,unknown,no
340,management,0,no,no,cellular,2,unknown,no
2777,retired,343,no,no,telephone,2,unknown,no
1834,management,12356,yes,no,cellular,1,other,yes
4116,self-employed,6,yes,no,cellular,1,success,yes
7125,blue-collar,4709,no,no,cellular,4,unknown,no
3888,unemployed,461,no,no,cellular,1,unknown,no
2581,technician,778,yes,no,cellular,2,failure,no
6682,services,2225,yes,no,cellular,4,unknown,no
1901,blue-collar,-221,yes,no,unknown,1,unknown,no
2584,blue-collar,-59,no,yes,cellular,3,unknown,no
391,technician,994,yes,no,cellular,3,success,yes
1265,management,223,yes,no,cellular,1,success,yes
2421,student,1925,no,no,cellular,1,failure,yes
5727,admin.,336,no,yes,cellular,1,unknown,no
1067,blue-collar,567,no,no,cellular,2,success,yes
3195,blue-collar,-184,yes,no,cellular,3,failure,yes
3196,technician,585,yes,no,telephone,1,unknown,no
7238,services,1697,no,no,cellular,1,success,yes
5940,student,1536,no,no,cellular,2,unknown,yes
2821,management,2793,yes,no,telephone,4,unknown,no
1236,management,349,no,no,cellular,1,unknown,no
6127,technician,1466,yes,no,unknown,1,unknown,no
2387,blue-collar,68,yes,no,unknown,1,unknown,no
710,services,-762,yes,yes,unknown,2,unknown,no
5142,technician,1000,no,no,cellular,2,unknown,no
2867,student,423,no,no,cellular,5,unknown,yes
3016,student,4126,no,no,cellular,4,failure,yes
374,admin.,760,yes,no,cellular,3,failure,yes
4049,technician,940,no,no,cellular,2,unknown,yes
2753,admin.,186,yes,no,cellular,1,unknown,no
3179,student,608,no,no,cellular,1,success,yes
2953,admin.,6981,yes,no,cellular,1,failure,no
6648,technician,-287,yes,no,unknown,1,unknown,no
1449,housemaid,46,no,no,cellular,2,failure,yes
2005,blue-collar,1250,yes,no,unknown,2,unknown,yes
3152,management,538,yes,no,unknown,4,unknown,no
6066,student,4869,yes,no,cellular,2,other,no
6018,blue-collar,1236,yes,no,cellular,3,unknown,yes
1545,management,843,no,no,cellular,2,success,no
5304,management,271,yes,no,cellular,1,unknown,yes
2697,management,925,no,no,cellular,3,success,yes
3962,blue-collar,-1,no,no,cellular,3,unknown,no
497,technician,-59,yes,no,cellular,1,unknown,no
434,management,131,yes,yes,cellular,2,unknown,yes
1658,blue-collar,-454,yes,yes,unknown,2,unknown,no
1221,management,9072,no,no,cellular,2,unknown,no
4480,admin.,1595,no,no,cellular,1,failure,yes
3311,admin.,30,yes,no,telephone,2,unknown,no
1674,admin.,228,yes,no,cellular,1,success,yes
5423,technician,3899,yes,no,telephone,4,unknown,yes
5876,management,7162,no,no,cellular,1,unknown,no
4544,services,179,yes,yes,cellular,4,unknown,no
807,self-employed,1498,no,no,cellular,1,unknown,no
6588,services,340,yes,no,cellular,2,unknown,yes
5269,technician,655,no,no,cellular,2,unknown,yes
2509,management,320,yes,no,cellular,1,unknown,no
469,management,6840,yes,no,unknown,2,unknown,yes
5321,management,481,yes,no,cellular,1,other,yes
1712,blue-collar,292,yes,yes,unknown,2,unknown,no
91,technician,250,no,no,telephone,2,unknown,yes
3038,self-employed,1138,no,no,cellular,10,unknown,no
6687,admin.,262,yes,no,cellular,1,unknown,no
2935,entrepreneur,187,no,yes,cellular,1,unknown,no
4928,management,527,yes,no,cellular,3,unknown,no
5298,housemaid,1349,yes,no,cellular,2,unknown,no
6317,blue-collar,621,yes,no,cellular,5,unknown,yes
6440,technician,0,no,no,unknown,1,unknown,yes
95,technician,235,yes,no,telephone,6,unknown,no
1157,management,2283,no,no,cellular,2,success,yes
2538,services,1970,yes,no,telephone,1,unknown,yes
6632,retired,1097,no,no,telephone,1,unknown,yes
855,blue-collar,2499,yes,no,unknown,3,unknown,no
813,blue-collar,5872,yes,no,cellular,3,unknown,yes
4897,management,843,no,no,cellular,1,unknown,yes
5632,management,154,no,no,unknown,3,unknown,no
1041,management,2633,yes,no,cellular,6,unknown,yes
1322,admin.,377,yes,no,unknown,15,unknown,yes
2296,admin.,590,no,no,cellular,3,unknown,no
5711,retired,828,no,no,cellular,1,unknown,yes
262,blue-collar,741,yes,no,cellular,1,unknown,no
2973,technician,880,yes,no,unknown,1,unknown,no
6683,retired,1490,no,no,cellular,1,unknown,yes
4856,admin.,920,no,no,cellular,1,success,no
1836,entrepreneur,3317,no,no,cellular,2,unknown,no
1459,student,486,no,no,cellular,1,unknown,no
6190,entrepreneur,265,yes,yes,unknown,10,unknown,no
6903,technician,593,yes,no,unknown,1,unknown,no
3224,services,246,no,no,cellular,2,unknown,yes
5071,admin.,17,yes,no,cellular,1,failure,no
5293,services,900,yes,no,cellular,2,failure,no
6085,blue-collar,1529,yes,no,cellular,1,unknown,yes
7027,technician,2643,no,no,cellular,3,success,yes
3815,admin.,7,yes,no,cellular,1,failure,no
4377,housemaid,7296,yes,no,cellular,6,unknown,no
3698,blue-collar,199,yes,no,cellular,1,unknown,no
4597,blue-collar,3792,no,no,cellular,1,success,yes
5128,retired,3687,yes,yes,unknown,4,unknown,yes
4946,blue-collar,243,yes,yes,unknown,2,unknown,no
6324,student,1527,no,no,cellular,3,success,yes
3701,management,1504,yes,no,cellular,2,unknown,yes
5922,services,257,yes,no,unknown,2,unknown,no
3403,management,808,yes,no,cellular,16,unknown,no
5483,admin.,260,no,no,cellular,1,unknown,no
3252,blue-collar,299,yes,no,cellular,4,unknown,no
5528,admin.,1180,no,no,cellular,1,other,yes
1100,blue-collar,2655,yes,no,cellular,1,unknown,no
2782,admin.,191,yes,no,cellular,3,unknown,no
6594,blue-collar,1779,yes,no,unknown,2,unknown,no
3150,unemployed,698,yes,no,unknown,1,unknown,no
3562,technician,40,yes,no,cellular,1,unknown,no
2811,management,22520,no,no,cellular,9,unknown,yes
4070,blue-collar,2823,yes,no,unknown,1,unknown,yes
1735,blue-collar,452,yes,no,cellular,2,unknown,no
4335,retired,0,yes,yes,unknown,1,unknown,yes
7295,housemaid,1929,no,no,cellular,1,unknown,no
1839,admin.,299,yes,no,cellular,1,failure,no
660,management,4733,no,no,cellular,1,unknown,yes
5492,housemaid,0,no,no,cellular,2,unknown,no
5882,blue-collar,4963,yes,no,cellular,1,failure,yes
700,admin.,1224,yes,no,cellular,1,success,yes
6252,admin.,535,no,no,unknown,3,unknown,no
5241,services,463,yes,no,telephone,2,unknown,no
6462,management,257,no,no,cellular,1,failure,no
5212,services,-504,no,no,cellular,1,unknown,no
6558,technician,254,no,no,cellular,1,unknown,yes
7364,retired,434,no,no,unknown,1,unknown,no
6869,services,0,yes,yes,cellular,4,unknown,no
3424,management,294,no,no,cellular,3,unknown,yes
5225,technician,-824,yes,no,cellular,3,unknown,yes
1530,admin.,198,yes,no,unknown,2,unknown,yes
2530,management,4567,no,no,telephone,4,unknown,no
151,blue-collar,364,yes,yes,cellular,1,unknown,no
4034,management,80,no,no,cellular,2,other,yes
2593,admin.,4,no,no,unknown,2,unknown,no
3190,management,496,no,no,cellular,3,unknown,yes
4721,services,507,yes,no,cellular,1,failure,no
1534,blue-collar,3,yes,no,unknown,1,unknown,no
6184,admin.,1000,yes,no,cellular,1,unknown,yes
3741,entrepreneur,1216,no,no,cellular,4,unknown,no
4238,admin.,429,yes,no,telephone,1,unknown,yes
3243,retired,2193,no,no,telephone,4,unknown,yes
6513,admin.,706,yes,no,cellular,4,unknown,yes
6062,management,2360,no,no,cellular,2,other,yes
7159,blue-collar,750,no,no,cellular,2,other,no
5538,blue-collar,306,no,no,cellular,1,unknown,yes
7077,housemaid,0,no,no,unknown,2,unknown,no
4922,retired,1230,no,no,cellular,1,failure,yes
5978,services,-451,yes,yes,cellular,1,unknown,no
2393,admin.,3696,no,no,cellular,4,unknown,yes
1229,admin.,430,yes,no,cellular,2,unknown,no
1209,unemployed,-165,yes,yes,unknown,3,unknown,no
2908,self-employed,215,yes,no,cellular,12,unknown,no
1266,technician,7503,yes,no,telephone,1,failure,no
4890,blue-collar,70,no,no,unknown,1,unknown,yes
2533,entrepreneur,2971,no,no,cellular,4,failure,yes
1033,blue-collar,237,yes,no,unknown,18,unknown,no
3296,management,1321,no,no,unknown,3,unknown,yes
490,admin.,176,no,no,cellular,1,failure,no
1501,management,243,yes,no,unknown,3,unknown,no
3239,services,450,yes,no,unknown,2,unknown,no
6875,blue-collar,48,yes,yes,unknown,1,unknown,no
4019,management,-1636,yes,yes,cellular,1,unknown,no
5305,management,307,yes,no,cellular,1,unknown,yes
686,blue-collar,377,no,yes,unknown,5,unknown,no
5048,technician,6714,yes,no,unknown,1,unknown,no
5051,retired,276,no,no,cellular,1,unknown,yes
4315,management,0,no,no,telephone,1,unknown,yes
7277,retired,-71,yes,no,cellular,5,unknown,no
2929,management,700,yes,no,cellular,2,unknown,no
3453,student,1377,yes,no,cellular,2,unknown,yes
218,management,6158,yes,no,cellular,5,failure,yes
7023,management,8514,no,no,cellular,1,unknown,no
4661,management,9366,no,no,cellular,3,unknown,yes
6411,self-employed,192,no,no,telephone,6,unknown,no
5924,blue-collar,6281,no,no,cellular,1,other,yes
7335,management,139,no,no,cellular,2,unknown,no
2412,technician,-375,yes,yes,telephone,4,unknown,no
1131,student,466,no,no,cellular,1,unknown,yes
4451,admin.,56,yes,no,cellular,1,other,no
3382,technician,-813,yes,yes,unknown,25,unknown,no
2948,services,699,yes,no,unknown,1,unknown,no
784,technician,204,no,no,cellular,2,unknown,yes
655,services,-9,yes,no,unknown,2,unknown,yes
6294,admin.,861,no,no,cellular,4,unknown,yes
2334,management,2037,no,no,cellular,2,failure,yes
1201,services,201,yes,no,unknown,2,unknown,no
3661,technician,0,yes,yes,cellular,2,failure,no
664,entrepreneur,1859,yes,no,cellular,2,unknown,no
1850,blue-collar,129,yes,no,cellular,2,unknown,yes
3996,admin.,601,no,no,cellular,3,unknown,no
2132,admin.,133,no,no,cellular,4,unknown,yes
2607,admin.,3,yes,no,cellular,12,unknown,no
3551,retired,631,no,no,telephone,1,unknown,no
709,admin.,1314,yes,no,cellular,4,failure,yes
4351,technician,2,yes,yes,unknown,1,unknown,no
806,technician,442,yes,no,cellular,1,unknown,no
4850,services,92,no,no,cellular,1,unknown,yes
5123,admin.,82,yes,no,cellular,1,unknown,yes
6380,technician,426,yes,no,telephone,4,failure,no
2380,admin.,616,no,no,cellular,3,unknown,yes
5060,blue-collar,581,yes,no,cellular,1,other,yes
5915,unemployed,1436,yes,no,cellular,2,unknown,no
6785,technician,2625,no,no,cellular,2,unknown,yes
6851,blue-collar,1454,yes,no,cellular,2,failure,yes
375,blue-collar,23,no,no,cellular,2,unknown,no
2414,technician,9299,no,no,cellular,1,other,yes
7162,entrepreneur,7752,yes,no,cellular,4,unknown,no
1055,technician,25,yes,no,cellular,2,unknown,yes
3915,student,2614,no,no,cellular,2,unknown,yes
1934,blue-collar,61,yes,yes,unknown,1,unknown,no
7274,management,1514,no,no,cellular,1,failure,yes
926,admin.,274,yes,yes,cellular,4,unknown,no
2522,management,1114,yes,no,cellular,2,other,no
6880,management,-45,yes,no,unknown,6,unknown,no
4302,services,339,no,no,cellular,1,unknown,yes
2897,student,505,yes,no,cellular,1,unknown,no
6527,technician,1348,no,yes,cellular,2,unknown,yes
3011,technician,0,yes,no,cellular,5,unknown,no
1567,blue-collar,803,yes,no,unknown,2,unknown,no
1353,self-employed,1178,no,no,cellular,2,unknown,no
2425,blue-collar,2263,no,no,cellular,2,unknown,no
4172,technician,314,no,no,cellular,22,unknown,no
7224,admin.,3794,no,no,cellular,1,unknown,no
5220,unemployed,769,yes,no,unknown,1,unknown,no
1342,management,1873,no,no,unknown,2,unknown,no
3292,technician,411,yes,no,cellular,1,unknown,no
5368,management,644,no,no,cellular,2,unknown,no
2225,technician,7050,no,no,cellular,1,unknown,yes
468,blue-collar,261,yes,no,cellular,5,failure,no
6551,retired,3648,no,no,telephone,2,success,yes
6723,blue-collar,2095,yes,yes,cellular,4,unknown,no
4489,technician,2166,no,no,cellular,2,unknown,yes
3743,blue-collar,2007,yes,no,cellular,3,unknown,yes
4722,services,2476,yes,no,unknown,1,unknown,yes
4907,management,229,yes,no,cellular,2,other,yes
5786,technician,0,no,no,cellular,3,failure,yes
5045,technician,432,yes,no,cellular,3,failure,no
3198,retired,3782,no,no,cellular,1,unknown,no
5059,technician,316,no,no,cellular,2,failure,yes
7138,services,2081,yes,no,unknown,1,unknown,no
985,retired,816,no,no,cellular,3,unknown,no
3657,technician,430,no,no,cellular,2,unknown,no
2896,services,43,yes,no,cellular,1,unknown,no
6923,self-employed,7,yes,no,unknown,1,unknown,no
5199,retired,1492,no,no,telephone,1,unknown,yes
4215,blue-collar,704,yes,yes,telephone,10,unknown,no
6089,unemployed,1801,no,no,cellular,3,unknown,yes
5818,management,607,yes,no,unknown,5,unknown,yes
6671,management,1150,yes,no,telephone,2,unknown,no
4988,technician,1167,yes,no,cellular,2,unknown,yes
99,services,190,yes,no,cellular,3,unknown,no
5508,blue-collar,249,yes,no,cellular,3,failure,no
2108,services,405,no,yes,cellular,2,unknown,yes
6754,blue-collar,604,yes,no,cellular,2,unknown,no
3940,student,25,no,no,unknown,1,unknown,no
3758,blue-collar,134,yes,yes,unknown,2,unknown,no
6649,technician,3665,no,no,cellular,3,unknown,yes
3394,unemployed,33,no,no,cellular,1,unknown,no
3207,management,2817,no,no,cellular,1,unknown,yes
2304,management,268,yes,no,cellular,7,unknown,yes
5204,management,625,yes,no,cellular,9,unknown,yes
3950,technician,728,yes,no,cellular,1,other,no
2606,management,230,no,no,unknown,4,unknown,no
1631,blue-collar,-254,no,yes,cellular,4,unknown,no
1325,management,6641,no,no,cellular,4,unknown,no
2647,management,1007,yes,no,cellular,2,unknown,no
2325,technician,931,yes,no,cellular,1,unknown,yes
6540,student,279,no,no,cellular,1,unknown,yes
3942,entrepreneur,1443,no,no,cellular,10,unknown,yes
1920,student,6991,no,no,cellular,2,unknown,yes
628,blue-collar,4121,yes,yes,cellular,1,unknown,no
2906,blue-collar,121,yes,no,cellular,1,unknown,yes
4530,services,2993,no,no,cellular,6,unknown,no
2801,admin.,0,no,no,cellular,11,unknown,no
3541,management,1331,no,no,cellular,1,failure,yes
2564,technician,291,yes,no,cellular,2,unknown,yes
2240,self-employed,677,yes,no,cellular,2,unknown,no
5153,housemaid,296,yes,no,unknown,4,unknown,no
5037,blue-collar,2188,no,no,unknown,8,unknown,no
3353,technician,1699,no,no,cellular,1,unknown,yes
2186,management,2994,yes,no,cellular,1,other,no
5463,management,5701,no,no,cellular,1,success,yes
133,retired,2761,no,no,cellular,1,unknown,no
5945,admin.,507,yes,no,cellular,2,unknown,yes
5362,management,687,yes,yes,telephone,3,unknown,no
2614,management,-700,yes,no,unknown,1,unknown,no
3646,management,407,yes,no,cellular,2,unknown,no
7315,management,914,no,no,cellular,1,unknown,yes
6118,entrepreneur,1306,no,no,cellular,1,unknown,yes
1112,admin.,2568,no,no,cellular,1,other,yes
4143,self-employed,-497,yes,yes,cellular,1,unknown,no
231,admin.,1412,no,no,cellular,3,unknown,no
6437,unemployed,140,yes,no,telephone,2,unknown,no
568,unemployed,926,no,no,cellular,4,success,yes
3391,management,1449,no,no,unknown,1,unknown,no
2500,blue-collar,1673,yes,no,cellular,3,unknown,yes
4671,services,943,yes,no,unknown,3,unknown,no
7385,management,775,no,no,unknown,3,unknown,no
6428,admin.,781,no,no,cellular,1,unknown,no
5542,blue-collar,67,no,yes,cellular,4,unknown,no
2627,retired,2,no,no,cellular,2,unknown,yes
3256,management,-516,yes,no,unknown,2,unknown,no
4609,blue-collar,1409,yes,no,unknown,1,unknown,no
6362,retired,1853,no,no,telephone,1,unknown,yes
1297,technician,313,yes,no,cellular,2,unknown,no
7310,technician,534,no,no,cellular,1,unknown,no
2430,technician,556,yes,no,cellular,1,success,yes
4213,technician,376,no,no,cellular,1,success,yes
6689,technician,19,no,no,cellular,4,unknown,yes
2248,unknown,0,no,no,cellular,5,unknown,no
4814,blue-collar,105,yes,no,unknown,2,unknown,no
2156,blue-collar,0,yes,no,cellular,3,other,no
3873,technician,631,yes,no,cellular,2,unknown,no
7044,retired,63,no,no,cellular,2,unknown,no
274,management,59,yes,no,unknown,1,unknown,no
6183,management,1223,no,no,cellular,5,unknown,yes
6652,management,158,no,no,telephone,2,unknown,yes
415,technician,660,no,no,cellular,2,failure,yes
5111,services,114,yes,no,unknown,2,unknown,no
1860,blue-collar,-294,yes,no,unknown,2,unknown,no
4268,management,219,no,no,cellular,6,failure,no
4419,management,11,yes,yes,cellular,1,unknown,no
6763,admin.,4708,no,no,cellular,1,unknown,no
253,retired,1035,yes,yes,cellular,1,unknown,no
2895,technician,2266,no,no,cellular,1,success,no
889,admin.,255,no,no,cellular,1,success,yes
2639,services,881,yes,no,unknown,5,unknown,no
1181,management,1227,no,no,cellular,1,unknown,yes
6783,retired,0,no,no,cellular,4,unknown,no
2139,blue-collar,0,no,yes,cellular,1,unknown,yes
3607,blue-collar,7895,yes,no,cellular,1,unknown,yes
1483,technician,694,yes,no,cellular,2,failure,yes
3246,self-employed,599,no,no,cellular,1,unknown,no
4616,management,0,no,no,cellular,2,unknown,no
4222,student,597,yes,no,cellular,3,unknown,yes
3742,self-employed,3123,yes,no,cellular,2,failure,yes
6137,management,4291,no,no,cellular,9,unknown,yes
6708,technician,214,no,no,cellular,1,unknown,yes
4984,technician,411,no,no,cellular,3,failure,yes
5496,technician,2979,no,no,cellular,2,failure,yes
7250,blue-collar,5060,no,no,unknown,1,unknown,yes
525,retired,571,yes,no,cellular,1,success,yes
2080,management,6060,yes,no,cellular,1,failure,yes
6865,retired,499,yes,yes,cellular,1,unknown,no
6973,management,-861,yes,yes,cellular,2,unknown,no
399,admin.,1295,no,no,cellular,1,unknown,yes
7331,services,0,yes,no,unknown,2,unknown,no
7006,management,171,yes,no,cellular,6,unknown,no
160,self-employed,805,no,no,cellular,5,failure,no
3213,management,36,no,no,cellular,3,unknown,yes
6774,entrepreneur,3119,yes,no,unknown,4,unknown,no
1486,entrepreneur,538,yes,no,cellular,2,unknown,yes
54,self-employed,514,yes,no,cellular,1,unknown,yes
1918,retired,2346,no,no,cellular,1,failure,yes
3882,technician,-236,yes,no,unknown,2,unknown,no
6800,housemaid,4,no,no,cellular,3,unknown,no
4027,blue-collar,2879,yes,no,cellular,1,unknown,no
5662,technician,7863,no,no,cellular,6,unknown,no
113,blue-collar,162,yes,no,cellular,3,unknown,no
5135,retired,704,no,no,cellular,1,unknown,yes
5751,housemaid,174,no,no,telephone,3,unknown,no
1738,technician,4580,yes,no,unknown,2,unknown,yes
501,management,944,no,yes,unknown,1,unknown,no
4628,retired,298,no,no,cellular,2,unknown,yes
6510,entrepreneur,898,yes,no,unknown,2,unknown,no
2871,management,6,no,no,telephone,1,unknown,no
4245,management,1742,no,no,unknown,2,unknown,no
5130,technician,494,yes,no,cellular,2,failure,no
3550,student,215,no,no,cellular,4,other,yes
6049,retired,2557,yes,no,cellular,2,success,yes
1215,technician,19,yes,no,cellular,15,unknown,no
4813,services,168,yes,no,cellular,1,unknown,no
5049,blue-collar,0,yes,no,cellular,1,unknown,no
2602,management,1379,no,no,cellular,1,failure,yes
7201,management,688,no,no,cellular,1,unknown,no
79,retired,427,no,no,cellular,1,unknown,no
4074,self-employed,71,no,no,cellular,1,unknown,yes
792,entrepreneur,131,yes,no,cellular,2,unknown,no
4508,self-employed,3950,yes,no,unknown,2,unknown,no
827,management,0,yes,no,cellular,2,failure,no
3316,management,1218,yes,no,cellular,6,unknown,no
5163,housemaid,127,yes,no,telephone,8,unknown,yes
3086,blue-collar,103,yes,no,cellular,1,failure,no
742,technician,125,yes,no,cellular,3,unknown,yes
1511,blue-collar,79,no,no,telephone,4,unknown,yes
6788,services,4157,yes,no,unknown,1,unknown,no
4650,blue-collar,6212,yes,no,cellular,2,unknown,no
3645,entrepreneur,0,no,yes,cellular,1,unknown,no
1478,management,291,no,no,cellular,2,unknown,no
7233,student,10,yes,no,cellular,4,unknown,yes
3405,admin.,-498,yes,no,cellular,3,failure,no
1358,technician,176,no,no,cellular,4,unknown,no
810,retired,173,no,no,cellular,3,unknown,no
476,services,311,yes,yes,cellular,1,failure,no
5192,management,537,no,no,unknown,3,unknown,no
3426,management,195,no,yes,cellular,1,other,no
5653,blue-collar,3558,no,no,cellular,10,unknown,no
280,unemployed,200,yes,no,unknown,6,unknown,no
4360,management,568,no,no,cellular,10,unknown,yes
4461,services,375,no,no,telephone,6,unknown,no
4013,blue-collar,2308,yes,no,unknown,1,unknown,no
384,admin.,114,no,no,cellular,1,unknown,yes
4212,management,741,no,no,cellular,2,unknown,no
6680,management,385,yes,no,unknown,4,unknown,no
369,self-employed,524,yes,no,cellular,4,unknown,no
2555,entrepreneur,3469,yes,no,cellular,1,unknown,yes
482,management,1556,yes,no,cellular,3,unknown,no
4025,technician,11862,no,no,cellular,1,unknown,yes
6882,retired,4048,no,yes,cellular,5,unknown,no
4491,technician,846,no,no,cellular,3,failure,yes
1556,admin.,707,yes,no,cellular,1,unknown,yes
2492,blue-collar,3463,yes,no,telephone,4,unknown,no
4138,admin.,534,no,no,cellular,1,failure,yes
6839,blue-collar,2276,no,no,unknown,3,unknown,no
798,admin.,206,yes,no,unknown,1,unknown,no
2448,technician,147,no,no,unknown,2,unknown,no
3707,entrepreneur,169,yes,no,telephone,4,unknown,no
4695,blue-collar,101,no,yes,cellular,3,unknown,yes
4711,technician,678,no,no,cellular,1,other,no
5171,management,613,no,no,cellular,1,success,yes
5968,technician,964,no,no,cellular,2,unknown,no
7219,admin.,1504,yes,no,unknown,3,unknown,no
448,blue-collar,5222,yes,no,cellular,2,failure,no
3892,management,4335,yes,no,cellular,1,unknown,no
2805,admin.,88,yes,no,unknown,2,unknown,no
6656,technician,1478,no,no,cellular,4,unknown,yes
5858,technician,446,no,no,cellular,3,unknown,no
1104,unemployed,1088,no,no,cellular,1,unknown,yes
1782,blue-collar,205,yes,no,cellular,1,unknown,no
2454,blue-collar,722,yes,no,unknown,2,unknown,no
3469,technician,1262,yes,no,unknown,11,unknown,yes
1757,technician,1320,no,no,cellular,1,success,yes
6884,services,-336,no,yes,unknown,8,unknown,no
3244,admin.,2999,yes,no,cellular,1,unknown,yes
83,blue-collar,19,yes,no,cellular,1,other,no
1944,admin.,3735,no,no,cellular,1,success,yes
1525,services,0,yes,yes,cellular,2,failure,yes
4028,retired,519,yes,no,unknown,3,unknown,no
4780,technician,816,no,no,cellular,2,unknown,no
3901,services,15,yes,no,cellular,1,unknown,no
4148,technician,196,yes,yes,cellular,1,unknown,yes
1149,blue-collar,1291,yes,no,cellular,3,failure,no
279,admin.,-249,yes,no,cellular,3,unknown,no
1963,unemployed,201,no,no,cellular,1,success,yes
5467,management,4,no,no,cellular,1,unknown,no
3652,technician,0,no,no,cellular,8,unknown,no
3501,student,196,no,no,cellular,3,unknown,yes
2333,admin.,81,yes,no,cellular,2,other,no
3409,blue-collar,-46,yes,no,cellular,1,success,yes
935,retired,6746,no,no,telephone,1,unknown,yes
1327,management,2605,yes,no,unknown,6,unknown,no
4786,admin.,285,no,no,cellular,3,unknown,yes
5046,services,12223,yes,no,cellular,1,unknown,no
5760,self-employed,-56,yes,no,unknown,3,unknown,no
7012,services,608,no,no,cellular,3,unknown,no
1295,blue-collar,-84,yes,yes,cellular,5,unknown,no
1080,admin.,829,yes,yes,cellular,1,failure,no
6937,management,2955,no,no,cellular,2,unknown,yes
5715,student,67,no,no,cellular,3,other,yes
2918,blue-collar,25,yes,no,cellular,3,unknown,no
705,technician,2442,no,no,cellular,3,unknown,yes
1443,retired,5313,no,no,cellular,2,success,yes
820,management,2707,no,no,cellular,1,unknown,yes
1799,technician,2396,no,no,cellular,1,unknown,yes
4470,management,375,no,no,cellular,1,unknown,yes
586,blue-collar,259,no,no,unknown,2,unknown,no
3600,unemployed,7724,no,no,cellular,3,unknown,yes
1094,unemployed,0,yes,no,cellular,1,unknown,no
3233,services,1573,no,no,cellular,1,unknown,no
786,blue-collar,13156,yes,no,cellular,4,failure,no
6823,retired,67,no,no,unknown,1,unknown,yes
585,blue-collar,-157,yes,no,cellular,3,unknown,yes
6715,blue-collar,1384,yes,no,unknown,4,unknown,yes
6949,technician,545,yes,no,cellular,3,unknown,no
6635,technician,383,no,no,cellular,3,unknown,yes
5880,blue-collar,1857,yes,no,cellular,2,success,yes
474,blue-collar,193,yes,no,cellular,2,unknown,no
1655,admin.,315,yes,yes,cellular,3,unknown,yes
2597,management,487,yes,no,unknown,4,unknown,yes
6423,management,1683,yes,yes,cellular,2,unknown,no
3411,services,1117,no,no,cellular,1,unknown,yes
3142,technician,85,yes,no,unknown,4,unknown,yes
5776,services,242,no,yes,cellular,4,unknown,yes
6584,blue-collar,1682,yes,yes,cellular,3,unknown,no
2560,blue-collar,49,yes,no,cellular,4,unknown,yes
5041,technician,16992,yes,no,unknown,1,unknown,no
1436,unemployed,285,yes,no,cellular,2,failure,no
2924,management,1241,yes,no,cellular,2,unknown,no
5329,unemployed,86,yes,yes,unknown,2,unknown,yes
4321,admin.,2271,no,no,telephone,1,unknown,yes
835,student,134,no,no,cellular,1,other,no
6276,entrepreneur,0,no,no,unknown,1,unknown,yes
515,technician,-126,yes,yes,unknown,2,unknown,no
6488,management,6016,no,no,cellular,3,unknown,yes
1541,management,73,no,no,telephone,2,unknown,yes
2146,management,0,no,no,telephone,9,unknown,yes
1954,admin.,725,yes,no,cellular,7,failure,no
249,services,337,yes,no,unknown,3,unknown,no
6752,technician,0,no,no,cellular,2,unknown,no
6250,blue-collar,2440,no,yes,cellular,1,unknown,no
631,technician,1819,yes,no,unknown,2,unknown,no
3970,unemployed,632,no,no,cellular,3,success,yes
2114,self-employed,1,no,no,cellular,3,unknown,no
89,services,-971,yes,yes,unknown,2,unknown,no
2765,blue-collar,476,yes,no,cellular,9,unknown,yes
4352,blue-collar,2176,yes,no,unknown,2,unknown,no
1575,blue-collar,0,no,no,cellular,2,success,yes
3065,management,122,yes,no,unknown,2,unknown,yes
3263,management,0,no,no,cellular,2,success,yes
5784,student,387,yes,no,cellular,3,failure,yes
2884,admin.,1102,yes,no,unknown,2,unknown,no
3431,services,-40,yes,no,cellular,1,failure,yes
837,management,-547,yes,yes,cellular,10,unknown,no
2218,blue-collar,1388,no,no,cellular,4,unknown,no
3135,admin.,1596,no,no,cellular,1,unknown,yes
2498,admin.,4023,no,no,unknown,2,unknown,no
70,management,193,no,no,cellular,6,unknown,no
2881,entrepreneur,2686,yes,no,cellular,3,unknown,yes
3903,admin.,241,no,no,cellular,1,unknown,no
2163,services,-116,yes,no,unknown,3,unknown,no
3668,admin.,653,no,no,cellular,1,unknown,yes
2160,blue-collar,668,yes,no,cellular,6,success,no
1009,services,-395,yes,no,cellular,1,unknown,yes
6033,retired,604,no,no,cellular,1,unknown,no
845,management,222,no,yes,cellular,1,other,no
5690,retired,2600,no,no,cellular,1,unknown,yes
161,technician,100,no,no,cellular,4,unknown,no
5073,blue-collar,303,no,no,cellular,1,unknown,yes
414,technician,930,yes,no,cellular,5,failure,no
5202,management,802,yes,no,cellular,2,unknown,yes
6439,student,111,no,no,cellular,2,unknown,yes
4165,technician,6835,no,no,cellular,1,failure,no
2590,technician,720,no,no,cellular,4,unknown,no
2717,entrepreneur,104,yes,yes,cellular,1,unknown,no
2352,blue-collar,312,yes,no,unknown,2,unknown,no
4244,management,441,no,no,cellular,9,unknown,no
6168,technician,49,yes,no,unknown,2,unknown,no
5176,technician,316,yes,no,cellular,1,unknown,yes
7247,retired,166,no,no,cellular,1,unknown,no
5139,blue-collar,398,yes,no,cellular,1,unknown,yes
