,age,balance,contact,campaign,pdays,poutcome,deposit
1287,32,1088,cellular,1,363,success,yes
622,51,117,cellular,2,88,other,yes
198,38,46,cellular,2,-1,unknown,no
7424,49,2061,unknown,3,-1,unknown,no
6140,26,114,cellular,1,-1,unknown,yes
2543,46,9299,cellular,1,276,other,yes
1581,49,229,cellular,2,-1,unknown,no
1298,76,4112,telephone,2,-1,unknown,yes
688,55,-375,cellular,2,-1,unknown,yes
4202,31,0,cellular,1,-1,unknown,no
2984,39,385,cellular,1,48,failure,yes
606,38,4406,telephone,2,-1,unknown,yes
1073,22,71,cellular,1,181,success,yes
6165,32,243,unknown,1,-1,unknown,no
6500,36,341,cellular,1,-1,unknown,yes
694,43,1429,cellular,1,169,success,yes
1387,55,2,unknown,4,-1,unknown,no
5153,41,1319,cellular,1,-1,unknown,no
5510,33,193,unknown,2,-1,unknown,no
784,29,455,cellular,4,148,success,yes
5662,53,4380,telephone,7,-1,unknown,no
2353,50,2410,cellular,1,-1,unknown,no
307,58,786,unknown,3,-1,unknown,no
5649,34,158,cellular,1,92,success,yes
5181,41,1967,cellular,1,341,failure,no
1356,43,313,cellular,2,-1,unknown,no
4106,31,761,telephone,2,-1,unknown,yes
239,38,1222,unknown,2,-1,unknown,no
7,36,911,cellular,2,21,failure,yes
4037,47,278,cellular,1,366,other,no
2444,38,1199,cellular,1,1,success,yes
1339,37,133,cellular,2,-1,unknown,yes
6050,22,682,cellular,2,91,success,yes
5436,52,408,cellular,2,-1,unknown,no
5616,34,140,cellular,2,365,failure,no
1937,61,243,cellular,1,-1,unknown,yes
1733,44,135,cellular,3,-1,unknown,no
1662,45,0,cellular,2,472,success,yes
3166,47,-245,unknown,4,-1,unknown,no
2763,47,274,cellular,2,-1,unknown,no
5964,57,0,cellular,1,-1,unknown,no
6265,37,3954,cellular,1,117,failure,no
6965,46,659,telephone,11,-1,unknown,yes
6344,39,1757,telephone,1,-1,unknown,yes
1933,56,12356,cellular,1,551,other,yes
2059,35,725,cellular,7,133,failure,no
6133,36,871,telephone,1,-1,unknown,no
6584,46,-90,telephone,1,-1,unknown,yes
3244,51,9,unknown,2,-1,unknown,yes
1449,59,2145,telephone,2,-1,unknown,no
2512,30,1824,cellular,2,-1,unknown,no
7769,55,0,cellular,1,-1,unknown,yes
425,43,733,cellular,1,187,success,yes
5629,47,3644,unknown,2,-1,unknown,no
3125,33,621,cellular,5,-1,unknown,no
1754,50,203,telephone,1,127,other,no
4767,72,4657,telephone,1,91,success,yes
1676,30,251,cellular,1,-1,unknown,yes
736,36,4145,unknown,4,-1,unknown,yes
6290,82,0,telephone,2,195,other,yes
2896,45,28,cellular,1,222,other,no
5829,79,79,cellular,2,-1,unknown,yes
7020,58,2714,cellular,1,287,failure,yes
345,51,371,cellular,1,-1,unknown,yes
1873,36,4,cellular,1,61,success,no
6250,34,13014,cellular,1,183,success,yes
2331,28,482,cellular,1,-1,unknown,yes
7629,48,595,cellular,1,-1,unknown,no
4696,49,1167,cellular,1,91,success,yes
7054,57,1401,cellular,22,-1,unknown,no
5804,56,4623,cellular,1,192,success,yes
2192,42,6060,cellular,1,350,failure,yes
2548,33,1909,cellular,2,-1,unknown,no
2307,29,1311,cellular,1,-1,unknown,yes
5574,27,-713,unknown,2,-1,unknown,yes
5095,52,2800,unknown,1,-1,unknown,no
3892,36,1822,cellular,1,323,other,yes
6592,78,8556,telephone,2,-1,unknown,yes
6329,30,154,cellular,2,-1,unknown,no
2313,30,3028,cellular,5,-1,unknown,no
7461,39,3,cellular,1,-1,unknown,yes
2170,35,753,cellular,9,-1,unknown,no
1026,27,73,cellular,1,-1,unknown,yes
1347,52,1453,telephone,21,-1,unknown,no
5428,34,-33,cellular,1,-1,unknown,yes
71,31,20,telephone,1,-1,unknown,no
551,36,0,cellular,4,-1,unknown,yes
3615,25,293,telephone,2,-1,unknown,no
7481,36,659,cellular,13,-1,unknown,no
6312,30,398,cellular,1,6,success,yes
344,34,199,unknown,3,-1,unknown,no
7226,46,3984,cellular,2,-1,unknown,no
5847,60,758,cellular,1,-1,unknown,no
4439,33,2565,cellular,2,-1,unknown,no
4666,41,1646,cellular,1,90,success,yes
7107,38,1477,cellular,3,769,failure,yes
4484,35,726,cellular,1,-1,unknown,no
2832,49,1091,telephone,2,-1,unknown,no
3851,38,20,cellular,1,-1,unknown,no
7405,57,126,telephone,2,-1,unknown,yes
4572,73,796,cellular,1,182,failure,yes
3159,22,372,cellular,1,-1,unknown,yes
1799,30,311,cellular,2,-1,unknown,yes
7125,41,5561,cellular,2,-1,unknown,yes
764,52,0,cellular,3,-1,unknown,yes
3105,30,699,unknown,1,-1,unknown,no
4162,42,0,cellular,2,-1,unknown,no
7239,63,2896,cellular,1,119,success,yes
5553,39,728,cellular,1,-1,unknown,yes
1848,37,0,cellular,1,258,other,no
1153,42,784,cellular,3,-1,unknown,no
251,46,1590,cellular,2,-1,unknown,no
1126,39,517,cellular,3,196,failure,no
5872,34,66,unknown,1,-1,unknown,no
6920,35,353,cellular,1,-1,unknown,yes
3846,37,-97,unknown,2,-1,unknown,no
5839,30,572,cellular,3,183,success,yes
5330,43,3550,cellular,1,-1,unknown,yes
6420,32,5252,unknown,2,-1,unknown,no
2302,38,4383,cellular,4,-1,unknown,yes
6129,90,1,cellular,3,-1,unknown,yes
7465,54,118,cellular,1,-1,unknown,yes
4690,35,1193,unknown,2,-1,unknown,no
3956,38,3598,unknown,1,-1,unknown,no
1209,39,1951,unknown,2,-1,unknown,no
5862,29,162,cellular,1,-1,unknown,no
1341,38,259,cellular,1,-1,unknown,no
4990,32,134,cellular,2,-1,unknown,no
1392,34,79,cellular,3,-1,unknown,no
1213,32,769,cellular,2,-1,unknown,yes
6200,25,50,unknown,1,-1,unknown,no
4080,38,508,cellular,2,-1,unknown,yes
4951,33,910,cellular,1,-1,unknown,no
4820,33,387,cellular,5,-1,unknown,no
1880,42,205,cellular,1,-1,unknown,no
3606,55,2923,unknown,2,-1,unknown,no
3067,28,222,unknown,23,-1,unknown,no
2010,32,578,cellular,2,-1,unknown,no
2193,24,403,unknown,1,-1,unknown,yes
4425,30,1541,cellular,8,-1,unknown,yes
5047,66,206,cellular,1,-1,unknown,yes
7251,52,-336,unknown,8,-1,unknown,no
2726,46,4693,cellular,1,394,failure,yes
157,30,364,cellular,1,-1,unknown,no
3903,55,1504,cellular,2,-1,unknown,yes
4285,34,250,cellular,1,188,other,no
645,36,160,unknown,1,-1,unknown,no
4133,38,327,cellular,5,-1,unknown,yes
727,33,1534,cellular,2,-1,unknown,yes
2068,48,201,cellular,1,91,success,yes
1488,52,2557,cellular,1,156,other,yes
196,29,260,unknown,14,-1,unknown,yes
5303,47,86,cellular,1,97,success,yes
4486,19,134,cellular,2,-1,unknown,yes
4292,35,109,cellular,2,-1,unknown,no
5260,31,1125,unknown,1,-1,unknown,no
746,31,98,cellular,2,-1,unknown,no
4914,29,-312,cellular,2,-1,unknown,no
2837,44,397,cellular,1,257,other,yes
5012,31,84,unknown,1,-1,unknown,no
4722,34,303,cellular,1,195,failure,no
3349,38,173,cellular,4,-1,unknown,no
1944,31,301,cellular,1,-1,unknown,no
2658,72,2321,cellular,2,64,failure,yes
5849,18,608,cellular,1,93,success,yes
2138,47,603,cellular,1,-1,unknown,yes
2874,60,824,cellular,1,181,success,yes
2808,31,64,cellular,3,-1,unknown,no
6391,55,-2,cellular,1,-1,unknown,no
5269,54,0,cellular,2,-1,unknown,no
2119,36,664,cellular,3,-1,unknown,no
1451,25,1003,cellular,1,-1,unknown,yes
857,57,3551,cellular,1,-1,unknown,yes
2886,43,13342,cellular,1,-1,unknown,no
405,42,30,cellular,1,266,failure,no
7071,57,0,cellular,1,-1,unknown,yes
1302,56,385,cellular,3,-1,unknown,no
1368,31,313,cellular,2,-1,unknown,no
4313,43,149,unknown,2,-1,unknown,yes
7253,61,1332,cellular,1,-1,unknown,yes
2352,67,1341,cellular,1,-1,unknown,yes
7589,39,834,cellular,1,-1,unknown,no
3460,27,11862,telephone,5,101,success,no
1682,41,39,cellular,4,-1,unknown,no
274,48,741,cellular,1,-1,unknown,no
6476,39,94,cellular,2,-1,unknown,no
2276,47,668,cellular,6,354,success,no
741,56,23,cellular,3,-1,unknown,yes
161,30,0,cellular,2,-1,unknown,no
900,60,17297,cellular,11,-1,unknown,yes
7473,30,7773,cellular,1,-1,unknown,yes
1119,39,2118,cellular,2,-1,unknown,no
4897,44,1248,cellular,3,-1,unknown,no
3459,25,219,cellular,1,96,success,yes
7514,19,329,cellular,2,-1,unknown,yes
4107,27,439,cellular,2,-1,unknown,yes
6875,59,21,telephone,2,-1,unknown,no
1884,38,0,cellular,1,385,failure,yes
821,36,479,cellular,2,-1,unknown,yes
7308,42,687,cellular,2,-1,unknown,no
3123,57,230,cellular,2,210,failure,yes
132,54,1895,cellular,1,-1,unknown,no
7145,55,505,cellular,1,316,other,no
2918,20,76,cellular,2,-1,unknown,yes
4353,50,12519,cellular,3,34,failure,yes
2477,35,15474,cellular,1,92,other,no
1434,43,550,cellular,2,-1,unknown,no
3538,51,656,cellular,2,-1,unknown,no
3624,58,1310,cellular,2,-1,unknown,no
6340,41,22,unknown,1,-1,unknown,no
7341,35,365,cellular,2,-1,unknown,no
4260,37,1315,cellular,1,-1,unknown,yes
1764,49,228,cellular,1,92,success,yes
4147,57,1532,telephone,3,-1,unknown,no
7787,41,102,unknown,9,-1,unknown,no
5291,58,269,unknown,2,-1,unknown,no
803,34,5827,cellular,2,-1,unknown,no
6879,55,1938,cellular,1,386,success,yes
2654,49,523,cellular,1,60,failure,yes
1286,24,0,cellular,1,-1,unknown,no
264,32,473,cellular,3,-1,unknown,yes
2314,70,2384,cellular,2,-1,unknown,yes
5868,37,5,cellular,2,-1,unknown,no
458,33,395,unknown,1,-1,unknown,no
844,31,2589,cellular,1,-1,unknown,yes
1506,54,522,cellular,3,-1,unknown,no
3759,52,230,cellular,2,170,failure,no
6502,42,275,cellular,8,-1,unknown,no
2869,27,3733,telephone,6,-1,unknown,yes
1580,58,13,cellular,4,-1,unknown,no
1104,26,-326,unknown,3,-1,unknown,no
811,62,569,cellular,1,1,success,yes
6426,40,693,cellular,1,-1,unknown,no
2186,80,1468,cellular,3,-1,unknown,yes
1190,22,466,cellular,1,-1,unknown,yes
838,36,206,unknown,1,-1,unknown,no
3854,26,430,cellular,2,-1,unknown,no
6701,60,194,cellular,5,-1,unknown,no
6224,31,4415,unknown,1,-1,unknown,no
3236,42,-272,cellular,1,-1,unknown,no
2427,53,1776,unknown,7,-1,unknown,no
4132,43,3403,cellular,2,97,success,yes
1438,52,1227,cellular,4,-1,unknown,yes
925,35,300,unknown,4,-1,unknown,no
7144,58,2261,cellular,1,391,failure,no
758,30,1012,cellular,3,329,failure,no
4591,25,1243,cellular,7,-1,unknown,yes
6650,39,2298,cellular,2,319,other,no
753,56,1181,cellular,1,433,failure,yes
5138,47,4556,unknown,1,-1,unknown,no
182,58,0,cellular,1,-1,unknown,no
929,26,3672,unknown,5,-1,unknown,no
6516,46,2948,cellular,1,-1,unknown,yes
770,46,556,unknown,3,-1,unknown,yes
5917,28,525,cellular,1,-1,unknown,no
4437,33,598,unknown,1,-1,unknown,no
5778,34,260,cellular,1,-1,unknown,no
7440,41,203,cellular,2,-1,unknown,yes
190,59,2239,cellular,1,-1,unknown,yes
1727,84,639,telephone,3,-1,unknown,yes
4477,32,5806,cellular,2,-1,unknown,yes
6203,54,0,cellular,1,-1,unknown,no
5082,36,871,cellular,1,-1,unknown,no
3952,30,0,cellular,1,-1,unknown,no
5688,30,5,cellular,3,-1,unknown,yes
4298,29,572,cellular,1,-1,unknown,yes
6421,26,-45,unknown,2,-1,unknown,no
7420,45,4831,cellular,3,182,success,yes
5624,37,876,cellular,4,327,failure,no
7361,27,0,cellular,6,-1,unknown,no
3757,32,133,cellular,1,-1,unknown,yes
5537,29,5359,cellular,1,-1,unknown,yes
3313,30,4468,cellular,1,-1,unknown,yes
4246,57,519,unknown,3,-1,unknown,no
6744,30,-181,cellular,2,-1,unknown,no
101,48,0,cellular,8,-1,unknown,no
1963,35,152,unknown,1,-1,unknown,yes
3151,19,394,cellular,3,-1,unknown,yes
46,32,367,cellular,2,276,failure,no
3609,36,571,cellular,3,-1,unknown,no
2258,59,434,unknown,3,-1,unknown,no
7012,48,0,cellular,1,344,other,no
2961,35,1855,unknown,1,-1,unknown,no
3486,50,1743,unknown,5,-1,unknown,no
222,29,247,cellular,2,587,failure,yes
6820,26,47,cellular,1,-1,unknown,no
1628,58,2155,cellular,2,92,success,yes
928,36,191,cellular,7,-1,unknown,no
6397,45,1529,cellular,1,-1,unknown,no
4213,31,253,cellular,1,-1,unknown,no
1305,49,823,cellular,4,-1,unknown,yes
4,36,205,telephone,4,-1,unknown,no
3428,30,4889,cellular,2,-1,unknown,yes
1062,49,5,cellular,2,-1,unknown,no
4336,28,934,unknown,2,-1,unknown,no
6631,33,1699,cellular,2,94,success,yes
153,40,8379,unknown,6,-1,unknown,no
5785,32,2431,cellular,5,-1,unknown,yes
5887,29,550,cellular,1,-1,unknown,yes
3298,57,3043,cellular,2,-1,unknown,yes
706,55,446,cellular,1,-1,unknown,no
3971,36,1184,cellular,1,-1,unknown,yes
6211,26,1134,cellular,4,-1,unknown,yes
686,33,3243,cellular,4,-1,unknown,yes
3836,56,6619,telephone,1,-1,unknown,yes
2096,35,2144,unknown,2,-1,unknown,no
7726,25,154,cellular,1,183,success,yes
3531,53,6,unknown,2,-1,unknown,no
4917,42,802,telephone,2,-1,unknown,no
5759,26,399,cellular,2,-1,unknown,no
5740,46,8564,cellular,2,342,failure,no
7560,37,1120,unknown,5,-1,unknown,no
1608,39,710,cellular,2,-1,unknown,no
4952,32,81,cellular,1,-1,unknown,no
6004,40,1808,cellular,1,-1,unknown,yes
82,35,951,cellular,2,-1,unknown,no
1812,42,213,cellular,3,-1,unknown,yes
663,31,1819,unknown,2,-1,unknown,no
6971,35,3698,cellular,1,-1,unknown,yes
673,31,17,cellular,1,-1,unknown,no
4422,36,1177,cellular,5,-1,unknown,no
6031,26,855,unknown,2,-1,unknown,no
3342,34,682,cellular,3,-1,unknown,no
96,30,131,cellular,6,-1,unknown,yes
45,32,228,cellular,6,-1,unknown,yes
4142,60,979,cellular,3,347,failure,yes
5736,40,2487,cellular,1,-1,unknown,no
1756,52,813,cellular,2,-1,unknown,no
2868,34,879,cellular,1,344,failure,yes
1719,48,-254,cellular,4,-1,unknown,no
2225,46,1568,cellular,1,55,other,yes
7788,24,125,cellular,1,90,failure,yes
2199,44,121,cellular,1,91,success,yes
2463,30,3343,cellular,1,-1,unknown,yes
6249,38,4592,cellular,1,-1,unknown,no
5160,30,-754,unknown,1,-1,unknown,no
3458,48,0,unknown,2,-1,unknown,no
646,42,-97,cellular,4,271,failure,no
5640,31,14533,cellular,2,-1,unknown,yes
5294,34,303,cellular,3,126,failure,yes
3709,33,386,cellular,1,181,success,yes
298,38,413,cellular,1,179,failure,yes
689,49,7019,cellular,1,368,failure,yes
6722,38,173,unknown,2,-1,unknown,no
4907,55,196,cellular,1,-1,unknown,yes
2974,41,-274,unknown,3,-1,unknown,no
4880,75,358,cellular,11,-1,unknown,yes
4868,36,962,cellular,1,-1,unknown,yes
2421,35,347,unknown,1,-1,unknown,no
231,27,377,cellular,2,-1,unknown,yes
1860,63,5112,telephone,2,95,failure,yes
1509,46,2775,cellular,1,-1,unknown,no
3192,27,194,unknown,1,-1,unknown,no
1112,55,384,telephone,1,-1,unknown,no
5669,37,0,cellular,3,-1,unknown,yes
3028,39,1880,cellular,2,-1,unknown,yes
2238,51,-55,cellular,2,266,failure,no
6585,28,939,unknown,1,-1,unknown,yes
3806,34,1467,cellular,1,332,failure,no
322,50,-470,cellular,2,160,failure,no
382,48,1559,cellular,3,133,failure,no
7546,41,1,cellular,4,-1,unknown,no
2106,39,0,cellular,1,-1,unknown,no
4051,34,158,cellular,3,181,success,yes
5407,31,4198,cellular,1,-1,unknown,yes
510,31,573,telephone,1,269,failure,no
5042,40,4775,cellular,1,-1,unknown,yes
6597,38,5293,cellular,1,171,failure,yes
4071,39,1388,cellular,5,-1,unknown,no
4960,55,1633,cellular,1,192,success,yes
74,35,13658,telephone,2,-1,unknown,no
7530,62,1742,cellular,2,98,other,yes
6827,54,0,cellular,1,182,success,no
585,77,2590,telephone,3,277,failure,yes
3753,32,1477,cellular,1,-1,unknown,no
3712,29,314,cellular,1,-1,unknown,yes
806,76,8919,cellular,1,-1,unknown,no
4065,38,1440,cellular,2,-1,unknown,no
2547,50,5312,cellular,3,-1,unknown,no
6973,38,165,cellular,1,260,other,yes
5167,45,1515,unknown,4,-1,unknown,no
1013,44,-600,cellular,1,-1,unknown,no
1827,42,452,cellular,2,-1,unknown,no
620,24,382,cellular,2,92,failure,yes
591,42,233,cellular,1,-1,unknown,no
5858,33,373,cellular,1,180,failure,yes
6692,54,167,cellular,2,-1,unknown,no
1041,26,37,cellular,5,-1,unknown,no
1968,41,219,unknown,3,-1,unknown,yes
1268,46,68,unknown,3,-1,unknown,no
376,31,0,cellular,2,-1,unknown,no
1017,47,1128,cellular,2,-1,unknown,no
2301,59,1265,cellular,1,-1,unknown,yes
4032,48,657,cellular,2,-1,unknown,no
95,44,250,telephone,2,-1,unknown,yes
5266,37,319,unknown,3,-1,unknown,yes
6513,34,455,unknown,3,-1,unknown,no
4798,33,3143,cellular,2,-1,unknown,yes
1857,31,2603,cellular,4,-1,unknown,yes
3346,48,113,cellular,13,-1,unknown,no
7428,49,947,unknown,2,-1,unknown,yes
6761,51,57,unknown,1,-1,unknown,no
4642,28,1825,cellular,1,-1,unknown,yes
2398,40,1716,cellular,8,-1,unknown,no
885,36,81,cellular,1,-1,unknown,yes
2789,42,266,cellular,1,-1,unknown,no
4578,38,196,cellular,1,-1,unknown,yes
5982,40,782,cellular,5,202,failure,no
5409,42,247,cellular,2,-1,unknown,no
6061,30,178,cellular,3,-1,unknown,yes
2811,47,3630,unknown,4,-1,unknown,no
5813,51,0,cellular,4,-1,unknown,no
6304,39,1425,cellular,3,-1,unknown,yes
5753,61,197,cellular,1,-1,unknown,yes
78,58,1667,unknown,1,-1,unknown,no
3333,59,68,unknown,2,-1,unknown,no
1333,36,7503,telephone,1,335,failure,no
2327,43,1429,cellular,1,198,other,yes
6732,60,7929,unknown,1,-1,unknown,yes
6254,53,-634,cellular,3,-1,unknown,no
7613,34,7602,cellular,1,-1,unknown,no
2309,32,1630,cellular,1,-1,unknown,no
847,47,442,cellular,1,-1,unknown,no
7075,45,219,cellular,4,-1,unknown,no
2614,35,670,cellular,2,-1,unknown,yes
4392,22,381,cellular,1,-1,unknown,yes
7114,30,314,cellular,2,175,success,no
2354,35,22,cellular,2,302,other,yes
7680,66,1929,cellular,1,-1,unknown,no
6104,23,1234,cellular,1,-1,unknown,yes
2901,43,3173,unknown,1,-1,unknown,yes
6822,48,399,cellular,1,-1,unknown,no
5032,36,7606,unknown,1,-1,unknown,yes
915,43,-177,unknown,2,-1,unknown,no
5437,86,157,telephone,1,-1,unknown,no
1311,57,350,telephone,3,-1,unknown,no
6946,22,780,cellular,3,-1,unknown,yes
5343,38,0,cellular,12,197,failure,no
5202,28,6332,telephone,1,343,failure,no
6908,43,-754,cellular,3,-1,unknown,yes
4455,36,0,cellular,1,-1,unknown,no
1497,52,135,cellular,9,-1,unknown,no
4125,51,1337,telephone,6,-1,unknown,no
7122,50,-6,unknown,2,-1,unknown,no
949,31,0,unknown,1,-1,unknown,no
2659,61,544,cellular,3,200,success,yes
6261,46,804,cellular,2,361,success,yes
3760,31,522,cellular,4,-1,unknown,no
2361,30,2278,telephone,1,-1,unknown,no
400,31,254,cellular,8,-1,unknown,yes
870,43,0,cellular,2,-1,unknown,no
6029,29,8103,cellular,3,-1,unknown,yes
383,70,275,cellular,1,-1,unknown,yes
5750,48,1949,unknown,2,-1,unknown,yes
3748,30,7,cellular,1,164,other,yes
6634,20,2785,cellular,2,-1,unknown,yes
7258,39,175,cellular,1,365,other,no
3070,48,-92,cellular,1,-1,unknown,yes
4530,41,217,cellular,1,-1,unknown,no
2596,31,8784,unknown,2,-1,unknown,no
3650,38,322,unknown,1,-1,unknown,no
3770,32,0,cellular,1,-1,unknown,no
6233,28,-504,cellular,1,-1,unknown,yes
3372,22,104,cellular,1,185,success,yes
2503,43,-1701,unknown,1,-1,unknown,no
7602,49,-701,cellular,2,-1,unknown,yes
7483,51,1162,cellular,1,-1,unknown,yes
2413,50,11528,unknown,1,-1,unknown,no
6007,30,455,cellular,1,-1,unknown,yes
1630,56,589,unknown,1,147,success,yes
4662,40,0,unknown,4,-1,unknown,no
1466,49,0,cellular,2,-1,unknown,no
2203,23,356,cellular,2,356,failure,no
5823,58,-354,cellular,1,-1,unknown,no
1025,54,84,cellular,2,-1,unknown,no
3177,37,1609,unknown,19,-1,unknown,no
1040,56,1894,unknown,1,-1,unknown,no
5787,59,7766,cellular,1,461,failure,yes
7699,33,2071,cellular,2,-1,unknown,no
3173,53,0,unknown,1,-1,unknown,no
1135,37,529,cellular,1,149,other,no
3571,38,690,unknown,1,-1,unknown,no
6774,55,1563,cellular,2,-1,unknown,no
3423,63,2193,telephone,4,-1,unknown,yes
1836,34,178,cellular,1,-1,unknown,no
5467,29,922,cellular,1,-1,unknown,no
5995,28,313,cellular,2,-1,unknown,yes
6510,26,531,cellular,1,-1,unknown,no
7604,29,3794,cellular,1,-1,unknown,no
7571,28,2351,telephone,1,-1,unknown,yes
4737,31,846,cellular,3,205,failure,yes
4454,36,111,cellular,3,-1,unknown,no
1223,54,6242,cellular,1,-1,unknown,no
3985,36,673,cellular,1,-1,unknown,yes
4677,30,914,cellular,3,272,failure,yes
923,41,201,cellular,1,-1,unknown,yes
4552,28,-7,unknown,2,-1,unknown,yes
6959,52,820,cellular,2,-1,unknown,no
3120,54,140,telephone,2,182,failure,yes
5803,35,295,unknown,1,-1,unknown,yes
6981,34,36,cellular,6,-1,unknown,no
4299,44,2657,unknown,2,-1,unknown,no
6475,35,1144,cellular,13,-1,unknown,no
660,32,-262,telephone,24,-1,unknown,no
4478,43,2643,telephone,5,-1,unknown,yes
2802,53,53,cellular,1,-1,unknown,yes
4699,42,1272,cellular,1,169,failure,no
4119,42,827,cellular,3,-1,unknown,no
2957,53,9001,cellular,1,-1,unknown,yes
3220,36,125,unknown,1,-1,unknown,no
5534,44,1151,unknown,2,-1,unknown,no
7716,77,4659,cellular,1,-1,unknown,yes
658,26,1438,cellular,1,449,other,yes
6655,64,588,cellular,1,-1,unknown,yes
609,35,1496,cellular,4,-1,unknown,no
1875,58,0,unknown,5,-1,unknown,no
1090,40,273,unknown,1,-1,unknown,no
4824,70,482,telephone,1,196,success,yes
445,32,1026,cellular,1,-1,unknown,yes
1911,23,4545,cellular,1,-1,unknown,no
4220,50,3463,cellular,1,-1,unknown,yes
3636,47,600,cellular,15,-1,unknown,yes
4794,75,291,cellular,1,182,success,yes
3967,38,-51,cellular,1,-1,unknown,no
1701,57,5313,cellular,1,-1,unknown,yes
1586,42,1216,cellular,1,521,failure,yes
738,38,895,cellular,1,-1,unknown,yes
1632,47,1405,unknown,1,-1,unknown,no
7173,23,-213,unknown,2,-1,unknown,no
181,53,25,cellular,2,-1,unknown,yes
4959,64,2352,cellular,4,183,success,yes
4367,45,-497,cellular,1,-1,unknown,no
5127,34,500,unknown,1,-1,unknown,no
5445,33,576,cellular,1,111,other,no
7395,50,570,unknown,3,-1,unknown,no
1078,57,589,cellular,1,244,other,no
3920,58,903,cellular,1,-1,unknown,no
7537,47,1764,cellular,6,-1,unknown,no
5367,54,9,cellular,3,-1,unknown,no
6001,51,2094,cellular,6,-1,unknown,yes
772,26,222,cellular,1,334,failure,yes
2158,53,7132,cellular,2,-1,unknown,no
1251,40,1038,unknown,1,-1,unknown,no
5824,32,2069,cellular,1,-1,unknown,yes
6210,58,565,telephone,1,-1,unknown,yes
1312,27,223,cellular,2,-1,unknown,no
3566,42,160,unknown,1,-1,unknown,no
4354,31,450,cellular,2,129,failure,no
6172,45,1187,cellular,1,-1,unknown,no
804,34,806,cellular,3,458,success,yes
3158,35,1120,unknown,1,771,success,no
4040,85,7613,cellular,3,-1,unknown,yes
3986,80,0,cellular,1,189,failure,yes
1327,38,0,cellular,2,-1,unknown,yes
7583,27,416,unknown,2,-1,unknown,yes
4061,57,720,telephone,4,-1,unknown,yes
3509,25,-276,unknown,1,-1,unknown,no
6179,40,5060,cellular,2,93,success,yes
1084,29,92,cellular,1,92,success,no
3904,35,911,cellular,2,181,other,no
7413,36,3770,cellular,4,-1,unknown,no
4171,31,1570,cellular,4,286,failure,yes
586,59,2605,cellular,2,-1,unknown,no
3718,41,306,unknown,3,-1,unknown,no
3172,34,2495,unknown,1,-1,unknown,yes
5931,26,181,cellular,2,-1,unknown,yes
4910,42,-306,cellular,1,459,success,yes
1737,29,309,unknown,1,-1,unknown,no
7767,51,4305,cellular,1,-1,unknown,no
4812,30,4448,cellular,8,-1,unknown,yes
1458,52,1500,unknown,3,-1,unknown,no
25,29,15,cellular,1,-1,unknown,no
5586,34,479,cellular,1,350,failure,yes
5699,36,408,unknown,2,-1,unknown,yes
6884,49,202,cellular,2,104,failure,yes
4282,46,2196,cellular,5,-1,unknown,yes
208,32,20,cellular,2,-1,unknown,yes
5240,31,685,cellular,1,329,failure,yes
5946,30,289,cellular,4,-1,unknown,yes
5577,45,2071,telephone,2,-1,unknown,no
1324,30,1028,cellular,2,-1,unknown,yes
7231,58,499,cellular,1,-1,unknown,no
6069,30,201,cellular,1,157,failure,yes
4707,39,201,unknown,4,-1,unknown,no
6493,36,4708,cellular,1,171,failure,yes
4207,42,443,unknown,5,-1,unknown,yes
6548,34,35,cellular,1,69,failure,no
1966,30,916,cellular,2,90,success,yes
4158,60,315,cellular,1,183,success,yes
3438,38,468,unknown,2,-1,unknown,no
3739,32,1270,cellular,3,-1,unknown,yes
2527,39,-119,unknown,6,-1,unknown,no
5647,42,534,unknown,2,-1,unknown,no
2629,45,256,cellular,2,-1,unknown,no
5540,59,3648,telephone,3,-1,unknown,yes
4319,33,1808,unknown,4,-1,unknown,no
7155,47,0,cellular,1,190,other,yes
1152,30,0,cellular,1,-1,unknown,no
4442,41,39,cellular,2,-1,unknown,yes
908,33,221,cellular,1,355,failure,yes
6128,43,0,cellular,1,281,failure,yes
6161,38,138,unknown,3,-1,unknown,no
2072,38,581,unknown,1,-1,unknown,no
7360,33,562,cellular,1,363,failure,yes
6575,42,1556,cellular,1,-1,unknown,no
3626,55,387,unknown,1,-1,unknown,yes
6790,48,0,unknown,1,-1,unknown,yes
6236,53,257,unknown,2,-1,unknown,no
2607,59,178,telephone,2,-1,unknown,no
3572,32,-1139,cellular,1,-1,unknown,no
4589,26,2,unknown,1,-1,unknown,no
3549,32,415,unknown,4,-1,unknown,yes
5067,45,441,cellular,1,-1,unknown,no
2912,40,2266,cellular,1,147,failure,yes
253,55,976,cellular,1,94,other,yes
3354,35,2957,cellular,3,-1,unknown,yes
2859,60,381,cellular,2,344,failure,no
3782,44,21,cellular,3,-1,unknown,no
2951,66,1948,cellular,2,269,failure,yes
5696,50,72,cellular,13,-1,unknown,no
2202,55,655,cellular,6,-1,unknown,no
2582,41,2399,cellular,2,351,failure,no
3642,29,2305,cellular,2,-1,unknown,no
1184,34,186,cellular,1,-1,unknown,no
6189,57,7162,cellular,1,-1,unknown,no
4011,39,1587,cellular,2,98,success,yes
567,32,14,cellular,3,136,other,no
7715,40,1508,cellular,2,85,failure,no
3222,36,436,cellular,1,595,failure,yes
3191,33,6,cellular,2,-1,unknown,no
2097,48,1559,cellular,2,-1,unknown,no
169,51,119,cellular,1,165,failure,no
