,age,job,balance,contact,month,campaign,pdays,poutcome,education,day,duration,previous,deposit
3252,55,technician,0,cellular,jul,2,-1,unknown,secondary,27,506,0,0
3678,42,blue-collar,-407,cellular,may,7,-1,unknown,primary,12,829,0,1
5094,22,student,185,cellular,jul,1,-1,unknown,secondary,8,153,0,1
5433,30,technician,-522,cellular,may,2,286,failure,secondary,5,670,6,1
2074,40,blue-collar,665,cellular,jul,1,-1,unknown,primary,9,781,0,1
445,54,technician,473,cellular,nov,1,81,failure,secondary,2,182,1,1
4579,33,services,207,cellular,may,4,-1,unknown,secondary,14,629,0,1
2716,40,blue-collar,34,cellular,may,2,344,failure,primary,6,350,1,0
647,31,blue-collar,2194,cellular,may,2,357,other,secondary,13,275,1,0
1528,32,blue-collar,902,unknown,may,2,-1,unknown,primary,27,106,0,0
3677,59,management,7049,cellular,nov,1,163,failure,tertiary,21,530,2,1
1435,45,technician,1831,cellular,may,2,-1,unknown,secondary,27,275,0,1
4476,53,blue-collar,1103,cellular,feb,2,250,failure,secondary,4,101,4,0
375,48,blue-collar,1230,cellular,may,2,182,success,secondary,13,328,3,1
2574,53,technician,751,unknown,may,4,-1,unknown,secondary,16,343,0,0
1372,33,management,0,cellular,may,1,-1,unknown,tertiary,13,585,0,1
5276,42,management,144,cellular,mar,1,87,failure,tertiary,4,148,4,1
3144,30,student,4468,cellular,feb,1,-1,unknown,unknown,2,204,0,1
6303,64,unemployed,588,cellular,mar,1,-1,unknown,secondary,8,409,0,1
2331,36,management,1898,unknown,may,1,-1,unknown,secondary,30,233,0,0
4153,51,self-employed,5350,cellular,jul,4,-1,unknown,tertiary,31,612,0,1
1639,40,admin.,0,unknown,may,2,-1,unknown,secondary,23,193,0,0
2399,47,admin.,3696,cellular,jan,4,-1,unknown,secondary,12,758,0,1
56,32,technician,2688,cellular,oct,1,57,failure,tertiary,14,216,1,1
1424,34,management,123,cellular,feb,3,-1,unknown,tertiary,3,301,0,1
7126,22,student,552,cellular,sep,1,-1,unknown,secondary,1,327,0,1
7313,37,self-employed,1513,unknown,may,1,-1,unknown,tertiary,30,510,0,0
3218,42,management,36,cellular,nov,3,-1,unknown,tertiary,21,664,0,1
3041,31,management,2,cellular,aug,1,-1,unknown,tertiary,8,848,0,1
3851,45,admin.,205,cellular,may,1,90,success,secondary,4,552,2,1
5353,35,technician,204,cellular,may,1,-1,unknown,secondary,25,236,0,1
1244,48,admin.,0,cellular,may,1,168,failure,unknown,8,85,2,0
4201,33,admin.,598,unknown,may,1,-1,unknown,secondary,28,189,0,0
5545,47,technician,2283,cellular,nov,2,-1,unknown,secondary,21,170,0,0
3498,48,blue-collar,430,cellular,may,3,371,failure,primary,14,340,8,0
5690,27,blue-collar,484,cellular,apr,2,-1,unknown,secondary,15,309,0,0
3730,31,services,997,cellular,feb,1,190,failure,primary,3,256,3,0
415,33,technician,930,cellular,may,5,359,failure,secondary,15,163,1,0
4958,47,technician,568,cellular,aug,1,-1,unknown,secondary,12,1613,0,1
736,49,management,1887,cellular,nov,3,-1,unknown,tertiary,18,244,0,0
5274,32,admin.,0,unknown,may,1,-1,unknown,tertiary,5,138,0,0
5708,29,management,8103,cellular,may,3,-1,unknown,tertiary,28,473,0,1
3935,53,technician,476,cellular,jan,1,-1,unknown,tertiary,28,160,0,0
3291,30,management,162,unknown,may,4,-1,unknown,tertiary,20,186,0,0
4072,47,blue-collar,4227,cellular,may,1,-1,unknown,primary,13,659,0,1
5290,34,technician,1035,cellular,aug,10,-1,unknown,secondary,25,1374,0,1
4704,38,services,507,cellular,apr,1,344,failure,secondary,17,55,1,0
6481,34,technician,920,cellular,oct,1,342,failure,secondary,29,250,5,0
3457,57,management,256,cellular,jun,2,91,success,tertiary,5,304,1,1
4509,48,management,0,cellular,feb,4,182,success,tertiary,19,204,1,1
1544,46,blue-collar,922,telephone,nov,2,-1,unknown,secondary,18,296,0,0
5292,39,management,271,cellular,aug,1,-1,unknown,tertiary,12,1344,0,1
6249,18,student,108,cellular,sep,1,-1,unknown,unknown,8,169,0,1
301,37,technician,1824,cellular,jul,2,324,other,secondary,3,112,2,0
2520,48,technician,83,cellular,aug,6,-1,unknown,tertiary,19,243,0,0
4886,45,services,1515,unknown,jun,4,-1,unknown,secondary,20,14,0,0
2162,51,housemaid,1093,unknown,jun,1,-1,unknown,primary,18,18,0,0
2510,32,admin.,-273,cellular,may,1,-1,unknown,secondary,5,64,0,0
2094,23,technician,356,cellular,may,2,356,failure,secondary,18,224,2,0
6643,36,blue-collar,2235,cellular,nov,2,-1,unknown,secondary,20,287,0,0
226,54,management,1303,cellular,feb,1,-1,unknown,tertiary,3,1635,0,1
650,43,retired,7298,unknown,jun,2,-1,unknown,primary,11,36,0,0
2700,42,admin.,329,cellular,aug,3,-1,unknown,secondary,19,347,0,0
3471,43,technician,1358,cellular,mar,3,-1,unknown,secondary,10,159,0,1
557,30,management,4210,cellular,aug,4,-1,unknown,tertiary,12,796,0,1
5355,33,management,644,cellular,aug,2,-1,unknown,tertiary,11,99,0,0
1255,35,management,7506,unknown,oct,1,-1,unknown,tertiary,30,248,0,1
6682,34,management,416,cellular,aug,4,-1,unknown,tertiary,14,1217,0,0
3324,41,entrepreneur,353,cellular,nov,2,-1,unknown,secondary,19,90,0,0
7328,52,admin.,484,unknown,may,1,-1,unknown,secondary,6,128,0,0
1151,49,technician,443,unknown,jun,11,-1,unknown,unknown,20,25,0,0
1752,50,admin.,715,cellular,aug,13,-1,unknown,secondary,28,131,0,0
675,37,technician,247,cellular,aug,6,-1,unknown,tertiary,20,625,0,1
6568,30,admin.,915,unknown,apr,1,-1,unknown,secondary,27,370,0,1
5765,54,retired,6102,unknown,may,6,-1,unknown,tertiary,21,86,0,0
5153,33,management,576,cellular,may,1,111,other,tertiary,25,220,2,0
717,50,admin.,3240,cellular,nov,2,-1,unknown,secondary,21,144,0,0
259,49,services,280,telephone,jul,3,-1,unknown,secondary,14,162,0,0
7009,38,services,0,cellular,apr,1,147,failure,tertiary,17,239,4,0
6902,36,admin.,162,cellular,apr,2,-1,unknown,secondary,20,340,0,0
3815,38,unemployed,2812,cellular,apr,1,-1,unknown,tertiary,30,830,0,1
3129,33,technician,258,cellular,mar,4,-1,unknown,tertiary,12,80,0,1
2215,40,blue-collar,1009,unknown,jun,5,-1,unknown,secondary,20,1036,0,1
1690,41,management,30,cellular,aug,7,-1,unknown,tertiary,19,171,0,0
6179,39,blue-collar,172,cellular,feb,2,183,failure,tertiary,9,125,2,1
2891,77,management,1780,cellular,apr,2,182,success,unknown,23,361,5,1
6999,55,management,171,cellular,aug,6,-1,unknown,tertiary,8,73,0,0
5403,30,student,7529,cellular,oct,1,-1,unknown,tertiary,19,328,0,1
1764,36,blue-collar,403,unknown,jun,1,-1,unknown,primary,4,920,0,1
4034,30,technician,10,cellular,aug,8,-1,unknown,tertiary,26,276,0,0
1925,27,admin.,15,cellular,jul,1,-1,unknown,secondary,21,177,0,0
3020,39,blue-collar,3,unknown,jul,1,-1,unknown,primary,1,625,0,0
6148,32,services,659,cellular,apr,6,-1,unknown,secondary,20,12,0,0
2007,33,technician,2976,cellular,nov,2,95,other,tertiary,9,465,12,0
3063,45,blue-collar,61,unknown,may,4,-1,unknown,secondary,26,745,0,1
1530,58,entrepreneur,853,unknown,jun,2,-1,unknown,tertiary,5,1149,0,1
4686,51,retired,1495,telephone,jul,4,-1,unknown,primary,25,1946,0,1
6547,59,retired,0,cellular,jun,2,-1,unknown,primary,5,493,0,1
4971,46,technician,1167,cellular,nov,2,-1,unknown,secondary,21,1540,0,1
6265,50,self-employed,0,cellular,aug,4,-1,unknown,primary,22,125,0,0
1104,23,admin.,897,cellular,feb,2,280,failure,tertiary,8,190,8,1
1676,51,admin.,658,unknown,may,1,-1,unknown,primary,14,369,0,0
4,36,housemaid,205,telephone,nov,4,-1,unknown,secondary,18,176,0,0
3038,25,blue-collar,2483,cellular,jul,3,-1,unknown,primary,10,1499,0,1
1558,32,services,2881,cellular,jul,1,-1,unknown,secondary,2,356,0,1
5365,32,management,71,cellular,feb,1,-1,unknown,tertiary,2,75,0,0
3426,25,student,293,telephone,may,2,-1,unknown,secondary,5,170,0,0
1807,33,management,1323,cellular,jun,1,-1,unknown,tertiary,1,327,0,1
6683,31,technician,433,cellular,aug,2,-1,unknown,secondary,11,1504,0,0
2290,40,services,9374,cellular,nov,8,185,failure,secondary,21,7,1,0
7255,35,blue-collar,40,unknown,may,4,-1,unknown,secondary,9,617,0,1
623,22,student,64,cellular,jun,1,-1,unknown,secondary,4,112,0,0
2268,26,student,294,cellular,mar,1,91,success,tertiary,5,87,2,1
608,32,admin.,35,cellular,dec,3,126,success,secondary,17,324,3,1
4881,59,unknown,3237,unknown,jun,3,-1,unknown,secondary,6,100,0,0
2282,42,services,4216,cellular,jun,2,-1,unknown,tertiary,12,186,0,1
1804,59,technician,2396,cellular,nov,1,-1,unknown,secondary,20,488,0,1
1465,42,services,1301,cellular,jul,6,-1,unknown,secondary,21,510,0,0
5910,46,management,349,cellular,may,4,88,success,tertiary,14,466,3,1
345,59,housemaid,2518,cellular,jul,3,-1,unknown,primary,30,675,0,1
945,49,management,735,unknown,may,3,-1,unknown,tertiary,13,50,0,0
7212,35,management,73,unknown,may,2,-1,unknown,secondary,28,79,0,0
6593,52,services,820,cellular,feb,2,-1,unknown,secondary,2,135,0,0
2521,49,technician,523,cellular,jun,1,60,failure,tertiary,2,712,3,1
3370,31,management,202,cellular,jul,1,62,failure,secondary,8,167,1,1
3675,55,management,154,telephone,may,2,367,failure,tertiary,11,70,3,0
5267,31,unemployed,2616,cellular,may,1,185,other,secondary,21,374,2,1
2862,39,management,937,cellular,apr,4,-1,unknown,tertiary,16,144,0,1
5236,38,management,2656,cellular,jul,2,-1,unknown,tertiary,8,230,0,0
4177,36,blue-collar,324,cellular,jul,1,-1,unknown,secondary,16,830,0,1
2950,34,blue-collar,1924,cellular,apr,2,253,failure,secondary,1,161,1,0
6634,42,admin.,4253,cellular,may,1,-1,unknown,secondary,13,146,0,0
2645,33,services,187,cellular,apr,3,326,failure,secondary,20,168,1,0
2262,26,blue-collar,658,telephone,jul,4,-1,unknown,secondary,23,34,0,0
2275,39,management,756,unknown,jun,1,-1,unknown,tertiary,2,268,0,0
3311,59,retired,493,cellular,apr,1,-1,unknown,secondary,30,237,0,1
3146,34,technician,85,unknown,may,4,-1,unknown,secondary,20,1182,0,1
85,44,management,7177,unknown,jun,2,-1,unknown,tertiary,19,89,0,0
6442,46,blue-collar,1144,cellular,feb,2,129,other,secondary,8,376,3,1
4959,35,management,1133,cellular,nov,1,-1,unknown,tertiary,3,102,0,1
2591,43,blue-collar,2160,cellular,jun,1,-1,unknown,secondary,2,169,0,1
312,39,management,3518,cellular,may,1,-1,unknown,tertiary,8,440,0,0
1817,38,management,4174,cellular,oct,2,184,failure,tertiary,23,336,5,1
4131,35,admin.,534,cellular,may,1,312,failure,secondary,15,669,3,1
2915,37,management,-666,cellular,nov,2,-1,unknown,tertiary,18,204,0,0
6380,56,retired,9367,cellular,may,2,-1,unknown,primary,4,617,0,1
3816,29,management,502,cellular,jul,1,87,failure,tertiary,8,968,5,1
1047,53,services,367,cellular,jan,1,261,failure,secondary,29,155,2,0
2349,44,management,1090,cellular,oct,4,93,success,tertiary,20,178,6,1
2793,40,blue-collar,0,unknown,may,2,-1,unknown,secondary,16,167,0,0
3016,32,management,1134,cellular,aug,4,-1,unknown,tertiary,28,85,0,0
552,29,management,3317,telephone,may,7,-1,unknown,secondary,4,640,0,1
1301,60,retired,143,telephone,jan,1,-1,unknown,secondary,30,345,0,0
5749,43,self-employed,3003,cellular,aug,3,-1,unknown,tertiary,8,358,0,0
5119,42,services,247,cellular,jul,2,-1,unknown,secondary,31,114,0,0
2192,32,admin.,1630,cellular,jan,1,-1,unknown,secondary,30,122,0,0
6861,36,services,0,cellular,jul,4,-1,unknown,secondary,15,201,0,0
5824,49,management,1,telephone,may,3,175,success,tertiary,4,1076,1,1
1062,47,blue-collar,4157,unknown,jun,3,-1,unknown,primary,11,90,0,0
3745,56,blue-collar,-85,unknown,may,1,-1,unknown,primary,26,118,0,0
3961,51,services,65,cellular,jul,1,-1,unknown,secondary,15,881,0,1
3272,48,management,2892,cellular,jul,1,385,success,secondary,7,407,1,1
1229,31,admin.,430,cellular,apr,2,-1,unknown,secondary,15,103,0,0
3659,34,admin.,2064,unknown,may,2,-1,unknown,secondary,26,165,0,0
3764,43,admin.,877,cellular,feb,1,-1,unknown,secondary,2,135,0,0
2291,33,management,816,cellular,oct,2,503,failure,tertiary,11,383,2,1
4079,34,blue-collar,383,unknown,may,1,-1,unknown,secondary,13,2231,0,1
2848,44,technician,285,cellular,may,3,-1,unknown,secondary,12,373,0,0
7179,36,blue-collar,1177,cellular,apr,1,311,success,primary,15,330,4,1
7403,50,blue-collar,4108,cellular,aug,2,-1,unknown,primary,7,526,0,1
3750,38,blue-collar,3598,unknown,jun,1,-1,unknown,secondary,6,154,0,0
4021,57,retired,519,unknown,jun,3,-1,unknown,secondary,3,393,0,0
5435,27,technician,7102,unknown,may,9,-1,unknown,secondary,30,141,0,0
7145,62,retired,1742,cellular,jun,2,98,other,primary,14,167,6,1
1285,40,technician,568,unknown,oct,1,-1,unknown,tertiary,24,112,0,1
6090,48,admin.,476,unknown,jun,3,-1,unknown,secondary,5,489,0,0
4075,54,technician,2133,cellular,nov,1,-1,unknown,tertiary,18,176,0,0
5913,39,blue-collar,284,cellular,apr,2,318,failure,secondary,17,1426,6,0
538,58,housemaid,497,unknown,jun,5,-1,unknown,tertiary,11,138,0,0
6652,36,admin.,1815,unknown,jun,1,-1,unknown,unknown,5,387,0,0
5445,44,blue-collar,0,cellular,apr,1,-1,unknown,secondary,20,133,0,1
2443,18,student,348,cellular,may,4,-1,unknown,unknown,5,443,0,1
4419,55,management,16786,cellular,nov,1,-1,unknown,tertiary,18,90,0,0
3410,33,services,1117,cellular,jun,1,-1,unknown,secondary,2,417,0,1
6119,71,retired,3,cellular,aug,3,189,other,secondary,13,1175,1,0
2957,32,admin.,6981,cellular,jun,1,194,failure,secondary,2,154,3,0
5897,40,unemployed,1960,unknown,jun,6,-1,unknown,secondary,2,605,0,1
3797,45,technician,2571,unknown,jun,2,-1,unknown,secondary,18,146,0,0
3399,32,management,8929,cellular,mar,1,-1,unknown,tertiary,11,126,0,1
4182,61,management,997,cellular,mar,1,-1,unknown,tertiary,10,106,0,1
5252,30,blue-collar,5956,cellular,nov,1,139,failure,primary,20,405,1,0
7034,37,management,1125,unknown,jun,1,-1,unknown,tertiary,3,301,0,0
703,26,management,155,cellular,may,4,43,other,tertiary,27,74,5,0
6876,52,services,-336,unknown,jun,8,-1,unknown,secondary,12,111,0,0
3712,42,technician,4945,cellular,mar,2,-1,unknown,secondary,2,311,0,1
293,31,technician,969,cellular,jun,1,-1,unknown,tertiary,15,95,0,0
2424,33,management,1909,cellular,aug,2,-1,unknown,tertiary,8,191,0,0
1766,83,retired,425,telephone,jun,1,140,failure,primary,22,883,1,1
4997,67,retired,2027,cellular,mar,2,-1,unknown,primary,15,161,0,1
860,44,management,282,cellular,oct,3,-1,unknown,unknown,6,296,0,1
6127,27,management,3104,unknown,may,2,-1,unknown,tertiary,28,160,0,0
3336,32,management,124,cellular,feb,2,-1,unknown,tertiary,4,87,0,0
808,28,management,1808,cellular,apr,1,-1,unknown,tertiary,30,309,0,1
4356,33,blue-collar,370,cellular,apr,1,-1,unknown,secondary,8,249,0,0
3666,35,unemployed,415,cellular,feb,1,176,failure,tertiary,4,649,1,1
824,30,management,1390,cellular,aug,4,-1,unknown,tertiary,20,552,0,0
2117,29,self-employed,1,cellular,jul,3,-1,unknown,tertiary,18,167,0,0
6599,46,admin.,659,telephone,jul,11,-1,unknown,secondary,29,1127,0,1
2355,33,blue-collar,312,unknown,jun,2,-1,unknown,secondary,4,151,0,0
6817,34,admin.,0,cellular,may,1,-1,unknown,primary,14,1020,0,1
6365,47,self-employed,4420,cellular,nov,1,-1,unknown,secondary,20,454,0,1
2560,52,entrepreneur,3469,cellular,nov,1,-1,unknown,tertiary,20,653,0,1
5511,39,management,215,cellular,aug,4,-1,unknown,secondary,11,1141,0,1
4155,40,housemaid,0,cellular,aug,20,-1,unknown,primary,28,16,0,0
6172,37,admin.,1000,cellular,mar,1,-1,unknown,tertiary,17,195,0,1
3785,59,retired,-47,cellular,aug,4,-1,unknown,primary,27,84,0,0
364,49,management,1050,cellular,nov,1,-1,unknown,tertiary,18,924,0,1
1250,34,technician,122,unknown,may,5,-1,unknown,tertiary,27,73,0,0
5369,61,management,267,cellular,oct,3,184,success,tertiary,21,192,1,1
3120,28,self-employed,1579,cellular,oct,3,-1,unknown,tertiary,14,122,0,0
3887,38,management,4335,cellular,nov,1,-1,unknown,tertiary,20,640,0,0
4569,34,blue-collar,1125,cellular,nov,2,-1,unknown,secondary,19,141,0,0
1192,46,services,5,cellular,jan,2,-1,unknown,secondary,29,305,0,0
2701,36,management,925,cellular,dec,3,189,success,tertiary,14,321,4,1
4005,37,management,630,cellular,apr,1,87,success,tertiary,30,315,1,1
4338,31,services,205,cellular,apr,1,-1,unknown,secondary,15,465,0,0
4863,22,student,691,cellular,aug,1,-1,unknown,tertiary,19,338,0,1
3612,34,self-employed,1261,cellular,apr,2,-1,unknown,secondary,9,169,0,0
5055,38,management,0,cellular,sep,12,197,failure,tertiary,24,246,6,0
1888,34,blue-collar,-78,unknown,may,1,-1,unknown,primary,9,198,0,0
5997,67,retired,1746,cellular,aug,1,-1,unknown,primary,5,134,0,0
1317,27,blue-collar,-208,unknown,may,2,-1,unknown,secondary,21,127,0,0
2970,54,technician,0,telephone,apr,3,84,success,secondary,30,766,3,1
828,43,management,0,cellular,aug,2,-1,unknown,tertiary,11,155,0,0
5241,44,unemployed,1151,unknown,jun,2,-1,unknown,tertiary,5,127,0,0
282,32,technician,1279,unknown,jun,3,-1,unknown,secondary,3,1173,0,1
315,42,admin.,105,unknown,jun,4,-1,unknown,secondary,11,1159,0,1
6371,32,housemaid,10,unknown,jun,2,-1,unknown,tertiary,2,658,0,0
3001,52,services,431,cellular,aug,17,-1,unknown,secondary,26,73,0,0
18,46,management,242,cellular,aug,2,96,success,tertiary,4,120,1,1
5666,34,blue-collar,496,cellular,may,1,-1,unknown,secondary,13,333,0,1
590,37,management,57,cellular,apr,2,84,success,tertiary,30,96,1,0
6409,27,management,802,cellular,sep,1,-1,unknown,tertiary,22,569,0,1
3847,32,technician,696,cellular,aug,4,105,failure,tertiary,13,101,4,0
5613,64,retired,43,cellular,dec,1,-1,unknown,primary,10,232,0,1
1171,42,technician,305,cellular,aug,4,-1,unknown,secondary,28,82,0,0
2168,78,retired,2628,telephone,apr,2,-1,unknown,unknown,14,129,0,0
2572,44,technician,2033,cellular,sep,1,99,failure,tertiary,3,444,1,1
3022,43,blue-collar,1025,cellular,jun,1,-1,unknown,secondary,2,106,0,0
2088,37,technician,0,cellular,apr,4,149,other,secondary,16,657,1,0
961,51,technician,2,cellular,feb,1,205,failure,secondary,4,71,3,0
2210,43,management,1429,cellular,nov,1,198,other,tertiary,19,1015,2,1
6255,28,blue-collar,-127,cellular,jul,3,-1,unknown,secondary,4,1044,0,1
3735,28,blue-collar,61,cellular,may,2,319,success,secondary,4,226,1,1
3928,44,unemployed,0,cellular,feb,3,-1,unknown,tertiary,5,1960,0,1
6194,70,retired,3230,cellular,nov,1,-1,unknown,primary,24,112,0,0
770,36,entrepreneur,0,unknown,jun,3,-1,unknown,tertiary,2,87,0,0
5572,35,technician,126,cellular,aug,2,-1,unknown,secondary,22,112,0,0
609,46,admin.,660,cellular,aug,2,-1,unknown,secondary,6,740,0,1
6973,50,management,299,cellular,nov,3,-1,unknown,tertiary,17,666,0,0
4093,38,technician,-242,cellular,may,3,278,success,secondary,18,1173,6,1
1667,39,self-employed,0,unknown,may,2,-1,unknown,secondary,23,210,0,0
26,52,admin.,204,cellular,aug,2,-1,unknown,primary,19,123,0,0
6206,42,blue-collar,1598,cellular,apr,2,-1,unknown,secondary,16,1463,0,1
4091,33,management,1240,cellular,feb,2,260,other,tertiary,4,505,1,0
1337,57,retired,-12,cellular,aug,8,-1,unknown,primary,12,80,0,0
1178,53,management,3591,cellular,aug,2,181,other,tertiary,5,306,2,1
463,44,management,1138,cellular,aug,3,-1,unknown,tertiary,27,523,0,1
2001,30,management,1239,cellular,aug,5,-1,unknown,tertiary,28,125,0,0
3844,29,unemployed,25,cellular,apr,2,-1,unknown,secondary,14,207,0,1
7146,59,retired,1115,unknown,jun,1,-1,unknown,primary,19,834,0,1
7068,35,self-employed,28,unknown,jul,3,-1,unknown,secondary,2,159,0,0
1623,36,services,4721,cellular,mar,2,90,success,secondary,9,288,3,1
2225,34,technician,7050,cellular,aug,1,-1,unknown,tertiary,7,130,0,1
5490,29,blue-collar,111,cellular,may,11,-1,unknown,primary,6,14,0,0
6562,26,blue-collar,535,cellular,aug,1,-1,unknown,secondary,14,125,0,1
5747,30,admin.,39,cellular,jul,3,-1,unknown,secondary,28,101,0,0
465,68,retired,250,cellular,feb,1,-1,unknown,primary,3,360,0,1
3889,53,technician,10185,cellular,mar,1,-1,unknown,secondary,23,115,0,1
6180,39,blue-collar,661,cellular,feb,4,267,failure,secondary,3,84,4,0
1634,29,management,199,unknown,may,4,-1,unknown,tertiary,7,1689,0,1
504,43,management,-183,cellular,jul,1,-1,unknown,tertiary,24,65,0,0
665,32,management,0,cellular,aug,2,-1,unknown,tertiary,22,360,0,0
6926,57,blue-collar,3196,cellular,aug,4,-1,unknown,unknown,28,161,0,0
7318,51,admin.,726,cellular,apr,8,-1,unknown,secondary,27,89,0,1
7158,55,blue-collar,7378,unknown,may,3,-1,unknown,secondary,14,316,0,0
3125,34,admin.,1474,cellular,apr,2,-1,unknown,secondary,2,739,0,1
4080,37,services,241,cellular,may,1,371,failure,secondary,14,189,1,0
1591,44,housemaid,3706,unknown,jun,3,-1,unknown,primary,17,209,0,0
2559,33,unemployed,4874,telephone,feb,2,-1,unknown,tertiary,22,363,0,0
6143,38,technician,940,cellular,aug,7,-1,unknown,tertiary,12,191,0,0
232,38,services,1222,unknown,jun,2,-1,unknown,tertiary,5,237,0,0
2157,35,blue-collar,0,cellular,feb,3,280,other,secondary,9,226,1,0
954,42,management,478,cellular,jul,1,-1,unknown,tertiary,8,165,0,0
6939,24,management,86,unknown,jun,2,-1,unknown,secondary,2,1075,0,0
7393,42,admin.,947,cellular,jul,2,-1,unknown,secondary,30,158,0,0
4247,59,technician,0,cellular,aug,2,-1,unknown,secondary,29,62,0,0
2334,33,management,952,cellular,apr,5,-1,unknown,tertiary,29,1241,0,1
1418,36,management,563,unknown,jun,4,-1,unknown,tertiary,20,10,0,0
2425,24,blue-collar,174,cellular,may,1,-1,unknown,secondary,18,487,0,1
3521,27,technician,58,unknown,may,1,-1,unknown,secondary,28,82,0,0
5624,35,technician,2779,cellular,oct,2,-1,unknown,secondary,22,118,0,1
5542,46,management,11385,cellular,mar,3,-1,unknown,tertiary,24,269,0,1
673,32,management,6542,cellular,may,4,175,failure,tertiary,15,1598,5,1
430,32,entrepreneur,-242,cellular,apr,3,-1,unknown,secondary,20,1202,0,1
7039,45,management,4831,cellular,jul,3,182,success,tertiary,30,852,11,1
1354,32,technician,945,cellular,may,3,-1,unknown,secondary,4,312,0,0
3438,35,blue-collar,526,cellular,feb,2,-1,unknown,primary,2,914,0,0
5641,30,management,1942,cellular,nov,2,178,other,tertiary,21,436,3,1
5065,33,blue-collar,-253,cellular,may,3,-1,unknown,secondary,12,89,0,0
5716,20,admin.,336,cellular,jun,1,-1,unknown,secondary,5,133,0,0
377,27,blue-collar,23,cellular,feb,2,-1,unknown,secondary,26,590,0,0
4880,39,technician,1048,cellular,apr,2,-1,unknown,secondary,8,201,0,0
2973,56,services,530,unknown,may,7,-1,unknown,secondary,20,51,0,0
2047,77,retired,7802,telephone,may,1,92,success,tertiary,4,421,2,1
707,38,services,-762,unknown,may,2,-1,unknown,secondary,30,408,0,0
7157,30,services,5,cellular,jul,5,-1,unknown,secondary,10,829,0,1
4192,36,technician,2823,cellular,jun,1,371,failure,secondary,8,215,6,1
129,37,technician,3943,cellular,apr,2,138,failure,tertiary,6,1138,1,1
6654,28,blue-collar,0,cellular,may,4,-1,unknown,secondary,15,6,0,0
6318,35,technician,4508,cellular,nov,1,-1,unknown,secondary,18,854,0,1
553,29,technician,477,cellular,may,1,305,failure,secondary,11,58,1,0
1708,32,self-employed,14522,cellular,nov,7,-1,unknown,tertiary,21,221,0,0
6239,29,blue-collar,482,cellular,jul,3,-1,unknown,secondary,10,1097,0,1
4718,32,management,134,cellular,aug,2,-1,unknown,tertiary,29,162,0,0
1827,38,blue-collar,0,unknown,jun,2,-1,unknown,primary,12,49,0,0
1392,49,admin.,0,cellular,aug,2,-1,unknown,secondary,22,115,0,0
6610,35,self-employed,2427,cellular,aug,3,31,success,tertiary,12,175,10,1
5432,65,admin.,952,cellular,jun,1,-1,unknown,secondary,2,310,0,1
1913,34,management,1173,cellular,jul,1,-1,unknown,tertiary,18,93,0,0
3302,66,retired,2326,cellular,feb,1,181,success,secondary,18,232,1,1
6537,24,self-employed,2376,cellular,apr,1,-1,unknown,tertiary,27,122,0,1
3441,52,entrepreneur,3469,cellular,apr,1,147,success,tertiary,16,583,1,1
2927,39,management,1241,cellular,jun,2,-1,unknown,tertiary,5,138,0,0
2509,31,blue-collar,1205,cellular,apr,1,328,other,secondary,16,462,2,0
6366,38,services,173,unknown,may,2,-1,unknown,secondary,20,130,0,0
3818,34,technician,1026,cellular,nov,1,100,failure,secondary,12,319,6,0
6580,32,technician,29,cellular,aug,2,-1,unknown,secondary,19,156,0,0
3306,33,management,1120,cellular,aug,2,-1,unknown,tertiary,11,1070,0,1
6183,33,technician,4,unknown,jun,2,-1,unknown,secondary,18,625,0,1
2878,30,self-employed,2666,cellular,aug,2,93,success,tertiary,5,475,4,1
3260,28,blue-collar,751,cellular,jul,5,-1,unknown,secondary,22,598,0,1
4380,33,management,23,cellular,feb,1,-1,unknown,tertiary,6,150,0,0
4831,41,services,92,cellular,nov,1,-1,unknown,secondary,21,372,0,1
4272,50,services,77,cellular,may,2,-1,unknown,secondary,27,138,0,0
5968,36,blue-collar,21,telephone,nov,1,-1,unknown,primary,20,35,0,0
1714,38,technician,1711,telephone,sep,1,-1,unknown,secondary,30,234,0,1
5514,74,retired,1413,cellular,feb,2,-1,unknown,primary,25,385,0,1
2106,47,unknown,1880,unknown,jun,2,-1,unknown,unknown,18,64,0,0
6565,43,management,0,cellular,jun,2,296,failure,tertiary,30,275,1,1
7216,28,blue-collar,0,unknown,jun,4,-1,unknown,primary,3,380,0,0
4619,49,unemployed,377,cellular,may,1,59,failure,tertiary,22,158,2,0
4054,46,admin.,2196,cellular,jul,5,-1,unknown,secondary,28,573,0,1
2715,50,entrepreneur,78,telephone,jun,1,-1,unknown,secondary,4,143,0,0
5702,61,admin.,4608,cellular,mar,1,-1,unknown,secondary,12,212,0,1
6445,48,management,1744,unknown,jun,1,-1,unknown,primary,9,181,0,0
534,45,technician,0,cellular,aug,4,-1,unknown,tertiary,18,773,0,1
3956,49,blue-collar,-354,cellular,jul,1,-1,unknown,primary,7,455,0,0
2109,45,unknown,44,unknown,jun,1,-1,unknown,primary,11,81,0,0
7089,34,blue-collar,-131,cellular,may,1,356,failure,secondary,7,132,1,0
3720,27,admin.,897,cellular,jun,1,-1,unknown,secondary,5,397,0,1
2286,66,admin.,4041,cellular,jun,2,-1,unknown,secondary,14,713,0,1
6207,45,admin.,1206,telephone,feb,1,446,failure,secondary,8,309,3,1
3383,46,technician,0,unknown,jun,1,-1,unknown,tertiary,6,159,0,0
